Reference,SubReg,Aggressor,Victim,Descript,Desc1,Desc2,Desc3,Desc4,Desc5,Desc6,Date,Year,PolygonID,MRGID,GeoName,Pol_type,MRGID_Ter1,Territory1,MRGID_Sov1,Sovereign1,ISO_Ter1,MRGID_Ter2,Territory2,MRGID_Sov2,Sovereign2,ISO_Ter2,MRGID_Ter3,Territory3,MRGID_Sov3,Sovereign3,ISO_Ter3,x_1,y_1,Area_km2,MRGID_EEZ
2016-228,26,Robbers,Bulk Carrier,NA,"HAITI:On 02 September at 0200 LT vicinity 18-35N 072-20W, Port Au Prince anchorage, two robbers boarded an anchored bulk carrier. They threatened the crew with a long knife and stones. The alarm was raised and the crew mustered. Seeing the alert crew,",the robbers escaped in a small boat with stolen ship's stores. Incident reported to Port Au Prince authority.,NA,NA,NA,NA,2016-09-02,2016,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-84,26,Pirates,Sailing Vessel,NA,"HAITI:On 16 April, six armed pirates boarded the Australia-flagged sailing vessel PELIKAAN near position 19-36N 072-59W, Petit Port a Piment. The married couple aboard the yacht cooperated with the pirates, but were still violently attacked by the","pirates, then robbed. The captain was tied to the rail on deck and beaten, resulting in broken bones and machete wounds. His wife was also attacked with machetes. Both were hospitalized.",NA,NA,NA,NA,2015-04-16,2015,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-117,26,PIRATES,TANKER,NA,"CARIBBEAN:Petroleum products tanker boarded on 24 March while anchored at position 18:32 N - 72:23 W, the Port au Prince anchorage. Two boats approached the vessel during a heavy rain. Duty crew noticed there were 2-3 armed robbers on each boat and one",robber threatened him by waiving a hand gun. One of the robbers armed with machete managed to board the tanker and was seen attempting to cut the mooring rope. Duty Officer raised the alarm and contacted pilot station for assistance. On hearing the,"alarm, the robber jumped into the water with small amount of stolen ship¿s stores and escaped. A coast guard boat came to the location and investigated the immediate area. Master weighed anchor and proceed to drift outside the anchorage area.",NA,NA,NA,2012-03-24,2012,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-137,27,Roobbers,Sailing Vessel,NA,"CUBA:On 27 May, robbers boarded a Canada-flagged sailing yacht anchored near Isla de la Juventud, vicinity 21-45N 082-51W. The robbers were able to steal miscellaneous deck gear and escape unnoticed.",NA,NA,NA,NA,NA,2016-05-27,2016,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-50,28,Robbers,Sailing Vessel,NA,"HONDURAS:On 21 February, a sailing yacht anchored near Utila was boarded. A small dinghy and outboard motor was stolen. The dinghy was recovered later that day, by a local dive shop, minus the outboard motor.",NA,NA,NA,NA,NA,2017-02-21,2017,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-127,28,Robbers,Sailing Vessel,NA,"GUATEMALA:On 25 May, a sailing yacht was boarded at night in a marina area of Rio Dulce, vicinity15-49N 088-45W. The thieves stole an outboard motor from a dinghy that was chained to the yacht.",NA,NA,NA,NA,NA,2016-05-25,2016,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-153,28,Robbers,Sailing Vessel,NA,"HONDURAS:On 25 June, a sailing vessel anchored near position 16-06N 086-55W, East Harbor, Utila Island, experienced the second boarding and robbery in ten days. Both incidents involved night-time boardings with mostly dive gear being stolen. There were",no reported crew injuries or assaults.,NA,NA,NA,NA,2015-06-25,2015,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-222,51,Robbers,Bulk Carrier,NA,"MOROCCO:On 23 September at 0145 LT in 33-36N 007-37W, port of Casablanca, duty crew onboard an anchored bulk carrier observed two suspicious persons hiding on the jetty. The persons attempted to board the vessel at four different times but were",unsuccessful because of the alert crew. Incident reported to the PFSO and agent.,NA,NA,NA,NA,2016-09-23,2016,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-111,51,Robbers,Bulk Carrier,NA,"SIERRA LEONE:On May 5, 0320 LT, position 8-29N 13-13W, berth No. 2, Freetown Port. Five robbers armed with knives in a boat approached a berthed bulk carrier. Two robbers boarded the ship and took hostage the duty cadet on rounds. They then cut off and",stole the aft mooring ropes before releasing the cadet and escaping. On being released the cadet informed the duty officer who raised the alarm.,NA,NA,NA,NA,2014-05-05,2014,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10,51,Robbers,Cargo ship,NA,"LIBERIA:On 8 January, robbers boarded a berthed general cargo ship at position 06-20N 010-48W, Monrovia Port. After hearing some noise, the duty watchman noticed a robber throwing ships properties overboard. Upon seeing the crew response, the robber","jumped overboard and escaped. Upon investigation, it was found that the robber boarded the ship using a hook attached with a long pole. The Master informed local authorities who sent a port security patrol boat to investigate. Port security personnel",helped recover some of the stolen ships property that was adrift near the stern of the ship.,NA,NA,NA,2014-01-08,2014,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-2,51,Robbers,Bulk carrier,NA,"MOROCCO:On 19 December, two robbers attempted to board a berthed bulk carrier by climbing the stern mooring rope at position 32-18N 009-14W, Safi Port. Alert duty crew noticed the robbers and informed the duty officer who raised the alarm and mustered","the crew. Upon seeing the crew response, the robbers escaped in a small craft.",NA,NA,NA,NA,2013-12-19,2013,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-288,53,Robbers,Sailing vessel,NA,"ITALY:On 23 September, robbers stole a dinghy from the owners of an anchored sailing vessel at Portopalo di Capo Passero in Sicily had used to access the pier. The owners returned the next morning to file a police report.",NA,NA,NA,NA,NA,2013-09-23,2013,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-134,54,Robbers,Sailing Yacht,NA,"TURKEY:On 12 June, a sailing yacht was boarded in Aktur Bay, 10 miles east of Datca. The robbers were able to steal a large amount of cash and jewelry.",NA,NA,NA,NA,NA,2015-06-12,2015,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-116,56,ROBBERS,SUPPLY SHIP NOR CHIEF,NA,"EGYPT:On 28 March, the anchored supply ship NOR CHIEF was boarded at 31-14N 032-18E, at the Port Said Anchorage. While anchored, four robbers boarded the ship. Two duty AB's conducting security checks discovered the robbers on the main deck. Upon seeing","of the robbers, the chief officer raised the alarm. The robbers tried to gain entry to the winch house and accommodation block but did not succeed as the rooms were secured. They eventually aborted the attempt after 5 minutes and left the vessel. It was",reported that the robbers had threatened the duty AB's with knives. All 16 crew onboard the ship were reported to be safe.,NA,NA,NA,2013-03-28,2013,NA,NA,High Seas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
