mmsi,from_port,to_port,departure_date,arrival_date,distance_km,hours,ais_pings
548789000,"JAKARTA,IDN","MANILA,PHL",2013-01-13,2013-01-18,3392.8626568228165,122.49569444444444,111
636091347,"JAKARTA,IDN","MANILA,PHL",2013-08-15,2013-08-22,3532.9971601798457,134.42847222222224,40
247289800,"ABIDJAN,CIV","LUANDA,AGO",2015-05-15,2015-05-19,2303.9250882960782,75.14624999999998,69
247228000,"TEMA,GHA","ABIDJAN,CIV",2013-06-06,2013-06-08,588.8180605093542,31.72013888888889,45
566049000,"TEMA,GHA","ABIDJAN,CIV",2012-04-12,2012-04-13,391.7662219146679,11.182222222222224,20
566028000,"ABIDJAN,CIV","TEMA,GHA",2012-08-10,2012-08-16,2756.716318726772,149.0995833333334,138
564622000,"TEMA,GHA","ABIDJAN,CIV",2013-08-18,2013-08-21,680.8492610781018,78.32083333333335,51
271042493,"TEMA,GHA","ABIDJAN,CIV",2014-06-19,2014-06-20,524.0068098971099,22.928194444444447,54
247207000,"TEMA,GHA","ABIDJAN,CIV",2014-01-25,2014-01-26,549.9862875716353,22.119166666666672,44
636091218,"TEMA,GHA","ABIDJAN,CIV",2014-08-26,2014-08-27,552.8208730999631,16.957638888888887,21
636092013,"LUANDA,AGO","TEMA,GHA",2014-09-14,2014-09-18,2160.0939253595743,86.78125000000001,257
477552700,"TEMA,GHA","LUANDA,AGO",2016-03-21,2016-03-24,2163.3753233511825,77.45069444444444,461
370798000,"ABIDJAN,CIV","LUANDA,AGO",2014-04-12,2014-04-22,2897.14006892311,235.30013888888882,238
311058400,"LUANDA,AGO","TEMA,GHA",2014-12-28,2015-01-01,2197.9204375814566,92.72555555555559,289
210327000,"JAKARTA,IDN","MANILA,PHL",2013-07-12,2013-07-18,3347.158719426165,119.87277777777778,39
248574000,"TEMA,GHA","ABIDJAN,CIV",2014-05-18,2014-05-20,488.6485985445179,28.020972222222223,51
566807000,"TEMA,GHA","ABIDJAN,CIV",2013-10-01,2013-10-02,550.504552241249,25.702916666666663,44
636092242,"TEMA,GHA","ABIDJAN,CIV",2014-05-06,2014-05-08,493.3080886511149,30.010972222222225,21
366097000,"TEMA,GHA","ABIDJAN,CIV",2012-02-01,2012-02-02,508.32680642812016,21.015277777777776,137
574264000,"MANILA,PHL","JAKARTA,IDN",2012-10-23,2012-11-05,2024.4769735269397,132.2466666666666,116
247219300,"ABIDJAN,CIV","TEMA,GHA",2015-06-15,2015-06-16,507.95790309462706,26.451666666666657,69
247207000,"ABIDJAN,CIV","TEMA,GHA",2012-03-16,2012-04-03,1403.2022679338415,403.75180555555556,95
355369000,"LUANDA,AGO","TEMA,GHA",2015-04-06,2015-04-10,2213.3672249236633,95.5320833333333,180
311691000,"JAKARTA,IDN","MANILA,PHL",2016-01-12,2016-01-17,1727.9259122534636,64.47500000000001,31
566055000,"TEMA,GHA","ABIDJAN,CIV",2017-03-15,2017-03-16,494.30727902857717,26.140555555555547,207
370120000,"JAKARTA,IDN","MANILA,PHL",2015-02-12,2015-02-21,1949.7155112080484,138.50611111111115,298
563003400,"TEMA,GHA","ABIDJAN,CIV",2017-03-06,2017-03-10,858.3120600198923,90.74277777777762,865
236111919,"TEMA,GHA","LUANDA,AGO",2013-09-28,2013-10-01,2163.9503167307894,78.0888888888889,103
355738000,"TEMA,GHA","ABIDJAN,CIV",2014-04-30,2014-05-05,663.5684968078165,119.39486111111115,35
255805757,"TEMA,GHA","ABIDJAN,CIV",2017-03-16,2017-03-17,523.5857682683716,27.04277777777778,139
247219300,"LUANDA,AGO","ABIDJAN,CIV",2015-06-09,2015-06-15,2474.4945403043153,133.0884722222222,265
566049000,"ABIDJAN,CIV","TEMA,GHA",2012-02-11,2012-02-15,2782.6777486948126,112.95972222222225,705
636091838,"TEMA,GHA","ABIDJAN,CIV",2017-11-03,2017-11-04,487.3311783713613,15.63180555555556,277
477083800,"ABIDJAN,CIV","TEMA,GHA",2013-09-06,2013-09-07,436.16260056084013,23.979305555555555,66
636015515,"TEMA,GHA","ABIDJAN,CIV",2015-07-17,2015-07-18,519.3274950903291,25.450833333333335,63
305888000,"TEMA,GHA","LUANDA,AGO",2014-11-29,2014-12-04,2156.2673553862783,106.54194444444443,269
373516000,"TEMA,GHA","ABIDJAN,CIV",2014-05-19,2014-05-22,591.2066756674966,58.03277777777778,57
538003285,"TEMA,GHA","ABIDJAN,CIV",2017-04-27,2017-05-01,676.2279387657718,101.57277777777793,456
477600800,"TEMA,GHA","ABIDJAN,CIV",2013-07-28,2013-08-02,1857.8605238929113,126.70527777777778,157
356629000,"JAKARTA,IDN","MANILA,PHL",2013-05-24,2013-06-01,2759.523416938299,136.54513888888889,211
636014241,"TEMA,GHA","ABIDJAN,CIV",2014-06-18,2014-06-18,390.6920388958472,12.051388888888885,29
636091292,"TEMA,GHA","ABIDJAN,CIV",2012-07-09,2012-07-10,516.4085619265207,24.433611111111112,40
209368000,"TEMA,GHA","ABIDJAN,CIV",2016-08-20,2016-08-25,800.6237664205976,119.14861111111114,763
636090899,"TEMA,GHA","ABIDJAN,CIV",2014-01-18,2014-01-19,474.0383700318392,19.53611111111111,40
372765000,"JAKARTA,IDN","MANILA,PHL",2015-12-26,2016-01-01,1396.625331500546,58.058472222222214,42
253161000,"TEMA,GHA","ABIDJAN,CIV",2017-07-24,2017-07-25,621.1537258180159,23.726111111111113,140
212667000,"TEMA,GHA","LUANDA,AGO",2016-01-28,2016-02-02,2220.363493806346,116.0191666666666,454
636091636,"JAKARTA,IDN","MANILA,PHL",2015-01-16,2015-01-22,3465.3024857714086,146.1543055555556,87
354118000,"JAKARTA,IDN","MANILA,PHL",2013-09-03,2013-09-09,3300.8072340317776,142.3616666666666,156
218504000,"LUANDA,AGO","ABIDJAN,CIV",2017-02-24,2017-02-28,2542.6676316315443,111.56527777777782,683
370616000,"MANILA,PHL","JAKARTA,IDN",2012-05-20,2012-05-27,3250.7375547253673,103.92277777777777,37
305305000,"PORT HARCOURT,NGA","ABIDJAN,CIV",2014-03-21,2014-03-23,1079.3980032009315,45.054027777777776,12
357351000,"TEMA,GHA","ABIDJAN,CIV",2015-10-01,2015-10-02,490.62537724734733,24.73444444444444,35
369310000,"LUANDA,AGO","TEMA,GHA",2014-02-23,2014-02-26,2109.850950509894,72.61013888888893,145
210327000,"JAKARTA,IDN","MANILA,PHL",2014-03-22,2014-03-30,1405.2353062135778,70.81194444444444,27
212572000,"TEMA,GHA","ABIDJAN,CIV",2012-07-26,2012-07-27,486.70778457392566,18.93958333333334,63
565963000,"JAKARTA,IDN","MANILA,PHL",2014-03-07,2014-03-14,1411.9244715372192,89.40347222222223,135
636091020,"TEMA,GHA","ABIDJAN,CIV",2012-10-27,2012-10-28,481.9369484127246,22.181944444444447,39
636014791,"JAKARTA,IDN","MANILA,PHL",2017-01-06,2017-01-14,3276.375851771423,314.4772222222223,675
636091056,"TEMA,GHA","LUANDA,AGO",2017-08-31,2017-09-02,2190.558632010586,63.51263888888883,884
563248000,"LUANDA,AGO","TEMA,GHA",2014-03-28,2014-03-31,2064.6264938365184,68.46458333333332,56
518193000,"ABIDJAN,CIV","TEMA,GHA",2012-02-06,2012-02-07,485.1406480424546,21.142222222222223,129
373026000,"ABIDJAN,CIV","TEMA,GHA",2014-04-04,2014-04-05,505.2718945742103,23.692638888888887,32
576555000,"TEMA,GHA","ABIDJAN,CIV",2012-07-17,2012-07-19,637.7063737112562,45.90277777777778,50
538004176,"MANILA,PHL","JAKARTA,IDN",2013-04-07,2013-04-14,2506.620071960428,123.54500000000002,166
564360000,"ABIDJAN,CIV","LUANDA,AGO",2012-11-13,2012-11-19,2485.996414508011,145.67819444444459,295
229703000,"TEMA,GHA","ABIDJAN,CIV",2014-05-15,2014-05-16,536.3612540462273,30.583194444444445,43
248572000,"TEMA,GHA","ABIDJAN,CIV",2014-05-30,2014-06-01,436.4284912596396,16.4475,19
271040008,"TEMA,GHA","ABIDJAN,CIV",2013-12-04,2013-12-05,626.9814435889388,26.783194444444447,58
255805572,"TEMA,GHA","ABIDJAN,CIV",2014-07-22,2014-07-24,549.03039859435,41.02430555555557,70
356136000,"LUANDA,AGO","TEMA,GHA",2012-02-13,2012-02-24,3040.3123174860493,270.84569444444435,280
355321000,"MANILA,PHL","JAKARTA,IDN",2012-07-09,2012-07-15,3326.7802259892865,134.06069444444444,147
636092388,"TEMA,GHA","ABIDJAN,CIV",2012-04-08,2012-04-11,585.4547265218832,64.70694444444447,60
357919000,"ABIDJAN,CIV","TEMA,GHA",2012-08-28,2012-09-18,14238.82551591872,446.9358333333326,658
229546000,"TEMA,GHA","ABIDJAN,CIV",2017-03-11,2017-03-13,640.2376518891601,41.03638888888887,100
229703000,"TEMA,GHA","ABIDJAN,CIV",2014-08-28,2014-08-29,524.7761538393521,19.03611111111112,74
355541000,"JAKARTA,IDN","MANILA,PHL",2012-11-05,2012-11-09,2864.6982068657844,83.72972222222222,41
245935000,"TEMA,GHA","LUANDA,AGO",2012-05-27,2012-08-03,17290.763678448195,1044.3961111111093,1398
636013073,"TEMA,GHA","ABIDJAN,CIV",2014-01-15,2014-01-15,427.1390085877157,16.589444444444446,28
564059000,"TEMA,GHA","ABIDJAN,CIV",2013-09-15,2013-09-17,596.5517277789678,49.980694444444445,44
566058000,"TEMA,GHA","ABIDJAN,CIV",2012-11-29,2012-12-01,518.6833426845042,27.03472222222222,45
565963000,"JAKARTA,IDN","MANILA,PHL",2013-08-24,2013-08-30,647.6732937627802,65.26444444444444,154
477560700,"TEMA,GHA","ABIDJAN,CIV",2014-02-12,2014-02-13,483.8086251061959,22.71180555555555,43
538004955,"PORT HARCOURT,NGA","LUANDA,AGO",2017-07-18,2017-07-28,3588.886489724542,238.5833333333331,1598
357079000,"JAKARTA,IDN","MANILA,PHL",2012-05-28,2012-06-17,7417.636952575873,287.77958333333345,182
356235000,"TEMA,GHA","ABIDJAN,CIV",2017-07-22,2017-07-23,553.6622478523101,21.539861111111115,292
271001049,"TEMA,GHA","ABIDJAN,CIV",2014-05-28,2014-05-29,518.2280519824014,26.42722222222222,19
565599000,"LUANDA,AGO","TEMA,GHA",2012-01-10,2012-01-17,2554.5859151262207,170.29222222222216,223
209593000,"TEMA,GHA","ABIDJAN,CIV",2013-10-07,2013-10-09,525.814133105254,53.88736111111111,91
304138000,"TEMA,GHA","ABIDJAN,CIV",2012-02-20,2012-02-22,551.1030855974678,37.83069444444444,30
636092010,"TEMA,GHA","ABIDJAN,CIV",2013-07-25,2013-07-26,514.5017778723256,28.37041666666668,46
636091527,"MANILA,PHL","JAKARTA,IDN",2015-11-24,2016-01-12,3089.3526735741093,248.67569444444453,577
304204000,"TEMA,GHA","ABIDJAN,CIV",2014-02-20,2014-02-23,465.9741576793848,19.719166666666663,43
538005750,"TEMA,GHA","ABIDJAN,CIV",2016-01-07,2016-01-08,573.3064506354822,25.103472222222223,205
636090647,"TEMA,GHA","ABIDJAN,CIV",2016-06-21,2016-06-22,491.50710672488475,21.02916666666667,143
636091347,"MANILA,PHL","JAKARTA,IDN",2013-12-17,2014-01-02,6318.084185365151,308.43694444444475,806
636091218,"TEMA,GHA","ABIDJAN,CIV",2014-07-03,2014-07-04,544.3704896583562,25.340555555555557,24
355541000,"JAKARTA,IDN","MANILA,PHL",2013-01-03,2013-01-07,2873.0060261388976,85.30777777777779,35
636092252,"MANILA,PHL","JAKARTA,IDN",2012-09-05,2012-09-08,1521.114940484062,72.87305555555555,62
636090623,"TEMA,GHA","ABIDJAN,CIV",2012-03-30,2012-04-01,586.9233376542145,31.39597222222222,26
538005230,"LUANDA,AGO","TEMA,GHA",2015-12-05,2015-12-07,2182.501165921391,60.881944444444436,409
477883100,"TEMA,GHA","ABIDJAN,CIV",2014-11-25,2014-11-26,510.6554111110224,22.96138888888889,44
355321000,"JAKARTA,IDN","MANILA,PHL",2013-06-24,2013-06-27,2789.3153778012447,78.67805555555556,37
477837000,"LUANDA,AGO","TEMA,GHA",2015-10-26,2015-10-30,1069.645690204047,44.59499999999999,165
357993000,"TEMA,GHA","ABIDJAN,CIV",2013-11-09,2013-11-10,499.61994286587736,15.457083333333333,40
212193000,"TEMA,GHA","ABIDJAN,CIV",2017-09-01,2017-09-02,571.3040460362434,30.561249999999994,235
356291000,"ABIDJAN,CIV","TEMA,GHA",2013-09-26,2013-09-27,532.5487668898827,22.455972222222222,21
636014791,"JAKARTA,IDN","MANILA,PHL",2013-09-20,2013-09-26,3441.2873199660207,147.87611111111107,70
357079000,"MANILA,PHL","JAKARTA,IDN",2014-05-05,2014-05-11,3435.9046209949897,136.76180555555553,143
311000165,"HONG KONG,HKG","MANILA,PHL",2017-05-26,2017-05-26,35.8489336664193,3.2093055555555554,2
463046101,"ABIDJAN,CIV","TEMA,GHA",2014-07-28,2014-07-29,437.014192585053,18.956944444444442,44
355541000,"JAKARTA,IDN","MANILA,PHL",2013-04-22,2013-04-26,2863.9500664357024,85.49097222222221,29
215819000,"ABIDJAN,CIV","TEMA,GHA",2012-05-29,2012-05-31,617.75772139524,34.34777777777778,39
212404000,"LUANDA,AGO","ABIDJAN,CIV",2012-03-15,2012-03-22,2543.6008754972736,159.9404166666666,80
355541000,"JAKARTA,IDN","MANILA,PHL",2014-05-26,2014-05-30,2731.694114618532,87.32180555555556,35
354788000,"JAKARTA,IDN","MANILA,PHL",2012-10-24,2012-11-08,1510.8800330299653,110.05416666666669,39
566058000,"TEMA,GHA","ABIDJAN,CIV",2013-11-06,2013-11-06,510.1350083195789,16.121249999999996,39
247281100,"TEMA,GHA","ABIDJAN,CIV",2012-02-16,2012-02-17,436.10948266360083,14.98833333333333,98
538004176,"MANILA,PHL","JAKARTA,IDN",2014-04-06,2014-04-12,1205.2948194642113,68.66652777777777,125
351954000,"MANILA,PHL","JAKARTA,IDN",2017-02-23,2017-02-28,3013.198563791085,132.96152777777775,91
564622000,"TEMA,GHA","ABIDJAN,CIV",2013-05-30,2013-06-04,1048.1548549819195,114.47722222222221,77
636091132,"MANILA,PHL","JAKARTA,IDN",2013-01-15,2013-01-23,3160.375095875697,122.32527777777777,48
636091056,"TEMA,GHA","ABIDJAN,CIV",2014-02-25,2014-02-27,581.5324147762431,43.14583333333333,60
372997000,"TEMA,GHA","ABIDJAN,CIV",2015-09-14,2015-09-14,539.1439091056465,17.782083333333336,54
636092615,"TEMA,GHA","ABIDJAN,CIV",2015-09-07,2015-09-08,560.476943419986,22.390000000000008,73
271040008,"TEMA,GHA","ABIDJAN,CIV",2014-04-03,2014-04-03,575.3527410422128,22.791805555555555,23
477748500,"MANILA,PHL","JAKARTA,IDN",2013-05-04,2013-05-11,2462.3033691211667,99.43263888888892,75
636090866,"TEMA,GHA","ABIDJAN,CIV",2012-03-01,2012-03-12,1659.066502176884,260.2445833333335,147
477585700,"LUANDA,AGO","ABIDJAN,CIV",2015-08-17,2015-08-22,2549.8984779259495,114.63083333333333,244
247131000,"TEMA,GHA","ABIDJAN,CIV",2012-06-26,2012-06-27,390.42327125548263,13.705,14
538005503,"LUANDA,AGO","TEMA,GHA",2016-02-24,2016-02-26,1019.4310141660156,30.117638888888873,362
636091413,"TEMA,GHA","ABIDJAN,CIV",2014-06-10,2014-06-12,512.2802366494265,58.976249999999986,46
636091333,"TEMA,GHA","ABIDJAN,CIV",2013-08-19,2013-08-21,671.413281903939,60.19236111111111,99
355541000,"JAKARTA,IDN","MANILA,PHL",2013-01-28,2013-02-01,2777.121275651159,81.59888888888891,24
370616000,"MANILA,PHL","JAKARTA,IDN",2013-07-08,2013-07-14,3504.0138203633433,151.82194444444443,117
372999000,"MANILA,PHL","JAKARTA,IDN",2012-04-23,2012-04-28,2707.277023116606,110.33361111111111,49
636092500,"TEMA,GHA","ABIDJAN,CIV",2017-02-10,2017-02-11,494.96393197649525,28.417638888888895,161
357079000,"MANILA,PHL","JAKARTA,IDN",2012-10-16,2012-10-21,1597.6210390566262,72.49458333333332,103
209949000,"TEMA,GHA","ABIDJAN,CIV",2014-02-26,2014-03-01,688.438750973743,57.947638888888875,117
236256000,"JAKARTA,IDN","MANILA,PHL",2016-10-26,2016-11-02,554.252555388822,30.134583333333328,38
304993000,"TEMA,GHA","ABIDJAN,CIV",2017-03-07,2017-03-08,544.6600093579998,24.525416666666672,113
370616000,"JAKARTA,IDN","MANILA,PHL",2012-01-10,2012-01-16,2505.1289428535088,95.91444444444443,21
271042493,"TEMA,GHA","ABIDJAN,CIV",2014-08-08,2014-08-09,553.3839238998136,22.307638888888892,58
636091402,"ABIDJAN,CIV","TEMA,GHA",2014-10-27,2014-10-28,505.93704232708455,16.56361111111111,51
477748500,"JAKARTA,IDN","MANILA,PHL",2013-03-18,2013-03-23,133.24355439348506,32.41847222222221,92
253161000,"TEMA,GHA","ABIDJAN,CIV",2016-02-21,2016-02-22,536.3441104648033,21.77222222222222,107
548149000,"LUANDA,AGO","TEMA,GHA",2012-07-11,2012-07-18,3302.9296529683593,178.0190277777778,172
636091636,"JAKARTA,IDN","MANILA,PHL",2015-02-20,2015-02-28,2891.944462971581,155.25250000000003,79
636091413,"TEMA,GHA","ABIDJAN,CIV",2012-01-08,2012-01-10,486.638148520825,47.65805555555555,130
355541000,"JAKARTA,IDN","MANILA,PHL",2012-03-19,2012-03-23,2657.283906647137,82.74972222222223,14
636014791,"JAKARTA,IDN","MANILA,PHL",2013-08-23,2013-08-29,3553.748296494951,133.92513888888888,47
311000316,"TEMA,GHA","ABIDJAN,CIV",2015-05-29,2015-05-30,534.4706588887673,26.62527777777777,112
351268000,"TEMA,GHA","ABIDJAN,CIV",2015-07-02,2015-07-07,533.5694607803159,129.44319444444446,612
373599000,"LUANDA,AGO","TEMA,GHA",2014-01-11,2014-01-18,3658.878389144489,180.63000000000002,325
354118000,"JAKARTA,IDN","MANILA,PHL",2013-04-12,2013-04-20,3424.6351682012123,177.6516666666666,225
312840000,"ABIDJAN,CIV","TEMA,GHA",2013-02-10,2013-02-12,397.3030448282615,21.775555555555556,8
566894000,"MANILA,PHL","JAKARTA,IDN",2014-08-22,2014-08-31,2667.7186988082485,160.1348611111112,175
563479000,"TEMA,GHA","ABIDJAN,CIV",2015-10-30,2015-10-31,492.4708295373882,28.590416666666663,60
373552000,"LUANDA,AGO","TEMA,GHA",2012-09-23,2012-10-25,13220.271218594098,750.9862499999987,811
355541000,"JAKARTA,IDN","MANILA,PHL",2013-09-10,2013-09-13,2713.117330018174,75.57347222222224,26
565963000,"JAKARTA,IDN","MANILA,PHL",2014-01-11,2014-01-19,282.06346524420474,40.07166666666669,173
357993000,"TEMA,GHA","ABIDJAN,CIV",2013-08-17,2013-08-18,488.27616777795765,17.67611111111111,39
566649000,"LUANDA,AGO","TEMA,GHA",2013-12-23,2013-12-28,2176.9943707060215,106.71666666666667,186
414199000,"TEMA,GHA","ABIDJAN,CIV",2015-10-24,2015-10-24,503.6254701944262,21.567916666666665,41
253201000,"TEMA,GHA","ABIDJAN,CIV",2017-02-19,2017-02-20,532.5012589735823,23.228611111111107,115
636014791,"JAKARTA,IDN","MANILA,PHL",2013-07-24,2013-08-01,3572.7611062707138,141.69263888888887,61
564010000,"TEMA,GHA","ABIDJAN,CIV",2013-09-17,2013-09-19,536.0692660928747,27.17652777777778,32
218735000,"TEMA,GHA","ABIDJAN,CIV",2014-01-23,2014-01-25,429.9848074235992,18.35486111111111,11
351698000,"TEMA,GHA","ABIDJAN,CIV",2015-07-11,2015-07-12,500.3399044956881,16.44902777777778,55
311907000,"TEMA,GHA","ABIDJAN,CIV",2013-02-11,2013-02-13,497.0845356410231,40.14236111111108,173
373260000,"LUANDA,AGO","TEMA,GHA",2014-04-24,2014-04-26,2037.6352592618853,56.73430555555553,141
306497000,"ABIDJAN,CIV","TEMA,GHA",2013-12-30,2014-02-03,4657.624260646296,628.5044444444443,389
357444000,"TEMA,GHA","ABIDJAN,CIV",2013-12-17,2013-12-18,506.1579697005676,26.930694444444445,47
566028000,"TEMA,GHA","ABIDJAN,CIV",2014-02-06,2014-02-07,517.0437420539859,13.650555555555554,55
636090615,"LUANDA,AGO","ABIDJAN,CIV",2012-03-11,2012-03-16,2296.033243887664,95.33861111111115,73
636091335,"ABIDJAN,CIV","TEMA,GHA",2012-02-28,2012-03-09,1129.8950307496723,133.01916666666662,40
248931000,"TEMA,GHA","ABIDJAN,CIV",2012-01-10,2012-01-12,533.9318554068016,46.19347222222224,193
248574000,"TEMA,GHA","ABIDJAN,CIV",2014-07-12,2014-07-13,495.43991089127485,22.39722222222221,61
636091168,"MANILA,PHL","JAKARTA,IDN",2013-05-25,2013-06-01,3250.688960620684,141.94736111111106,220
636091525,"JAKARTA,IDN","MANILA,PHL",2016-08-04,2016-08-13,3665.611029356972,204.30666666666667,169
218504000,"LUANDA,AGO","ABIDJAN,CIV",2016-12-30,2017-01-02,2470.3063414196554,72.20777777777776,499
636091894,"TEMA,GHA","ABIDJAN,CIV",2016-11-25,2016-11-26,566.8157781460957,30.51541666666665,196
211280830,"TEMA,GHA","ABIDJAN,CIV",2012-08-20,2012-08-21,484.8623929602145,23.33513888888889,34
357079000,"MANILA,PHL","JAKARTA,IDN",2014-01-20,2014-01-26,1750.020820993077,95.61083333333329,162
311899000,"LUANDA,AGO","TEMA,GHA",2012-08-06,2012-08-10,2076.3755385500835,97.98041666666667,132
636091636,"JAKARTA,IDN","MANILA,PHL",2015-03-27,2015-04-06,2486.3914936550336,131.05972222222218,105
1193046,"ABIDJAN,CIV","LUANDA,AGO",2016-10-19,2016-10-19,101.90583142171529,8.025138888888888,15
353243000,"MANILA,PHL","JAKARTA,IDN",2016-11-11,2016-11-16,2454.7199007735335,94.72749999999998,118
548789000,"MANILA,PHL","JAKARTA,IDN",2013-07-22,2013-07-28,2145.88727171677,105.22180555555558,204
636091056,"TEMA,GHA","ABIDJAN,CIV",2014-01-13,2014-01-16,678.373117068036,73.28249999999998,63
636092252,"JAKARTA,IDN","MANILA,PHL",2012-02-27,2012-03-04,2531.8121646367113,101.36652777777776,69
304010897,"TEMA,GHA","ABIDJAN,CIV",2014-12-16,2014-12-17,594.1696130535762,18.988055555555555,12
566941000,"TEMA,GHA","ABIDJAN,CIV",2014-02-05,2014-02-07,518.207864229325,42.28722222222221,82
253161000,"TEMA,GHA","ABIDJAN,CIV",2017-06-11,2017-06-12,536.687169137341,22.798194444444437,140
258977000,"LUANDA,AGO","TEMA,GHA",2014-07-27,2014-07-30,2156.1060266724826,78.1761111111111,128
636091020,"TEMA,GHA","ABIDJAN,CIV",2012-12-12,2012-12-13,485.0790572560312,24.324722222222228,45
352932000,"MANILA,PHL","JAKARTA,IDN",2014-07-31,2014-08-08,2896.502602316395,162.1034722222222,95
210806000,"TEMA,GHA","ABIDJAN,CIV",2015-12-31,2016-01-01,579.0859487996779,38.33763888888888,57
258981000,"LUANDA,AGO","TEMA,GHA",2016-07-22,2016-07-26,2173.6569711148827,83.38472222222225,560
374249000,"TEMA,GHA","ABIDJAN,CIV",2016-05-26,2016-05-27,480.12422358005915,18.884722222222223,112
249988000,"TEMA,GHA","ABIDJAN,CIV",2017-04-07,2017-04-08,447.8380950546502,21.286249999999992,63
355321000,"MANILA,PHL","JAKARTA,IDN",2012-12-03,2012-12-08,3431.091394550145,111.43152777777773,127
211280830,"TEMA,GHA","ABIDJAN,CIV",2012-05-24,2012-05-25,408.84486132974604,22.664861111111115,24
356510000,"ABIDJAN,CIV","TEMA,GHA",2014-03-01,2014-03-01,469.82989236945383,15.873611111111114,53
255805572,"TEMA,GHA","ABIDJAN,CIV",2016-12-16,2016-12-17,481.31125255173066,22.492638888888894,92
636091056,"TEMA,GHA","ABIDJAN,CIV",2013-06-07,2013-06-11,804.7548057595285,92.20777777777779,97
566049000,"TEMA,GHA","ABIDJAN,CIV",2012-12-20,2012-12-21,498.22260515335194,13.639027777777779,39
477973000,"LUANDA,AGO","TEMA,GHA",2013-12-20,2013-12-24,2041.0141277645303,83.07444444444444,212
564847000,"TEMA,GHA","ABIDJAN,CIV",2012-04-16,2012-04-20,607.5069008529117,80.53027777777778,136
636014240,"TEMA,GHA","ABIDJAN,CIV",2012-08-05,2012-08-06,333.3867102131631,11.930694444444445,14
373494000,"LUANDA,AGO","ABIDJAN,CIV",2014-05-22,2014-08-11,3287.396646909451,1731.31402777778,1030
352375000,"MANILA,PHL","JAKARTA,IDN",2015-10-20,2015-10-31,2733.7109414264796,150.79208333333344,332
636092010,"TEMA,GHA","ABIDJAN,CIV",2013-05-10,2013-05-12,525.1375946003672,25.488888888888894,53
355321000,"JAKARTA,IDN","MANILA,PHL",2014-04-27,2014-05-02,2781.871356276769,101.31305555555552,32
212193000,"LUANDA,AGO","TEMA,GHA",2017-08-25,2017-08-29,2184.870364626059,96.38013888888898,772
636091785,"TEMA,GHA","ABIDJAN,CIV",2013-08-08,2013-08-09,514.7449012870961,18.789305555555558,7
565963000,"JAKARTA,IDN","MANILA,PHL",2013-07-26,2013-08-02,1750.606606026753,119.38013888888895,248
636014651,"LUANDA,AGO","TEMA,GHA",2015-12-15,2015-12-19,99.93088494215424,4.290694444444446,29
636013073,"TEMA,GHA","ABIDJAN,CIV",2014-03-19,2014-03-20,494.98075708515336,14.470138888888886,35
370095000,"TEMA,GHA","ABIDJAN,CIV",2015-12-12,2015-12-13,488.9037470534465,15.4725,63
372972000,"TEMA,GHA","ABIDJAN,CIV",2014-05-10,2014-05-16,694.9580361094299,127.62069444444451,188
357919000,"ABIDJAN,CIV","TEMA,GHA",2013-11-18,2013-11-23,2751.290282869717,119.2634722222222,240
477748500,"MANILA,PHL","JAKARTA,IDN",2013-03-09,2013-03-17,1531.5320998385137,94.86305555555552,189
355321000,"MANILA,PHL","JAKARTA,IDN",2013-08-11,2013-08-17,2427.7676298055567,108.05680555555556,132
477188500,"MANILA,PHL","JAKARTA,IDN",2016-01-17,2016-02-07,2083.736051406512,216.84972222222245,256
212852000,"ABIDJAN,CIV","TEMA,GHA",2014-04-23,2014-04-24,434.30425931988805,16.02611111111111,34
477379000,"LUANDA,AGO","TEMA,GHA",2013-03-23,2013-03-27,2192.3830513717967,99.07194444444444,108
370095000,"TEMA,GHA","ABIDJAN,CIV",2012-03-26,2012-03-26,226.16251296716678,6.777638888888888,15
356664000,"MANILA,PHL","JAKARTA,IDN",2013-01-14,2013-01-20,2847.867876488325,131.49291666666664,31
374319000,"MANILA,PHL","JAKARTA,IDN",2016-03-23,2016-04-05,4111.1439765423265,305.1151388888891,655
248302000,"JAKARTA,IDN","MANILA,PHL",2014-02-24,2014-02-28,838.4433386192368,31.59083333333333,6
636014240,"TEMA,GHA","ABIDJAN,CIV",2012-05-12,2012-05-13,460.61385101210914,14.928888888888887,31
636091140,"TEMA,GHA","ABIDJAN,CIV",2015-05-11,2015-05-12,431.01248615953625,23.1561111111111,92
209384000,"TEMA,GHA","ABIDJAN,CIV",2012-11-21,2012-11-22,508.2982396598684,23.435555555555553,27
212193000,"TEMA,GHA","ABIDJAN,CIV",2017-02-18,2017-02-19,526.5558845612643,27.265000000000008,160
477301900,"JAKARTA,IDN","MANILA,PHL",2016-07-26,2016-08-06,3303.835198593807,184.25083333333345,423
354118000,"JAKARTA,IDN","MANILA,PHL",2014-01-16,2014-01-24,2773.638965769116,157.22041666666658,309
636014240,"TEMA,GHA","ABIDJAN,CIV",2014-07-23,2014-07-24,472.50500660207445,29.903750000000006,49
220159000,"LUANDA,AGO","ABIDJAN,CIV",2012-06-24,2012-06-29,2434.627808681138,120.66388888888888,54
636091056,"TEMA,GHA","ABIDJAN,CIV",2014-11-17,2014-11-18,489.0716072349404,25.894999999999996,36
357079000,"JAKARTA,IDN","MANILA,PHL",2014-05-13,2014-05-16,2830.800172754617,83.62180555555557,44
