date,year,lat,lon,lat_bin,lon_bin,hotspot_id,aggressor,victim,attack_eez
2015-09-15,2015,1.1,103.516666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-09-08,2015,1.11666666667,103.516666667,0,100,64,Robbers,Container Ship,IDN
2015-09-07,2015,1.18333333333,103.416666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-09-06,2015,1.26666666667,103.983333333,0,100,64,Robbers,Tanker,SGP
2015-09-01,2015,1.21666666667,103.916666667,0,100,64,Robbers,Tug Boat,IDN
2015-08-22,2015,1.11666666667,103.516666667,0,100,64,Robbers,Container Ship,IDN
2015-08-22,2015,1.16666666667,103.816666667,0,100,64,Robbers,Oil Tanker,IDN
2015-08-21,2015,1.1,103.733333333,0,100,64,Robbers,Product Tanker,IDN
2015-08-21,2015,1.11666666667,103.483333333,0,100,64,Robbers,Tanker,IDN
2015-08-21,2015,1.18333333333,103.45,0,100,64,Robbers,Tanker,IDN
2015-08-21,2015,1.16666666667,103.5,0,100,64,Robbers,Container Ship,IDN
2015-08-21,2015,1.06666666667,103.683333333,0,100,64,Robbers,Bulk Carrier,IDN
2015-08-20,2015,1.06666666667,103.6,0,100,64,Robbers,Bulk Carrier,IDN
2015-08-15,2015,1.26666666667,104.133333333,0,100,64,Robbers,Container Ship,IDN
2015-08-15,2015,6.23333333333,98.9833333333,5,95,90,Pirates,Fishing Boat,MYS
2015-08-12,2015,1.11666666667,103.516666667,0,100,64,Robbers,Container Ship,IDN
2015-08-12,2015,4,98.75,0,95,62,Robbers,Product Tanker,IDN
2015-08-09,2015,1.08333333333,103.583333333,0,100,64,Robbers,Tanker,IDN
2015-08-09,2015,1.1,103.566666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-08-08,2015,2.05,101.983333333,0,100,64,Pirates,Tanker,IDN
2015-08-03,2015,3.93333333333,98.7333333333,0,95,62,Robbers,Chemical Tanker,IDN
2015-07-30,2015,1.08333333333,103.7,0,100,64,Robbers,Bulk Carrier,IDN
2015-07-26,2015,1.06666666667,103.616666667,0,100,64,Robbers,Product Tanker,IDN
2015-07-25,2015,1.06666666667,103.6,0,100,64,Suspicious Approach,Tanker,IDN
2015-07-24,2015,1.05,103.65,0,100,64,Robbers,Bulk Carrier,IDN
2015-07-04,2015,3.71666666667,98.7,0,95,62,Robbers,Container Ship,High Seas
2015-06-27,2015,1.1,103.533333333,0,100,64,Robbers,Tanker,IDN
2015-06-26,2015,1.1,103.733333333,0,100,64,Robbers,Bulk Carrier,IDN
2015-06-26,2015,1.18333333333,103.416666667,0,100,64,Robbers,Tanker,IDN
2015-06-17,2015,1.06666666667,103.6,0,100,64,Robbers,LPG Tanker,IDN
2015-06-17,2015,1.13333333333,103.766666667,0,100,64,Robbers,LNG Tanker,IDN
2015-06-17,2015,1.08333333333,103.7,0,100,64,Robbers,Bulk Carrier,IDN
2015-06-17,2015,1.05,103.6,0,100,64,Robbers,Oil Tanker,IDN
2015-06-16,2015,1.06666666667,103.566666667,0,100,64,Robbers,Tanker,IDN
2015-06-13,2015,1.58333333333,105,0,105,66,Robbers,Tug,IDN
2015-06-12,2015,4,98.9,0,95,62,Robbers,Wood Chip Carrier,IDN
2015-06-04,2015,2.35,104.366666667,0,100,64,Pirates,Product Tanker,MYS
2015-06-03,2015,-2.01666666667,106.55,-5,105,112,Pirates,Timber carrier,IDN
2015-05-23,2015,1.03333333333,103.65,0,100,64,Robbers,Container Ship,IDN
2015-05-20,2015,1.7,101.466666667,0,100,64,Robbers,Product Tanker,IDN
2015-05-17,2015,1.08333333333,103.6,0,100,64,Robbers,Tanker,IDN
2015-05-15,2015,2.58333333333,111.216666667,0,110,94,Pirates,Tanker,MYS
2015-05-10,2015,1.7,101.466666667,0,100,64,Robbers,Chemical Tanker,IDN
2015-05-08,2015,1.03333333333,103.65,0,100,64,Pirates,Tanker,IDN
2015-05-08,2015,1.16666666667,103.833333333,0,100,64,Robbers,Bulk Carrier,IDN
2015-05-06,2015,1.4,103.133333333,0,100,64,Robbers,General Cargo Ship,MYS
2015-05-05,2015,1.05,103.616666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-05-04,2015,1.06666666667,103.616666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-05-04,2015,1.08333333333,103.766666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-05-02,2015,2.31666666667,101.666666667,0,100,64,Pirates,Tanker,IDN
2015-05-01,2015,1.71666666667,101.4,0,100,64,Robbers,Product Tanker,IDN
2015-04-26,2015,1.23333333333,103.416666667,0,100,64,Robbers,Container Ship,IDN
2015-04-25,2015,1.33333333333,104.4,0,100,64,Robbers,Bulk Carrier,MYS
2015-04-25,2015,1.28333333333,104.116666667,0,100,64,Robbers,Merchant Ship,MYS
2015-04-21,2015,2.46666666667,104.433333333,0,100,64,Robbers,Tanker,MYS
2015-04-19,2015,1.06666666667,103.666666667,0,100,64,Robbers,Tanker,IDN
2015-04-16,2015,1.05,103.666666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-04-11,2015,1.41666666667,104.616666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-04-03,2015,5.8,118.083333333,5,115,73,Robbers,General Cargo Ship,MYS
2015-04-01,2015,2.15,107.533333333,0,105,66,Pirates,Petroleum Product Tanker,IDN
2015-03-30,2015,1.13333333333,103.916666667,0,100,64,Robbers,Cargo Ship,IDN
2015-03-29,2015,1.08333333333,103.583333333,0,100,64,Robbers,Cargo Ship,IDN
2015-03-21,2015,3.93333333333,98.75,0,95,62,Robbers,Bulk Carrier,IDN
2015-03-20,2015,1.21666666667,103.966666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-03-20,2015,1.11666666667,103.566666667,0,100,64,Robbers,Container Ship,IDN
2015-03-19,2015,1.26666666667,104.266666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-03-18,2015,1.26666666667,104.266666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-03-09,2015,1.71666666667,105.833333333,0,105,66,Pirates,Product tanker,IDN
2015-03-08,2015,1.71666666667,105.833333333,0,105,66,Pirates,Tanker,IDN
2015-02-25,2015,1.13333333333,103.466666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-02-24,2015,1.13333333333,103.466666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-02-20,2015,2.13333333333,104.65,0,100,64,Pirates,Product Tanker,MYS
2015-02-14,2015,3.78333333333,98.6833333333,0,95,62,Robbers,Bulk Carrier,High Seas
2015-02-13,2015,3.18333333333,100.716666667,0,100,64,Pirates,Tanker,MYS
2015-02-02,2015,1.06666666667,103.6,0,100,64,Robbers,Bulk Carrier,IDN
2015-01-29,2015,-6.01666666667,106.916666667,-10,105,65,Robbers,Bulk Carrier,IDN
2015-01-22,2015,-5.85,106.933333333,-10,105,65,Robbers,Anchored Ship,IDN
2015-01-18,2015,1.11666666667,103.516666667,0,100,64,Robbers,Bulk Carrier,IDN
2015-01-14,2015,1.03333333333,103.9,0,100,64,Robbers,Tug Boat,IDN
2015-01-10,2015,1.06666666667,104.166666667,0,100,64,Robbers,LPG Tanker,IDN
2015-01-08,2015,1.18333333333,104,0,100,64,Robber,Tanker,IDN
2015-01-08,2015,1.18333333333,103.616666667,0,100,64,Pirates,Barge,SGP
2014-12-25,2014,1.03333333333,103.633333333,0,100,64,Robbers,Product Tanker,IDN
2014-12-23,2014,1.1,103.533333333,0,100,64,Robbers,Underway Vessel,IDN
2014-12-20,2014,1.31666666667,104.133333333,0,100,64,Robbers,Product Tanker,MYS
2014-12-20,2014,1.38333333333,104.666666667,0,100,64,Robbers,Container Ship,IDN
2014-12-07,2014,2.25,104.816666667,0,100,64,Robbers,Bitumen Tanker,MYS
2014-12-07,2014,1.51666666667,104.583333333,0,100,64,Robbers,Product Tanker,MYS
2014-12-06,2014,2.25,104.816666667,0,100,64,Robbers,Tanker,MYS
2014-12-06,2014,1.51666666667,104.583333333,0,100,64,Robbers,Product Tanker,MYS
2014-11-23,2014,1.11666666667,103.483333333,0,100,64,Robbers,Bulk Carrier,IDN
2014-11-22,2014,1.4,104.683333333,0,100,64,Robbers,LPG Tanker,IDN
2014-11-22,2014,1.11666666667,103.5,0,100,64,Robbers,Chemical Tanker,IDN
2014-11-19,2014,1.48333333333,104.85,0,100,64,Robbers,Tanker,IDN
2014-11-16,2014,1.13333333333,103.5,0,100,64,Robbers,Chemical Tanker,IDN
2014-11-16,2014,1.63333333333,104.916666667,0,100,64,Robbers,Bulk Carrier,IDN
2014-11-15,2014,1.13333333333,103.5,0,100,64,Robbers,Chemical Tanker,IDN
2014-11-13,2014,1.23333333333,103.466666667,0,100,64,Robbers,Tanker,MYS
2014-11-11,2014,1.06666666667,104.2,0,100,64,Robbers,LPG Tanker,IDN
2014-11-08,2014,1.46666666667,104.633333333,0,100,64,Robbers,Chemical Tanker,IDN
2014-11-04,2014,1.48333333333,104.666666667,0,100,64,Robbers,LPG Tanker,IDN
2014-11-04,2014,1.21666666667,103.566666667,0,100,64,Robbers,Tug,SGP
2014-11-04,2014,1.43333333333,104.65,0,100,64,Robbers,Bulk Carrier,IDN
2014-10-27,2014,1.06666666667,103.6,0,100,64,Robbers,Bulk Carrier,IDN
2014-10-26,2014,1.4,104.583333333,0,100,64,Robbers,Container Ship,IDN
2014-10-22,2014,1.41666666667,104.583333333,0,100,64,Robbers,Bulk carrier,IDN
2014-10-21,2014,1.8,104.516666667,0,100,64,Pirates,Product tanker,MYS
2014-10-20,2014,1.13333333333,103.483333333,0,100,64,Pirates,Bulk carrier,IDN
2014-10-19,2014,1.16666666667,103.533333333,0,100,64,Pirates,LPG tanker,IDN
2014-10-17,2014,-5.5,105.3,-10,105,65,Robbers,Bulk carrier,IDN
2014-10-14,2014,-5.93333333333,106.766666667,-10,105,65,Robbers,LPG tanker,IDN
2014-10-14,2014,1.46666666667,104.616666667,0,100,64,Robbers,Bulk carrier,IDN
2014-10-05,2014,-5.58333333333,104.566666667,-10,100,91,Robbers,LPG tanker,IDN
2014-10-02,2014,1.3,104.5,0,100,64,Pirates,Oil Tanker,IDN
2014-09-25,2014,1.46666666667,104.683333333,0,100,64,Robbers,Tanker,IDN
2014-09-22,2014,7.16666666667,98.2,5,95,90,Pirates,Tanker,THA
2014-09-22,2014,7.2,98,5,95,90,Pirates,Product Tanker,THA
2014-09-17,2014,1.43333333333,104.833333333,0,100,64,Pirates,Product Tanker,IDN
2014-08-28,2014,2.5,104.25,0,100,64,Pirates,Oil Product Tanker,MYS
2014-08-22,2014,-6.01666666667,106.883333333,-10,105,65,Suspicious Approach,Chemical Tanker,IDN
2014-08-22,2014,1.16666666667,103.566666667,0,100,64,Pirates,Container Ship,IDN
2014-08-22,2014,1.43333333333,104.616666667,0,100,64,Robbers,Bulk Carrier,IDN
2014-08-20,2014,1.55,104.766666667,0,100,64,Pirates,Product Tanker,IDN
2014-08-11,2014,3.9,98.7666666667,0,95,62,Robbers,Chemical tanker,IDN
2014-08-04,2014,-5.56666666667,104.633333333,-10,100,91,Robbers,LPG tanker,IDN
2014-08-02,2014,5.4,100.083333333,5,100,92,Pirates,Product tanker,MYS
2014-07-25,2014,1.31666666667,104.25,0,100,64,Robbers,Product tanker,MYS
2014-07-25,2014,3.91666666667,98.75,0,95,62,Robbers,Product tanker,IDN
2014-07-15,2014,1.48333333333,104.716666667,0,100,64,Pirates,LPG tanker,IDN
2014-07-15,2014,1.73333333333,105.116666667,0,105,66,Pirates,Product tanker,IDN
2014-07-13,2014,2.01666666667,104.483333333,0,100,64,Pirates,Product Tanker,MYS
2014-07-09,2014,1.45,104.633333333,0,100,64,Robbers,Product tanker,IDN
2014-07-09,2014,1.98333333333,108.466666667,0,105,66,Pirates,General cargo ship,IDN
2014-07-04,2014,3.38333333333,105.133333333,0,105,66,Pirates,Product tanker,IDN
2014-07-02,2014,1.46666666667,104.666666667,0,100,64,Robbers,Tanker,IDN
2014-06-30,2014,-5.98333333333,106.9,-10,105,65,Robbers,Vehicle Carrier,IDN
2014-06-30,2014,1.41666666667,104.733333333,0,100,64,Robbers,Cargo Ship,IDN
2014-06-30,2014,1.11666666667,103.5,0,100,64,Pirates,LPG Tanker,IDN
2014-06-26,2014,1.4,104.666666667,0,100,64,Robbers,Container Ship,IDN
2014-06-25,2014,1.18333333333,103.866666667,0,100,64,Robbers,Chemical Tanker,IDN
2014-06-25,2014,1.41666666667,104.566666667,0,100,64,Robbers,Tanker,IDN
2014-06-17,2014,1.51666666667,104.483333333,0,100,64,Pirates,Product Tanker,MYS
2014-06-17,2014,3.95,98.7666666667,0,95,62,Robbers,Anchored Ship,IDN
2014-06-14,2014,2.1,104.65,0,100,64,Pirates,Product tanker,MYS
2014-06-07,2014,1.66666666667,104.416666667,0,100,64,Robbers,Cargo ship,MYS
2014-06-07,2014,3.38333333333,113.083333333,0,110,94,Pirates,Tanker,MYS
2014-06-03,2014,-6.01666666667,106.9,-10,105,65,Robbers,General cargo ship,IDN
2014-05-31,2014,4.05,112.433333333,0,110,94,Pirates,Tanker,MYS
2014-05-29,2014,1.16666666667,103.4,0,100,64,Intruders,Tugboat,IDN
2014-05-29,2014,1.13333333333,103.5,0,100,64,Robbers,Bulk carrier,IDN
2014-05-29,2014,1.56666666667,104.45,0,100,64,Robbers,Tanker,MYS
2014-05-29,2014,1.16666666667,103.683333333,0,100,64,Robbers,Bulk carrier,SGP
2014-05-28,2014,1.15,103.633333333,0,100,64,Robbers,Bulk Carrier,IDN
2014-05-27,2014,1.46666666667,104.616666667,0,100,64,Robbers,Processing Ship,IDN
2014-05-25,2014,1.85,104.516666667,0,100,64,Pirates,Tanker,MYS
2014-05-23,2014,-6.01666666667,106.9,-10,105,65,Robbers,Bulk Carrier,IDN
2014-05-22,2014,3.78333333333,98.6833333333,0,95,62,Robbers,Chemical tanker,High Seas
2014-05-12,2014,1.58333333333,104.533333333,0,100,64,Robbers,Tanker,MYS
2014-05-07,2014,1.46666666667,104.666666667,0,100,64,Robbers,Product Tanker,IDN
2014-05-04,2014,1.45,104.583333333,0,100,64,Robber,Chemical Tanker,IDN
2014-05-03,2014,1.4,104.683333333,0,100,64,Robbers,Chemical Tanker,IDN
2014-05-01,2014,1.4,104.583333333,0,100,64,Robbers,General Cargo Ship,IDN
2014-05-01,2014,1.48972222222,104.783333333,0,100,64,Robbers,Product Tanker,IDN
2014-04-30,2014,1.4,104.683333333,0,100,64,Robbers,Chemical Tanker,IDN
2014-04-22,2014,2.98333333333,100.9,0,100,64,Pirates,Product tanker,MYS
2014-04-21,2014,1.4,104.566666667,0,100,64,Robbers,Anchored product tanker,IDN
2014-04-20,2014,1.43333333333,104.633333333,0,100,64,Robbers,Anchored product tanker,IDN
2014-04-19,2014,3.91666666667,98.7666666667,0,95,62,Robbers,Anchored general cargo ship,IDN
2014-04-17,2014,1.98333333333,104.416666667,0,100,64,Pirates,Underway product tanker,MYS
2014-04-09,2014,3.9,98.7666666667,0,95,62,Robbers,Anchored Bulk Carrier,IDN
2014-04-03,2014,5.8,118.083333333,5,115,73,Robbers,General Cargo Ship,MYS
2014-04-02,2014,1.4,104.716666667,0,100,64,Robbers,Tanker,IDN
2014-03-31,2014,1.4,104.683333333,0,100,64,Robbers,Tanker,IDN
2014-03-31,2014,1.1,103.566666667,0,100,64,Robbers,Bulk carrier,IDN
2014-03-29,2014,1.11666666667,103.5,0,100,64,Robbers,Product tanker,IDN
2014-03-20,2014,-5.98333333333,105.916666667,-10,105,65,Robbers,Tanker,IDN
2014-03-11,2014,-6.2,100.9,-10,100,91,Pirates,Anchor handling tug,IDN
2014-03-10,2014,1.2,103.9,0,100,64,Robbers,Bulk carrier,IDN
2014-03-06,2014,1.16666666667,103.416666667,0,100,64,Robbers,Crude oil tanker,IDN
2014-03-06,2014,1.16666666667,103.416666667,0,100,64,Robbers,Crude oil tanker,IDN
2014-03-06,2014,1.18333333333,103.433333333,0,100,64,Robbers,Underway tanker,IDN
2014-03-03,2014,1.15,103.5,0,100,64,Robbers,Underway tanker,IDN
2014-02-23,2014,1.18333333333,103.566666667,0,100,64,Robbers on fishing boats,Barge under tow,IDN
2014-02-14,2014,-5.98333333333,106.916666667,-10,105,65,Robber(s),Anchored container ship,IDN
2014-02-10,2014,1.35,104.683333333,0,100,64,Robbers,Bulk carrier,IDN
2014-02-06,2014,1.08333333333,103.55,0,100,64,Robbers,Underway container ship,IDN
2014-02-06,2014,1.05,103.6,0,100,64,Robber(s),Underway cargo ship,IDN
2014-02-05,2014,1.41666666667,104.566666667,0,100,64,Robbers,Chemical tanker,IDN
2014-02-01,2014,1.7,101.416666667,0,100,64,Robbers,Chemical tanker,IDN
2014-01-18,2014,1.11666666667,104.15,0,100,64,Robbers,Bulk carrier,IDN
2014-01-16,2014,-6.03333333333,106.883333333,-10,105,65,Robbers,General cargo ship,IDN
2014-01-10,2014,-6.1,106.883333333,-10,105,65,Robbers,Container ship,IDN
2014-01-06,2014,3.91666666667,98.7666666667,0,95,62,Robbers,Chemical tanker,IDN
2014-01-03,2014,3.95,98.7833333333,0,95,62,Robbers,Chemical tanker,IDN
2013-12-20,2013,3.9,98.7833333333,0,95,62,Robbers,Chemical tanker,IDN
2013-12-19,2013,1.31666666667,104.266666667,0,100,64,SUSPICIOUS APPROACH,CHEMICAL TANKER,MYS
2013-12-19,2013,3.91666666667,98.8,0,95,62,ROBBERS,CHEMICAL TANKER,IDN
2013-12-18,2013,3.78333333333,98.7,0,95,62,Robbers,Tanker,High Seas
2013-12-18,2013,1.25,104.116666667,0,100,64,Robbers,Barge,IDN
2013-12-13,2013,1.23333333333,104.05,0,100,64,Robbers,Barge,IDN
2013-12-10,2013,1.41666666667,104.683333333,0,100,64,ROBBERS,TANKER,IDN
2013-12-07,2013,1.11666666667,103.583333333,0,100,64,ROBBERS,TANKER,IDN
2013-12-01,2013,1.1,103.633333333,0,100,64,ROBBER,TANKER,IDN
2013-11-29,2013,1.1,103.6,0,100,64,SUSPICIOUS CRAFT,TANKER,IDN
2013-11-27,2013,1.1,103.633333333,0,100,64,ROBBERS,OIL TANKER,IDN
2013-11-24,2013,1.7,101.483333333,0,100,64,ROBBERS,CHEMICAL TANKER,IDN
2013-11-23,2013,-5.98333333333,105.916666667,-10,105,65,ROBBERS,GENERAL CARGO SHIP,IDN
2013-11-23,2013,3.91666666667,98.75,0,95,62,ROBBER,CARGO SHIP,IDN
2013-11-22,2013,1.68333333333,101.45,0,100,64,ROBBERS,PRODUCT TANKER,IDN
2013-11-16,2013,3.9,98.7666666667,0,95,62,ROBBER,PRODUCT TANKER,IDN
2013-11-14,2013,1.38333333333,104.7,0,100,64,ROBBERS,TANKER,IDN
2013-11-07,2013,1.33333333333,103.3,0,100,64,PIRATES,Petroleum product tanker,MYS
2013-11-06,2013,1.41666666667,104.383333333,0,100,64,ROBBERS,BARGE/TUG,MYS
2013-11-04,2013,3.9,98.7666666667,0,95,62,robbers,CHEMICAL TANKER,IDN
2013-10-30,2013,1.35,104.4,0,100,64,Robbers,Asphalt tanker,MYS
2013-10-27,2013,3.93333333333,98.75,0,95,62,Robbers,Chemical tanker,IDN
2013-10-26,2013,3.66666666667,103.916666667,0,100,64,SUSPICIOUS CRAFT,Chemical tanker,MYS
2013-10-22,2013,3.78333333333,98.7666666667,0,95,62,Robbers,Chemical tanker,IDN
2013-10-22,2013,1.7,101.433333333,0,100,64,Robbers,Chemical tanker,IDN
2013-10-19,2013,1.41666666667,104.566666667,0,100,64,Robbers,Tanker,IDN
2013-10-18,2013,1.13333333333,103.466666667,0,100,64,Pirates,Tanker,IDN
2013-10-12,2013,-6.16666666667,106.8,-10,105,65,ROBBERS,CHEMICAL TANKER NORD NIGHTINGALE,High Seas
2013-10-10,2013,2.2,104.75,0,100,64,PIRATES,OIL PRODUCT TANKER DANAI 4,MYS
2013-10-07,2013,1.13333333333,103.416666667,0,100,64,Robbers,Tanker,IDN
2013-10-07,2013,1.13333333333,103.416666667,0,100,64,Robbers,Product tanker SKS DONGGANG,IDN
2013-10-06,2013,1.15,103.583333333,0,100,64,Robbers,Tanker,IDN
2013-10-06,2013,1.15,103.583333333,0,100,64,Robbers,Tanker,IDN
2013-10-01,2013,1.16666666667,103.966666667,0,100,64,Robbers,Chemical tanker,IDN
2013-09-27,2013,3.96666666667,98.75,0,95,62,Robbers,Tanker,IDN
2013-09-26,2013,-1.03333333333,117.25,-5,115,72,Robbers,Bulk carrier,IDN
2013-09-23,2013,4.86666666667,104.083333333,0,100,64,Pirates,Offshore supply tug,MYS
2013-09-23,2013,1.11666666667,103.616666667,0,100,64,Robbers,Tanker,IDN
2013-09-22,2013,1.1,103.7,0,100,64,Robbers,Tugboat,IDN
2013-09-21,2013,-6.08333333333,106.883333333,-10,105,65,Robbers,Tanker,IDN
2013-09-21,2013,-0.3,117.683333333,-5,115,72,Robbers,Bulk freighter,IDN
2013-09-15,2013,1.06666666667,103.633333333,0,100,64,ROBBERS,CHEMICAL TANKER,IDN
2013-09-11,2013,-1,104.2,-5,100,111,Robbers,Tanker,IDN
2013-08-23,2013,3.78333333333,98.7,0,95,62,Robbers,Livestock carrier BRAHMAN EXPRESS,High Seas
2013-08-18,2013,1.25,104.116666667,0,100,64,ROBBERS,BARGE M3320,IDN
2013-08-17,2013,1.33333333333,104.266666667,0,100,64,ROBBERS,PRODUCT TANKER MORESBY 9,MYS
2013-08-04,2013,-10,105,-10,105,65,Robbers,Chemical/gas tanker,CXR
2013-08-02,2013,1.38333333333,104.5,0,100,64,Pirates,Product tanker,IDN
2013-08-02,2013,1.1,103.633333333,0,100,64,robber,tanker MARE NOSTRUM,IDN
2013-07-30,2013,-10,105,-10,105,65,Robbers,Oil/chemical tanker,CXR
2013-07-29,2013,1.1,104.166666667,0,100,64,ROBBERS,LPG TANKER,IDN
2013-07-28,2013,1.105,104.181666667,0,100,64,ROBBERS,LPG TANKER,IDN
2013-07-25,2013,1.3,104.683333333,0,100,64,PIRATES,TUG SURYA WIRA 2,IDN
2013-07-24,2013,1.3,104.683333333,0,100,64,PIRATES,TUG,IDN
2013-07-24,2013,1.26666666667,104.616666667,0,100,64,PIRATES,TUG SURYA WIRA 5,IDN
2013-07-17,2013,1.11666666667,104.866666667,0,100,64,ROBBERS,CARGO SHIP,IDN
2013-07-12,2013,3.21666666667,104.966666667,0,100,64,PIRATES,TUG CREST APACHE & BARGE TERAS 3717,IDN
2013-07-11,2013,1.11666666667,103.616666667,0,100,64,ROBBERS,TANKER,IDN
2013-07-10,2013,3.98333333333,100.1,0,100,64,ROBBERS,TANKER GUANABARA,MYS
2013-07-07,2013,1.06666666667,103.633333333,0,100,64,ROBBERS,TANKER AFRAMAX RIO,IDN
2013-07-01,2013,6.45,99.7666666667,5,95,90,SUSPICIOUS CRAFT,BARGE,High Seas
2013-06-27,2013,-6.16666666667,106.883333333,-10,105,65,ROBBERS,CHEMICAL TANKER,High Seas
2013-06-20,2013,1.15,103.633333333,0,100,64,ROBBERS,LPG TANKER SENNA JUMBO,IDN
2013-06-17,2013,4.51666666667,113.866666667,0,110,94,PIRATES,TANKER KING RIVER,MYS
2013-06-16,2013,-6.08333333333,106.9,-10,105,65,ROBBERS,CONTAINER SHIP CMA CGM KAILAS,IDN
2013-06-13,2013,1.1,103.6,0,100,64,ROBBERS,OIL TANKER EAGLE SAN JUAN,IDN
2013-06-08,2013,3.9,98.7666666667,0,95,62,ROBBERS,CHEMICAL TANKER BANDAI V,IDN
2013-06-03,2013,3.91666666667,98.7666666667,0,95,62,robbers,chemical tanker Atlantic Canyon,IDN
2013-05-24,2013,-5.98333333333,105.95,-10,105,65,ROBBERS,BULK CARRIER ANNA BARBARA,High Seas
2013-05-20,2013,3.78333333333,98.7,0,95,62,ROBBERS,CARGO SHIP KOHINOOR,High Seas
2013-05-12,2013,1.25,104.116666667,0,100,64,ROBBERS,BARGE/TUG CREST 2825/CREST JADE 1,IDN
2013-05-07,2013,3.98333333333,100.1,0,100,64,PIRATES,FISHING VESSEL PKFB (U2) 1532,MYS
2013-04-30,2013,3.78333333333,98.7,0,95,62,ROBBERS,CARGO SHIP KOHINOOR,High Seas
2013-04-29,2013,1.21666666667,103.966666667,0,100,64,ROBBERS,BARGE CREST 2821,IDN
2013-04-27,2013,3.78333333333,98.7,0,95,62,ROBBERS,TANKER FAIRCHEM MAVERICK,High Seas
2013-04-24,2013,1.28333333333,104.833333333,0,100,64,PIRATES,TANKER NADIYA MELISENDE,IDN
2013-04-24,2013,1.6,105.383333333,0,105,66,PIRATES,TUG HUB 21,IDN
2013-04-24,2013,4.16666666667,5.5,0,5,15,PIRATES,TUG,NGA
2013-04-23,2013,1.31666666667,104.783333333,0,100,64,PIRATES,TANKER AD PHOENIX,IDN
2013-04-23,2013,1.6,105.383333333,0,105,66,PIRATES,TUG,IDN
2013-04-22,2013,1.31666666667,104.166666667,0,100,64,SUSPICIOUS CRAFT,CARGO BARGE,MYS
2013-04-19,2013,1.68333333333,101.5,0,100,64,ROBBERS,TANKER SINGAPORE RIVER,IDN
2013-04-06,2013,3.93333333333,98.6833333333,0,95,62,ROBBERS,TANKER MAERSK BERING,IDN
2013-04-04,2013,1.7,101.483333333,0,100,64,ROBBERS,TANKER GARDEN CITY RIVER,IDN
2013-04-03,2013,1.7,101.416666667,0,100,64,PIRATES,CHEMICAL TANKER IVER EXACT,IDN
2013-03-30,2013,1.33333333333,104.066666667,0,100,64,PIRATES,TUG BOURBON LIBERTY 308,SGP
2013-03-27,2013,3.93333333333,98.7833333333,0,95,62,ROBBERS,BULK CARRIER,IDN
2013-03-25,2013,1.7,101.45,0,100,64,ROBBERS,CARGO SHIP,IDN
2013-03-24,2013,-5.98333333333,106.9,-10,105,65,ROBBERS,CONTAINER SHIP CAPE NORVIEGA,IDN
2013-03-23,2013,1.7,101.466666667,0,100,64,ROBBERS,TANKER,IDN
2013-03-12,2013,3.93333333333,98.7833333333,0,95,62,ROBBERS,CHEMICAL TANKER,IDN
2013-02-27,2013,1.7,101.483333333,0,100,64,ROBBERS,TANKER STOLT RINDO,IDN
2013-02-20,2013,-5.56666666667,104.583333333,-10,100,91,ROBBERS,TANKER RED RUM,IDN
2013-02-18,2013,1.7,101.45,0,100,64,ROBBERS,TANKER,IDN
2013-02-18,2013,0.133333333333,106.3,0,105,66,PIRATES,CONTAINER SHIP,IDN
2013-02-13,2013,1.1,103.6,0,100,64,ROBBERS,TANKER FORWARD FORTUNE,IDN
2013-02-12,2013,1.7,101.45,0,100,64,ROBBERS,BULK CARRIER STARGATE,IDN
2013-02-02,2013,3.91666666667,98.8,0,95,62,ROBBERS,CHEMICAL TANKER,IDN
2013-01-24,2013,2.13333333333,108.75,0,105,66,PIRATES,BARGE,IDN
2013-01-22,2013,1.7,101.483333333,0,100,64,ROBBERS,CHEMICAL TANKER SIVA MUMBAI,IDN
2013-01-08,2013,1.18333333333,103.616666667,0,100,64,ROBBERS,TUG DE HUI/BARGE HAIYANGSHIYOU,SGP
2012-12-20,2012,3.95,98.7666666667,0,95,62,ROBBERS,TANKER,IDN
2012-12-11,2012,1.33333333333,104.133333333,0,100,64,ROBBERS,TANKER,MYS
2012-12-08,2012,3.91666666667,98.7833333333,0,95,62,ROBBERS,TANKER,IDN
2012-12-05,2012,3.78333333333,98.7,0,95,62,ROBBERS,BULK CARRIER,High Seas
2012-11-30,2012,1.43722222222,104.5675,0,100,64,PIRATES,TUG,IDN
2012-11-29,2012,-6.01666666667,106.9,-10,105,65,ROBBERS,TANKWE,IDN
2012-11-28,2012,3.91666666667,98.75,0,95,62,ROBBERS,TANKER,IDN
2012-11-21,2012,-6.01666666667,106.916666667,-10,105,65,ROBBERS,CARGO SHIP,IDN
2012-11-19,2012,7.16666666667,109.15,5,105,93,PIRATES,TANKER,VNM
