year,lat_bin,lon_bin,hours
2012,-75,168,60.682500000000005
2012,-75,169,42.83166666666666
2012,-75,170,126.22999999999998
2012,-75,171,57.07999999999999
2012,-75,172,38.63652777777778
2012,-75,173,24.445416666666663
2012,-75,174,21.85833333333333
2012,-75,175,57.78583333333332
2012,-75,176,28.51
2012,-75,177,9.275833333333333
2012,-75,179,9.3175
2012,-74,-179,18.66166666666667
2012,-74,-178,9.400833333333335
2012,-74,-166,66.49833333333335
2012,-74,-110,0
2012,-74,0,0
2012,-74,1,0
2012,-74,3,3.906666666666666
2012,-74,4,268.47416666666663
2012,-74,5,0
2012,-74,7,0
2012,-74,12,0
2012,-74,24,0
2012,-74,25,0
2012,-74,29,0
2012,-74,56,0
2012,-74,103,0
2012,-74,113,0
2012,-74,126,0
2012,-74,170,37.434166666666655
2012,-74,171,23.152500000000003
2012,-74,172,81.1225
2012,-74,173,52.16499999999999
2012,-74,174,43.14930555555555
2012,-74,175,57.15583333333331
2012,-74,176,6.215972222222222
2012,-74,177,1.5995833333333334
2012,-73,-178,27.730000000000004
2012,-73,-177,71.26833333333335
2012,-73,-166,38.11166666666667
2012,-73,-30,0
2012,-73,-18,0
2012,-73,0,0
2012,-73,3,0
2012,-73,4,338.45416666666665
2012,-73,9,0
2012,-73,14,0
2012,-73,19,0
2012,-73,26,0
2012,-73,104,0
2012,-73,172,61.69333333333334
2012,-73,173,18.594166666666666
2012,-73,174,31.44847222222222
2012,-73,176,28.826666666666668
2012,-73,177,7.815972222222221
2012,-73,178,1.5365277777777777
2012,-72,-175,117.51583333333335
2012,-72,-174,23.875833333333333
2012,-72,-166,28.371666666666663
2012,-72,-124,0
2012,-72,-118,0
2012,-72,-94,0
2012,-72,0,0
2012,-72,1,0
2012,-72,3,0
2012,-72,4,3.660833333333333
2012,-72,8,0
2012,-72,174,4.597222222222222
2012,-72,177,4.995833333333334
2012,-72,178,18.674166666666668
2012,-72,179,12.470972222222223
2012,-71,-179,20.614444444444445
2012,-71,-173,43.12416666666667
2012,-71,-172,8.984166666666667
2012,-71,-166,18.835000000000004
2012,-71,-165,10
2012,-71,-118,0
2012,-71,-59,0
2012,-71,-4,0
2012,-71,0,0
2012,-71,1,0
2012,-71,2,0
2012,-71,3,0
2012,-71,4,347.0855555555556
2012,-71,5,566.0291666666666
2012,-71,10,0
2012,-71,17,0
2012,-71,34,0
2012,-71,76,0
2012,-71,95,0
2012,-71,174,3.160833333333333
2012,-71,175,1.600972222222222
2012,-70,-179,13.198888888888892
2012,-70,-178,33.46722222222222
2012,-70,-172,9.7575
2012,-70,-171,46.29333333333334
2012,-70,-167,4.461666666666667
2012,-70,-166,27.453333333333337
2012,-70,-1,358.49833333333333
2012,-70,0,188.13249999999996
2012,-70,1,354.14
2012,-70,2,599.7599999999999
2012,-70,3,197.31583333333333
2012,-70,4,454.21000000000004
2012,-70,5,155.80416666666665
2012,-70,6,0
2012,-70,26,18.70916666666667
2012,-70,76,4047.2983333333436
2012,-70,175,1.586388888888889
2012,-70,176,3.9680555555555554
2012,-69,-179,4.640694444444445
2012,-69,-171,9.416666666666666
2012,-69,-170,28.812499999999996
2012,-69,-169,59.64999999999999
2012,-69,-168,18.983333333333334
2012,-69,-167,4.900833333333335
2012,-69,-118,0
2012,-69,-1,38.138333333333335
2012,-69,0,28.332499999999996
2012,-69,1,0
2012,-69,2,8.754166666666666
2012,-69,3,52.42166666666667
2012,-69,4,568.0002777777778
2012,-69,5,61.97666666666666
2012,-69,6,9.4175
2012,-69,27,33.22
2012,-69,34,0
2012,-69,52,0
2012,-69,54,0
2012,-69,73,26.167500000000004
2012,-69,74,9.171666666666667
2012,-69,75,39.2475
2012,-69,76,29.318333333333335
2012,-69,77,868.1299999999995
2012,-69,86,0
2012,-69,103,0
2012,-69,151,0
2012,-69,177,5.6211111111111105
2012,-68,-179,38.47666666666667
2012,-68,-174,9.377500000000001
2012,-68,-173,9.568333333333335
2012,-68,-172,26.816666666666663
2012,-68,-169,37.344166666666666
2012,-68,-168,0
2012,-68,-91,0
2012,-68,-75,0
2012,-68,1,9.8341666666666665
2012,-68,2,0
2012,-68,3,28.85333333333333
2012,-68,4,1.0027777777777778
2012,-68,5,9.84
2012,-68,6,35.62833333333333
2012,-68,7,19.832500000000003
2012,-68,9,0
2012,-68,10,0
2012,-68,11,0
2012,-68,20,9.1825
2012,-68,21,18.814166666666665
2012,-68,22,33.861666666666665
2012,-68,25,33.40416666666667
2012,-68,26,19.050000000000004
2012,-68,28,52.69416666666667
2012,-68,53,0
2012,-68,62,776.2674999999991
2012,-68,63,18.964166666666664
2012,-68,67,28.934166666666663
2012,-68,70,91.06166666666665
2012,-68,71,60.59583333333334
2012,-68,72,28.14333333333333
2012,-68,73,13.939999999999998
2012,-68,74,5.0183333333333335
2012,-68,75,76.34333333333333
2012,-68,76,38.295833333333334
2012,-68,77,23.83416666666667
2012,-68,79,27.8525
2012,-68,80,9.845833333333333
2012,-68,81,105.12583333333336
2012,-68,177,6.172083333333333
2012,-67,-179,37.14166666666667
2012,-67,-178,9.374166666666667
2012,-67,-177,9.035
2012,-67,-176,18.4225
2012,-67,-175,9.455
2012,-67,-170,9.366666666666667
2012,-67,-169,37.05666666666667
2012,-67,-6,0
2012,-67,0,3.6183333333333336
2012,-67,3,33.25416666666667
2012,-67,4,197.04763888888888
2012,-67,6,28.878333333333337
2012,-67,7,9.205833333333333
2012,-67,8,19.192500000000003
2012,-67,9,33.5475
2012,-67,10,28.55666666666667
2012,-67,11,23.898333333333333
2012,-67,12,19.689166666666665
2012,-67,13,17.575833333333335
2012,-67,14,80.33500000000002
2012,-67,15,23.983333333333334
2012,-67,16,9.239166666666668
2012,-67,17,9.805000000000003
2012,-67,18,9.725000000000001
2012,-67,19,18.471666666666668
2012,-67,20,8.325
2012,-67,23,33.19
2012,-67,24,9.933333333333332
2012,-67,25,8.805833333333332
2012,-67,26,18.024166666666666
2012,-67,27,9.159166666666668
2012,-67,28,9.166666666666666
2012,-67,63,28.392500000000002
2012,-67,64,27.62083333333333
2012,-67,65,22.920833333333338
2012,-67,66,70.40333333333335
2012,-67,67,19.173333333333332
2012,-67,68,60.96083333333335
2012,-67,69,42.477500000000006
2012,-67,70,47.71083333333334
2012,-67,71,9.563333333333334
2012,-67,72,47.575833333333335
2012,-67,73,47.12833333333332
2012,-67,74,36.99666666666666
2012,-67,75,59.47333333333334
2012,-67,76,97.86666666666667
2012,-67,77,47.89
2012,-67,78,94.02500000000002
2012,-67,79,47.83083333333332
2012,-67,80,71.55833333333334
2012,-67,81,183.37166666666667
2012,-67,109,19.232500000000005
2012,-67,110,1145.4233333333336
2012,-67,134,0
2012,-67,142,572.7083333332978
2012,-67,144,97.95
2012,-67,145,64.64833333333333
2012,-67,177,1.6055555555555556
2012,-67,178,4.669444444444444
2012,-67,179,33.37500000000001
2012,-66,-179,27.574166666666663
2012,-66,-170,58.09333333333333
2012,-66,-124,0
2012,-66,0,0
2012,-66,1,0
2012,-66,3,0
2012,-66,4,726.2118055555557
2012,-66,5,9.707499999999998
2012,-66,9,0
2012,-66,10,9.448333333333334
2012,-66,11,9.328333333333335
2012,-66,12,9.751666666666669
2012,-66,13,9.125000000000002
2012,-66,14,18.480833333333333
2012,-66,15,9.449166666666668
2012,-66,16,13.420000000000002
2012,-66,17,38.715
2012,-66,22,0
2012,-66,26,17.735833333333332
2012,-66,27,9.55
2012,-66,28,14.253333333333334
2012,-66,29,14.040000000000003
2012,-66,30,9.836666666666666
2012,-66,31,28.724166666666665
2012,-66,55,13.740833333333331
2012,-66,56,7.840833333333334
2012,-66,57,9.816666666666668
2012,-66,58,28.7575
2012,-66,62,28.982499999999995
2012,-66,63,9.136666666666667
2012,-66,64,9.886666666666668
2012,-66,65,9.221666666666666
2012,-66,66,18.395000000000003
2012,-66,67,9.258333333333335
2012,-66,68,9.566666666666666
2012,-66,69,18.451666666666668
2012,-66,75,4.6674999999999995
2012,-66,76,106.96833333333335
2012,-66,77,40.242499999999986
2012,-66,78,17.376666666666676
2012,-66,79,94.88916666666667
2012,-66,80,79.19666666666667
2012,-66,81,71.80666666666666
2012,-66,82,77.71083333333334
2012,-66,83,9.18
2012,-66,103,0
2012,-66,104,0
2012,-66,109,209.02583333333334
2012,-66,110,13.467500000000003
2012,-66,112,57.156666666666695
2012,-66,113,80.35249999999998
2012,-66,117,292.7774999999999
2012,-66,118,634.5274999999999
2012,-66,119,723.0199999999992
2012,-66,120,993.0958333333331
2012,-66,121,246.05916666666656
2012,-66,141,18.375
2012,-66,142,52.371666666666734
2012,-66,174,5.113333333333333
2012,-66,175,42.2875
2012,-66,177,4.813888888888889
2012,-65,-179,19.137500000000003
2012,-65,-171,22.949166666666667
2012,-65,-170,23.215
2012,-65,-62,0
2012,-65,-19,0
2012,-65,0,0
2012,-65,1,0
2012,-65,2,0
2012,-65,3,0
2012,-65,4,75.09166666666665
2012,-65,5,0
2012,-65,9,0
2012,-65,11,0
2012,-65,35,28.887500000000006
2012,-65,36,18.673333333333332
2012,-65,37,9.785
2012,-65,38,9.153333333333334
2012,-65,39,11.605000000000011
2012,-65,40,9.174166666666668
2012,-65,41,9.590000000000003
2012,-65,42,15.482500000000002
2012,-65,43,9.82
2012,-65,44,28.78083333333333
2012,-65,49,38.137499999999996
2012,-65,50,9.406666666666666
2012,-65,51,9.74
2012,-65,52,9.1466666666666665
2012,-65,53,10.400833333333335
2012,-65,54,13.904166666666669
2012,-65,73,0
2012,-65,76,28.116666666666667
2012,-65,77,45.05916666666667
2012,-65,81,36.984999999999985
2012,-65,82,47.73500000000001
2012,-65,83,46.35999999999999
2012,-65,84,65.88
2012,-65,85,16.659166666666664
2012,-65,86,26.036666666666665
2012,-65,87,21.598333333333333
2012,-65,88,38.38750000000001
2012,-65,89,40.525
2012,-65,90,37.1475
2012,-65,91,18.449166666666667
2012,-65,92,18.525833333333335
2012,-65,93,9.075000000000001
2012,-65,94,9.548333333333334
2012,-65,95,18.935000000000002
2012,-65,96,15.809166666666673
2012,-65,98,23.114166666666666
2012,-65,100,28.319166666666668
2012,-65,101,9.365833333333333
2012,-65,102,18.375833333333333
2012,-65,103,18.336666666666666
2012,-65,104,9.394166666666667
2012,-65,105,9.515
2012,-65,106,9.475
2012,-65,107,28.685000000000002
2012,-65,109,115.41416666666667
2012,-65,110,18.339999999999996
2012,-65,111,9.143333333333334
2012,-65,113,253.93166666666667
2012,-65,114,312.0183333333333
2012,-65,115,653.5400000000001
2012,-65,116,894.4650000000006
2012,-65,117,56.51416666666668
2012,-65,118,13.794166666666666
2012,-65,119,181.5150000000001
2012,-65,120,1118.2583333333332
2012,-65,121,252.39416666666676
2012,-65,122,10.358333333333336
2012,-65,123,34.01333333333334
2012,-65,128,32.51166666666666
2012,-65,129,9.538333333333334
2012,-65,130,9.818333333333333
2012,-65,131,9.19
2012,-65,132,23.02166666666667
2012,-65,134,13.481666666666667
2012,-65,135,8.595833333333333
2012,-65,136,43.35833333333332
2012,-65,141,62.785833333333336
2012,-65,158,0
2012,-65,174,36.315
2012,-65,177,6.357222222222223
2012,-65,179,6.884861111111111
2012,-64,-171,65.1275
2012,-64,-124,0
2012,-64,-123,50.245000000000005
2012,-64,-95,0
2012,-64,-90,0
2012,-64,-2,0
2012,-64,0,0
2012,-64,3,0
2012,-64,4,274.13833333333343
2012,-64,5,0
2012,-64,6,0
2012,-64,9,0
2012,-64,76,42.19500000000002
2012,-64,78,27.374166666666664
2012,-64,79,8.950000000000001
2012,-64,80,10.704166666666664
2012,-64,84,9.299166666666666
2012,-64,85,27.831666666666667
2012,-64,86,72.78583333333331
2012,-64,87,27.561666666666667
2012,-64,88,27.234166666666667
2012,-64,89,18.442499999999995
2012,-64,90,18.98583333333334
2012,-64,91,19.195
2012,-64,92,9.175833333333333
2012,-64,93,9.629166666666668
2012,-64,94,9.870833333333337
2012,-64,95,28.589166666666664
2012,-64,99,36.614999999999995
2012,-64,100,13.764166666666672
2012,-64,101,15.986666666666665
2012,-64,109,8.446666666666667
2012,-64,110,26.52833333333333
2012,-64,111,27.714166666666667
2012,-64,112,23.34166666666667
2012,-64,113,208.15833333333342
2012,-64,119,52.50666666666667
2012,-64,120,96.34583333333332
2012,-64,173,27.15583333333333
2012,-64,176,3.1043055555555554
2012,-64,177,3.1247222222222217
2012,-64,178,4.649027777777778
2012,-63,-173,28.183333333333337
2012,-63,-155,0
2012,-63,-124,0
2012,-63,-91,0
2012,-63,-61,98.91166666666669
2012,-63,-60,37.51583333333333
2012,-63,-59,207.17666666666656
2012,-63,-41,0
2012,-63,-1,0
2012,-63,0,0
2012,-63,1,0
2012,-63,4,181.72583333333333
2012,-63,7,0
2012,-63,9,0
2012,-63,21,0
2012,-63,54,0
2012,-63,75,19.336666666666666
2012,-63,76,15.441666666666668
2012,-63,80,9.382500000000002
2012,-63,81,14.638333333333337
2012,-63,82,62.606666666666655
2012,-63,83,9.675
2012,-63,86,64.0208333333333
2012,-63,87,4.679166666666666
2012,-63,88,9.390833333333337
2012,-63,89,20.002499999999998
2012,-63,90,10.235833333333334
2012,-63,91,19.14416666666667
2012,-63,92,28.23166666666667
2012,-63,93,23.420833333333334
2012,-63,94,24.369999999999997
2012,-63,95,27.975833333333327
2012,-63,96,18.622500000000002
2012,-63,97,9.326666666666666
2012,-63,101,0
2012,-63,102,18.145833333333332
2012,-63,103,9.463333333333335
2012,-63,104,43.09916666666666
2012,-63,108,0
2012,-63,112,33.725833333333334
2012,-63,113,112.23166666666665
2012,-63,114,23.3575
2012,-63,115,37.95
2012,-63,120,13.274166666666666
2012,-63,121,130.73666666666668
2012,-63,172,29.366666666666667
2012,-63,173,9.388333333333335
2012,-63,176,4.622083333333332
2012,-63,177,0
2012,-63,178,4.565277777777777
2012,-63,179,9.0775
2012,-62,-175,18.155833333333334
2012,-62,-174,20.760833333333338
2012,-62,-68,28.076666666666664
2012,-62,-67,27.575833333333335
2012,-62,-66,57.25666666666664
2012,-62,-55,61.2025
2012,-62,-54,9.089166666666667
2012,-62,-53,61.75333333333334
2012,-62,-50,54.26333333333333
2012,-62,-49,0
2012,-62,-3,0
2012,-62,0,0
2012,-62,3,0
2012,-62,4,81.37597222222222
2012,-62,5,27.976666666666667
2012,-62,6,9.299166666666666
2012,-62,9,0
2012,-62,21,0
2012,-62,26,0
2012,-62,52,0
2012,-62,74,9.325000000000001
2012,-62,75,27.28333333333333
2012,-62,83,18.491666666666667
2012,-62,84,18.218333333333334
2012,-62,85,45.56416666666667
2012,-62,86,9.84416666666667
2012,-62,87,18.200833333333335
2012,-62,88,9.26
2012,-62,89,9.11
2012,-62,90,14.126666666666669
2012,-62,91,14.070833333333333
2012,-62,92,10.116666666666664
2012,-62,93,28.412499999999998
2012,-62,96,9.056666666666667
2012,-62,97,18.159166666666668
2012,-62,98,42.08500000000001
2012,-62,99,31.64416666666666
2012,-62,100,34.458333333333336
2012,-62,101,24.0075
2012,-62,102,30.667500000000004
2012,-62,103,9.600833333333338
2012,-62,104,20.96416666666667
2012,-62,105,9.258333333333335
2012,-62,106,18.258333333333333
2012,-62,107,9.200833333333334
2012,-62,108,18.608333333333334
2012,-62,109,18.6075
2012,-62,110,12.293333333333335
2012,-62,111,22.1675
2012,-62,112,9.732500000000002
2012,-62,113,100.31416666666667
2012,-62,114,43.388333333333335
2012,-62,115,158.01083333333332
2012,-62,116,54.67833333333333
2012,-62,117,29.166666666666682
2012,-62,120,9.351666666666665
2012,-62,121,115.23916666666665
2012,-62,145,68.90666666666667
2012,-62,172,92.01499999999999
2012,-62,176,7.158472222222223
2012,-62,178,6.460277777777778
2012,-62,179,26.337500000000002
2012,-61,-178,8.859166666666665
2012,-61,-177,9.33
2012,-61,-176,9.105
2012,-61,-123,14.265000000000008
2012,-61,-122,18.32833333333334
2012,-61,-121,15.707500000000003
2012,-61,-120,28.85083333333333
2012,-61,-118,28.695
2012,-61,-117,19.46666666666667
2012,-61,-116,19.78416666666667
2012,-61,-115,18.959166666666675
2012,-61,-114,14.022500000000004
2012,-61,-113,11.820833333333336
2012,-61,-112,33.66583333333333
2012,-61,-111,0
2012,-61,-68,57.97500000000001
2012,-61,-66,28.82666666666666
2012,-61,-50,0
2012,-61,-46,38.531666666666666
2012,-61,-45,128.04666666666665
2012,-61,-6,0
2012,-61,0,0
2012,-61,1,0
2012,-61,2,0
2012,-61,3,0
2012,-61,4,487.3309722222223
2012,-61,5,0.014999999999999998
2012,-61,6,24.95583333333333
2012,-61,9,0
2012,-61,18,0
2012,-61,25,0
2012,-61,32,0
2012,-61,33,0
2012,-61,46,0
2012,-61,71,0
2012,-61,73,15.441666666666666
2012,-61,74,27.933333333333337
2012,-61,85,9.583333333333334
2012,-61,86,33.83166666666666
2012,-61,97,28.363333333333337
2012,-61,98,9.85
2012,-61,99,9.485
2012,-61,100,18.035
2012,-61,101,9.020000000000001
2012,-61,102,8.078333333333333
2012,-61,103,13.226666666666667
2012,-61,104,41.185833333333335
2012,-61,105,38.245
2012,-61,106,18.5175
2012,-61,107,27.458333333333336
2012,-61,108,29.973333333333322
2012,-61,109,41.91500000000002
2012,-61,115,64.78666666666666
2012,-61,116,18.775
2012,-61,117,79.4975
2012,-61,118,79.87249999999999
2012,-61,119,11.276666666666667
2012,-61,121,0
2012,-61,122,30.35666666666669
2012,-61,172,85.35416666666666
2012,-61,174,0
2012,-61,175,5.658194444444444
2012,-61,177,0
2012,-61,179,66.7058333333333
2012,-60,-179,9.795
2012,-60,-178,9.355833333333333
2012,-60,-133,52.69083333333333
2012,-60,-132,17.515833333333333
2012,-60,-131,27.852500000000013
2012,-60,-130,19.290833333333335
2012,-60,-129,33.63916666666667
2012,-60,-126,33.33166666666667
2012,-60,-125,19.07333333333333
2012,-60,-124,16.429166666666667
2012,-60,-108,42.891666666666666
2012,-60,-107,18.777499999999996
2012,-60,-106,9.455833333333333
2012,-60,-105,19.070833333333333
2012,-60,-104,17.190833333333334
2012,-60,-103,9.806666666666667
2012,-60,-102,33.79
2012,-60,-69,5.074999999999999
2012,-60,-68,50.63249999999999
2012,-60,-66,37.56666666666666
2012,-60,-65,27.2175
2012,-60,-49,19.125000000000004
2012,-60,-48,22.46666666666667
2012,-60,-47,23.474166666666665
2012,-60,-46,9.358333333333333
2012,-60,0,0
2012,-60,1,0
2012,-60,3,0
2012,-60,4,605.6652777777781
2012,-60,5,38.724166666666676
2012,-60,6,0
2012,-60,7,43.495833333333316
2012,-60,11,0
2012,-60,25,0
2012,-60,33,0
2012,-60,39,0
2012,-60,47,0
2012,-60,69,18.71666666666667
2012,-60,70,15.890833333333333
2012,-60,71,16.65666666666668
2012,-60,72,19.29916666666667
2012,-60,89,33.72583333333334
2012,-60,90,21.010833333333338
2012,-60,91,14.199166666666667
2012,-60,103,0
2012,-60,108,15.534999999999998
2012,-60,109,25.27750000000001
2012,-60,110,48.85666666666666
2012,-60,111,22.39
2012,-60,112,72.91916666666665
2012,-60,113,37.704166666666666
2012,-60,114,11.380833333333332
2012,-60,115,47.53416666666667
2012,-60,116,0
2012,-60,119,87.82916666666664
2012,-60,120,69.80833333333334
2012,-60,121,32.18916666666667
2012,-60,122,27.40833333333333
2012,-60,123,20.488333333333337
2012,-60,124,27.700833333333335
2012,-60,125,13.674166666666666
2012,-60,175,4.701527777777778
2012,-60,177,6.411527777777777
2012,-60,178,30.10833333333334
2012,-59,-140,5.166666666666666
2012,-59,-139,18.700833333333332
2012,-59,-138,18.82666666666667
2012,-59,-137,21.80166666666667
2012,-59,-136,38.82333333333334
2012,-59,-118,9.765
2012,-59,-117,4.633333333333334
2012,-59,-114,18.980833333333337
2012,-59,-113,9.434166666666666
2012,-59,-99,33.405833333333334
2012,-59,-98,9.799999999999999
2012,-59,-97,17.4275
2012,-59,-96,18.186666666666667
2012,-59,-95,19.111666666666665
2012,-59,-94,9.853333333333332
2012,-59,-69,154.85166666666672
2012,-59,-68,74.0108333333333
2012,-59,-64,53.16000000000001
2012,-59,-62,38.0975
2012,-59,-61,14.165833333333335
2012,-59,-60,21.319166666666668
2012,-59,-59,23.383333333333333
2012,-59,-58,18.700833333333335
2012,-59,-57,115.07166666666666
2012,-59,-53,13.875
2012,-59,-52,29.374166666666667
2012,-59,-50,33.600833333333334
2012,-59,0,21.264166666666668
2012,-59,2,0
2012,-59,3,0
2012,-59,4,685.2226388888887
2012,-59,6,0
2012,-59,8,35.92666666666666
2012,-59,17,0
2012,-59,27,0
2012,-59,54,0
2012,-59,66,5.175
2012,-59,67,27.45833333333333
2012,-59,68,13.599999999999998
2012,-59,91,8.984166666666667
2012,-59,92,20.48166666666667
2012,-59,93,43.633333333333326
2012,-59,103,0
2012,-59,113,27.567500000000003
2012,-59,114,66.05
2012,-59,115,88.45833333333331
2012,-59,116,41.986666666666665
2012,-59,117,77.67416666666665
2012,-59,118,37.818333333333335
2012,-59,121,27.39333333333333
2012,-59,122,70.43499999999997
2012,-59,123,16.685000000000002
2012,-59,124,27.249166666666667
2012,-59,125,23.8675
2012,-59,126,32.80416666666667
2012,-59,131,0
2012,-59,175,4.547083333333333
2012,-59,177,4.685694444444445
2012,-59,178,59.500833333333325
2012,-58,-164,0
2012,-58,-140,38.15083333333333
2012,-58,-124,0
2012,-58,-122,9.284166666666668
2012,-58,-121,32.045
2012,-58,-120,17.901666666666667
2012,-58,-119,17.886666666666667
2012,-58,-118,8.983333333333333
2012,-58,-117,13.783333333333333
2012,-58,-115,27.350833333333327
2012,-58,-113,9.431666666666667
2012,-58,-112,19.842500000000005
2012,-58,-110,29.209999999999997
2012,-58,-109,27.6175
2012,-58,-107,17.900000000000002
2012,-58,-106,21.60583333333333
2012,-58,-105,12.806666666666668
2012,-58,-104,26.117500000000007
2012,-58,-102,26.134999999999998
2012,-58,-101,13.9525
2012,-58,-100,42.25972222222222
2012,-58,-99,2.9311111111111106
2012,-58,-98,31.082777777777792
2012,-58,-97,21.825555555555557
2012,-58,-96,21.66166666666667
