Hotspot,date,hotspot_attacks_window_last3_month,hotspot_attacks_window_last6_month,hotspot_attacks_window_last9_month,hotspot_attacks_window_last12_month
Gulf of Aden,2011-08-04,49,130,261,315
Gulf of Aden,2011-08-05,49,130,261,315
Gulf of Aden,2011-08-06,49,131,259,315
Gulf of Aden,2011-08-07,49,129,258,315
Gulf of Aden,2011-08-08,47,128,251,315
Gulf of Aden,2011-08-09,47,128,250,316
Gulf of Aden,2011-08-10,47,128,248,316
Gulf of Aden,2011-08-11,47,127,249,317
Gulf of Aden,2011-08-12,46,127,249,318
Gulf of Aden,2011-08-13,45,127,249,317
Gulf of Aden,2011-08-14,44,127,249,317
Gulf of Aden,2011-08-15,43,127,244,317
Gulf of Aden,2011-08-16,43,127,244,317
Gulf of Aden,2011-08-17,45,128,241,317
Gulf of Aden,2011-08-18,44,127,236,317
Gulf of Aden,2011-08-19,43,127,231,317
Gulf of Aden,2011-08-20,42,128,230,318
Gulf of Aden,2011-08-21,43,129,228,319
Gulf of Aden,2011-08-22,43,129,227,319
Gulf of Aden,2011-08-23,42,129,227,318
Gulf of Aden,2011-08-24,42,124,226,319
Gulf of Aden,2011-08-25,42,124,226,319
Gulf of Aden,2011-08-26,42,123,223,319
Gulf of Aden,2011-08-27,41,121,223,319
Gulf of Aden,2011-08-28,41,120,223,319
Gulf of Aden,2011-08-29,40,120,224,320
Gulf of Aden,2011-08-30,40,115,224,320
Gulf of Aden,2011-08-31,40,110,224,320
Gulf of Aden,2011-09-01,40,107,223,319
Gulf of Aden,2011-09-02,40,106,223,319
Gulf of Aden,2011-09-03,40,106,223,317
Gulf of Aden,2011-09-04,39,106,223,317
Gulf of Aden,2011-09-05,38,106,223,317
Gulf of Aden,2011-09-06,38,104,220,315
Gulf of Aden,2011-09-07,38,103,220,315
Gulf of Aden,2011-09-08,38,103,221,316
Gulf of Aden,2011-09-09,32,103,218,315
Gulf of Aden,2011-09-10,33,105,218,317
Gulf of Aden,2011-09-11,33,104,217,317
Gulf of Aden,2011-09-12,33,103,217,317
Gulf of Aden,2011-09-13,32,103,216,317
Gulf of Aden,2011-09-14,31,103,216,316
Gulf of Aden,2011-09-15,32,104,216,316
Gulf of Aden,2011-09-16,32,104,216,316
Gulf of Aden,2011-09-17,32,102,215,316
Gulf of Aden,2011-09-18,32,101,211,316
Gulf of Aden,2011-09-19,32,99,211,315
Gulf of Aden,2011-09-20,32,96,211,314
Gulf of Aden,2011-09-21,32,95,210,313
Gulf of Aden,2011-09-22,31,95,210,313
Gulf of Aden,2011-09-23,31,94,207,311
Gulf of Aden,2011-09-24,30,94,208,309
Gulf of Aden,2011-09-25,32,94,210,310
Gulf of Aden,2011-09-26,32,94,210,310
Gulf of Aden,2011-09-27,31,94,210,308
Gulf of Aden,2011-09-28,36,97,210,310
Gulf of Aden,2011-09-29,37,97,209,311
Gulf of Aden,2011-09-30,37,97,204,310
Gulf of Aden,2011-10-01,37,97,203,310
Gulf of Aden,2011-10-02,44,102,210,317
Gulf of Aden,2011-10-03,45,103,206,318
Gulf of Aden,2011-10-04,44,103,205,318
Gulf of Aden,2011-10-05,44,101,204,317
Gulf of Aden,2011-10-06,43,100,203,317
Gulf of Aden,2011-10-07,43,99,202,316
Gulf of Aden,2011-10-08,44,99,200,317
Gulf of Aden,2011-10-09,44,97,196,315
Gulf of Aden,2011-10-10,45,98,195,316
Gulf of Aden,2011-10-11,44,98,191,316
Gulf of Aden,2011-10-12,44,98,189,313
Gulf of Aden,2011-10-13,44,98,188,311
Gulf of Aden,2011-10-14,43,97,184,309
Gulf of Aden,2011-10-15,44,97,184,309
Gulf of Aden,2011-10-16,44,98,183,310
Gulf of Aden,2011-10-17,44,97,179,309
Gulf of Aden,2011-10-18,42,96,178,308
Gulf of Aden,2011-10-19,41,95,178,307
Gulf of Aden,2011-10-20,38,95,178,307
Gulf of Aden,2011-10-21,37,93,178,307
Gulf of Aden,2011-10-22,37,93,177,306
Gulf of Aden,2011-10-23,38,94,177,305
Gulf of Aden,2011-10-24,38,94,177,305
Gulf of Aden,2011-10-25,38,93,176,303
Gulf of Aden,2011-10-26,38,93,176,303
Gulf of Aden,2011-10-27,38,93,175,303
Gulf of Aden,2011-10-28,38,93,175,301
Gulf of Aden,2011-10-29,38,93,173,300
Gulf of Aden,2011-10-30,38,92,171,300
Gulf of Aden,2011-10-31,41,94,173,303
Gulf of Aden,2011-11-01,42,92,174,303
Gulf of Aden,2011-11-02,42,91,172,303
Gulf of Aden,2011-11-03,42,91,172,303
Gulf of Aden,2011-11-04,41,90,172,300
Gulf of Aden,2011-11-05,41,90,170,299
Gulf of Aden,2011-11-06,41,88,169,292
Gulf of Aden,2011-11-07,40,87,168,290
Gulf of Aden,2011-11-08,40,87,168,288
Gulf of Aden,2011-11-09,39,86,166,288
Gulf of Aden,2011-11-10,38,84,165,287
Gulf of Aden,2011-11-11,39,84,166,288
Gulf of Aden,2011-11-12,39,83,166,288
Gulf of Aden,2011-11-13,39,82,166,283
Gulf of Aden,2011-11-14,39,82,166,283
Gulf of Aden,2011-11-15,38,83,166,279
Gulf of Aden,2011-11-16,38,82,165,274
Gulf of Aden,2011-11-17,38,81,165,269
Gulf of Aden,2011-11-18,38,80,166,268
Gulf of Aden,2011-11-19,37,80,166,265
Gulf of Aden,2011-11-20,38,81,167,265
Gulf of Aden,2011-11-21,37,79,166,264
Gulf of Aden,2011-11-22,36,78,160,262
Gulf of Aden,2011-11-23,36,78,160,262
Gulf of Aden,2011-11-24,36,78,159,259
Gulf of Aden,2011-11-25,36,77,157,259
Gulf of Aden,2011-11-26,36,77,156,259
Gulf of Aden,2011-11-27,35,75,155,259
Gulf of Aden,2011-11-28,35,75,150,259
Gulf of Aden,2011-11-29,36,76,146,260
Gulf of Aden,2011-11-30,38,78,145,261
Gulf of Aden,2011-12-01,38,78,144,261
Gulf of Aden,2011-12-02,38,78,144,261
Gulf of Aden,2011-12-03,38,77,144,261
Gulf of Aden,2011-12-04,39,77,145,262
Gulf of Aden,2011-12-05,39,77,143,259
Gulf of Aden,2011-12-06,39,77,142,259
Gulf of Aden,2011-12-07,38,76,141,259
Gulf of Aden,2011-12-08,38,70,141,256
Gulf of Aden,2011-12-09,36,69,141,254
Gulf of Aden,2011-12-10,36,69,140,253
Gulf of Aden,2011-12-11,36,69,139,253
Gulf of Aden,2011-12-12,36,68,139,252
Gulf of Aden,2011-12-13,36,67,139,252
Gulf of Aden,2011-12-14,35,67,139,251
Gulf of Aden,2011-12-15,35,67,139,251
Gulf of Aden,2011-12-16,35,67,137,250
Gulf of Aden,2011-12-17,35,67,136,246
Gulf of Aden,2011-12-18,35,67,134,246
Gulf of Aden,2011-12-19,37,69,133,248
Gulf of Aden,2011-12-20,37,69,132,247
Gulf of Aden,2011-12-21,37,68,132,247
Gulf of Aden,2011-12-22,37,68,131,244
Gulf of Aden,2011-12-23,36,66,130,244
Gulf of Aden,2011-12-24,34,66,128,244
Gulf of Aden,2011-12-25,34,66,128,244
Gulf of Aden,2011-12-26,34,65,128,244
Gulf of Aden,2011-12-27,30,66,127,240
Gulf of Aden,2011-12-28,29,66,126,238
Gulf of Aden,2011-12-29,29,66,126,233
Gulf of Aden,2011-12-30,29,66,126,232
Gulf of Aden,2011-12-31,22,66,124,232
Gulf of Aden,2012-01-01,21,66,124,227
Gulf of Aden,2012-01-02,21,65,124,226
Gulf of Aden,2012-01-03,21,65,122,225
Gulf of Aden,2012-01-04,26,69,126,229
Gulf of Aden,2012-01-05,27,70,126,229
Gulf of Aden,2012-01-06,26,70,125,226
Gulf of Aden,2012-01-07,26,70,123,222
Gulf of Aden,2012-01-08,25,70,123,220
Gulf of Aden,2012-01-09,25,69,123,216
Gulf of Aden,2012-01-10,25,69,123,214
Gulf of Aden,2012-01-11,25,69,123,213
Gulf of Aden,2012-01-12,29,72,126,213
Gulf of Aden,2012-01-13,27,71,124,211
Gulf of Aden,2012-01-14,27,71,125,210
Gulf of Aden,2012-01-15,27,71,124,206
Gulf of Aden,2012-01-16,29,71,125,207
Gulf of Aden,2012-01-17,30,71,125,208
Gulf of Aden,2012-01-18,30,68,125,208
Gulf of Aden,2012-01-19,30,67,123,208
Gulf of Aden,2012-01-20,30,67,123,207
Gulf of Aden,2012-01-21,29,67,123,206
Gulf of Aden,2012-01-22,29,67,123,206
Gulf of Aden,2012-01-23,29,67,122,205
Gulf of Aden,2012-01-24,30,68,123,206
Gulf of Aden,2012-01-25,30,68,123,205
Gulf of Aden,2012-01-26,30,68,123,205
Gulf of Aden,2012-01-27,30,68,123,203
Gulf of Aden,2012-01-28,31,69,123,202
Gulf of Aden,2012-01-29,28,69,122,201
Gulf of Aden,2012-01-30,27,69,119,201
Gulf of Aden,2012-01-31,27,69,118,199
Gulf of Aden,2012-02-01,27,69,118,199
Gulf of Aden,2012-02-02,27,68,117,199
Gulf of Aden,2012-02-03,27,68,117,197
Gulf of Aden,2012-02-04,27,68,115,196
Gulf of Aden,2012-02-05,27,67,114,195
Gulf of Aden,2012-02-06,29,69,116,197
Gulf of Aden,2012-02-07,31,70,117,197
Gulf of Aden,2012-02-08,32,70,116,197
Gulf of Aden,2012-02-09,32,71,116,198
Gulf of Aden,2012-02-10,32,71,115,198
Gulf of Aden,2012-02-11,32,71,114,198
Gulf of Aden,2012-02-12,32,71,114,198
Gulf of Aden,2012-02-13,31,69,114,197
Gulf of Aden,2012-02-14,31,69,113,196
Gulf of Aden,2012-02-15,32,70,113,197
Gulf of Aden,2012-02-16,31,69,111,197
Gulf of Aden,2012-02-17,32,69,112,198
Gulf of Aden,2012-02-18,31,69,112,198
Gulf of Aden,2012-02-19,31,68,110,197
Gulf of Aden,2012-02-20,31,67,109,191
Gulf of Aden,2012-02-21,31,67,109,191
Gulf of Aden,2012-02-22,32,68,110,191
Gulf of Aden,2012-02-23,32,68,109,189
Gulf of Aden,2012-02-24,32,68,109,188
Gulf of Aden,2012-02-25,34,69,109,189
Gulf of Aden,2012-02-26,34,69,109,184
Gulf of Aden,2012-02-27,34,70,110,180
Gulf of Aden,2012-02-28,34,72,112,179
Gulf of Aden,2012-02-29,34,72,112,178
Gulf of Aden,2012-03-01,34,72,112,178
Gulf of Aden,2012-03-02,36,74,113,180
Gulf of Aden,2012-03-03,35,74,112,180
Gulf of Aden,2012-03-04,35,74,112,178
Gulf of Aden,2012-03-05,35,74,112,177
Gulf of Aden,2012-03-06,37,75,113,178
Gulf of Aden,2012-03-07,37,75,107,178
Gulf of Aden,2012-03-08,37,73,106,178
Gulf of Aden,2012-03-09,37,73,106,177
Gulf of Aden,2012-03-10,38,74,107,177
Gulf of Aden,2012-03-11,41,77,109,180
Gulf of Aden,2012-03-12,41,77,108,180
Gulf of Aden,2012-03-13,41,76,108,180
Gulf of Aden,2012-03-14,41,76,108,180
Gulf of Aden,2012-03-15,41,76,108,178
Gulf of Aden,2012-03-16,41,76,108,177
Gulf of Aden,2012-03-17,43,78,110,177
Gulf of Aden,2012-03-18,41,78,110,174
Gulf of Aden,2012-03-19,42,79,111,174
Gulf of Aden,2012-03-20,42,79,110,174
Gulf of Aden,2012-03-21,42,79,110,173
Gulf of Aden,2012-03-22,43,79,109,173
Gulf of Aden,2012-03-23,45,79,111,173
Gulf of Aden,2012-03-24,48,82,114,176
Gulf of Aden,2012-03-25,50,84,115,178
Gulf of Aden,2012-03-26,50,80,116,177
Gulf of Aden,2012-03-27,50,79,116,176
Gulf of Aden,2012-03-28,52,81,118,178
Gulf of Aden,2012-03-29,52,81,118,178
Gulf of Aden,2012-03-30,52,74,118,176
Gulf of Aden,2012-03-31,52,73,118,176
Gulf of Aden,2012-04-01,52,73,117,176
Gulf of Aden,2012-04-02,52,73,117,174
Gulf of Aden,2012-04-03,47,73,116,173
Gulf of Aden,2012-04-04,48,75,118,174
Gulf of Aden,2012-04-05,48,74,118,173
Gulf of Aden,2012-04-06,49,75,119,172
Gulf of Aden,2012-04-07,49,74,119,172
Gulf of Aden,2012-04-08,49,74,118,172
Gulf of Aden,2012-04-09,50,75,119,173
Gulf of Aden,2012-04-10,50,75,119,173
Gulf of Aden,2012-04-11,46,75,118,172
Gulf of Aden,2012-04-12,46,73,117,170
Gulf of Aden,2012-04-13,45,72,116,170
Gulf of Aden,2012-04-14,46,73,117,170
Gulf of Aden,2012-04-15,44,73,115,169
Gulf of Aden,2012-04-16,43,73,114,168
Gulf of Aden,2012-04-17,43,73,111,168
Gulf of Aden,2012-04-18,43,73,110,166
Gulf of Aden,2012-04-19,43,73,110,166
Gulf of Aden,2012-04-20,43,72,110,166
Gulf of Aden,2012-04-21,44,73,111,167
Gulf of Aden,2012-04-22,44,73,111,166
Gulf of Aden,2012-04-23,43,73,111,166
Gulf of Aden,2012-04-24,44,74,112,167
Gulf of Aden,2012-04-25,44,74,112,167
Gulf of Aden,2012-04-26,46,76,114,169
Gulf of Aden,2012-04-27,45,76,114,168
Gulf of Aden,2012-04-28,45,73,114,167
Gulf of Aden,2012-04-29,46,73,115,165
Gulf of Aden,2012-04-30,46,73,115,164
Gulf of Aden,2012-05-01,46,73,115,164
Gulf of Aden,2012-05-02,46,73,114,163
Gulf of Aden,2012-05-03,46,73,114,163
Gulf of Aden,2012-05-04,48,75,116,163
Gulf of Aden,2012-05-05,48,75,115,162
Gulf of Aden,2012-05-06,46,75,115,162
Gulf of Aden,2012-05-07,47,78,117,164
Gulf of Aden,2012-05-08,46,78,116,162
Gulf of Aden,2012-05-09,46,78,117,162
Gulf of Aden,2012-05-10,49,81,120,164
Gulf of Aden,2012-05-11,49,81,120,163
Gulf of Aden,2012-05-12,49,81,120,163
Gulf of Aden,2012-05-13,49,80,118,163
Gulf of Aden,2012-05-14,49,80,118,162
Gulf of Aden,2012-05-15,48,80,118,161
Gulf of Aden,2012-05-16,48,79,117,159
Gulf of Aden,2012-05-17,47,79,116,159
Gulf of Aden,2012-05-18,47,78,116,159
Gulf of Aden,2012-05-19,47,78,115,157
Gulf of Aden,2012-05-20,47,78,114,156
Gulf of Aden,2012-05-21,47,78,114,156
Gulf of Aden,2012-05-22,46,78,114,156
Gulf of Aden,2012-05-23,48,80,116,157
Gulf of Aden,2012-05-24,48,80,116,157
Gulf of Aden,2012-05-25,46,80,115,155
Gulf of Aden,2012-05-26,46,80,115,155
Gulf of Aden,2012-05-27,45,79,115,155
Gulf of Aden,2012-05-28,43,77,115,155
Gulf of Aden,2012-05-29,43,77,115,155
Gulf of Aden,2012-05-30,43,77,115,155
Gulf of Aden,2012-05-31,41,77,115,154
Gulf of Aden,2012-06-01,41,76,115,153
Gulf of Aden,2012-06-02,41,76,115,153
Gulf of Aden,2012-06-03,41,76,115,153
Gulf of Aden,2012-06-04,39,76,114,152
Gulf of Aden,2012-06-05,39,76,114,146
Gulf of Aden,2012-06-06,39,76,112,145
Gulf of Aden,2012-06-07,42,79,115,148
Gulf of Aden,2012-06-08,41,79,115,148
Gulf of Aden,2012-06-09,39,80,116,148
Gulf of Aden,2012-06-10,39,80,116,147
Gulf of Aden,2012-06-11,39,80,115,147
Gulf of Aden,2012-06-12,40,81,116,148
Gulf of Aden,2012-06-13,40,81,116,148
Gulf of Aden,2012-06-14,40,81,116,148
Gulf of Aden,2012-06-15,38,81,116,148
Gulf of Aden,2012-06-16,38,79,116,148
Gulf of Aden,2012-06-17,37,79,116,148
Gulf of Aden,2012-06-18,39,81,118,149
Gulf of Aden,2012-06-19,39,81,118,149
Gulf of Aden,2012-06-20,40,83,119,149
Gulf of Aden,2012-06-21,38,83,117,149
Gulf of Aden,2012-06-22,35,83,117,149
Gulf of Aden,2012-06-23,33,83,117,148
Gulf of Aden,2012-06-24,32,82,112,148
Gulf of Aden,2012-06-25,33,83,112,149
Gulf of Aden,2012-06-26,31,83,112,149
Gulf of Aden,2012-06-27,32,84,113,150
Gulf of Aden,2012-06-28,32,84,106,150
Gulf of Aden,2012-06-29,32,84,105,150
Gulf of Aden,2012-06-30,32,84,105,149
Gulf of Aden,2012-07-01,32,84,105,149
Gulf of Aden,2012-07-02,32,79,105,148
Gulf of Aden,2012-07-03,30,78,105,148
Gulf of Aden,2012-07-04,30,78,104,148
Gulf of Aden,2012-07-05,29,78,104,148
Gulf of Aden,2012-07-06,29,78,103,148
Gulf of Aden,2012-07-07,29,78,103,147
Gulf of Aden,2012-07-08,28,78,103,147
Gulf of Aden,2012-07-09,28,78,103,147
Gulf of Aden,2012-07-10,28,74,103,146
Gulf of Aden,2012-07-11,28,74,101,145
Gulf of Aden,2012-07-12,28,73,100,144
Gulf of Aden,2012-07-13,27,73,100,144
Gulf of Aden,2012-07-14,27,71,100,142
Gulf of Aden,2012-07-15,27,70,100,141
Gulf of Aden,2012-07-16,27,70,100,138
Gulf of Aden,2012-07-17,27,70,100,137
Gulf of Aden,2012-07-18,27,70,100,137
Gulf of Aden,2012-07-19,27,70,99,137
Gulf of Aden,2012-07-20,26,70,99,137
Gulf of Aden,2012-07-21,26,70,99,137
Gulf of Aden,2012-07-22,26,69,99,137
Gulf of Aden,2012-07-23,25,69,99,137
Gulf of Aden,2012-07-24,25,69,99,137
Gulf of Aden,2012-07-25,23,69,99,137
Gulf of Aden,2012-07-26,23,68,99,137
Gulf of Aden,2012-07-27,24,69,97,138
Gulf of Aden,2012-07-28,23,69,96,138
Gulf of Aden,2012-07-29,23,69,96,138
Gulf of Aden,2012-07-30,23,69,96,138
Gulf of Aden,2012-07-31,23,69,96,137
Gulf of Aden,2012-08-01,23,69,96,137
Gulf of Aden,2012-08-02,21,69,96,137
Gulf of Aden,2012-08-03,21,69,96,136
Gulf of Aden,2012-08-04,21,67,96,136
Gulf of Aden,2012-08-05,18,65,96,135
Gulf of Aden,2012-08-06,18,64,96,134
Gulf of Aden,2012-08-07,17,63,95,134
Gulf of Aden,2012-08-08,14,63,95,134
Gulf of Aden,2012-08-09,14,63,95,134
Gulf of Aden,2012-08-10,14,63,95,134
Gulf of Aden,2012-08-11,14,63,94,132
Gulf of Aden,2012-08-12,14,63,94,132
Gulf of Aden,2012-08-13,14,62,94,132
Gulf of Aden,2012-08-14,14,62,93,131
Gulf of Aden,2012-08-15,14,61,93,130
Gulf of Aden,2012-08-16,14,61,92,130
Gulf of Aden,2012-08-17,14,61,92,129
Gulf of Aden,2012-08-18,14,61,92,128
Gulf of Aden,2012-08-19,14,61,92,128
Gulf of Aden,2012-08-20,14,60,92,128
Gulf of Aden,2012-08-21,12,60,92,128
Gulf of Aden,2012-08-22,12,60,92,128
Gulf of Aden,2012-08-23,12,58,92,127
Gulf of Aden,2012-08-24,12,58,92,127
Gulf of Aden,2012-08-25,12,57,91,127
Gulf of Aden,2012-08-26,12,55,89,127
Gulf of Aden,2012-08-27,12,55,89,127
Gulf of Aden,2012-08-28,12,55,89,127
Gulf of Aden,2012-08-29,12,53,89,127
Gulf of Aden,2012-08-30,12,53,88,127
Gulf of Aden,2012-08-31,12,53,88,127
Gulf of Aden,2012-09-01,12,53,88,127
Gulf of Aden,2012-09-02,12,51,88,126
Gulf of Aden,2012-09-03,12,51,88,126
Gulf of Aden,2012-09-04,12,51,88,124
Gulf of Aden,2012-09-05,9,51,88,124
Gulf of Aden,2012-09-06,9,50,88,124
Gulf of Aden,2012-09-07,8,47,88,124
Gulf of Aden,2012-09-08,8,47,88,124
Gulf of Aden,2012-09-09,8,47,88,123
Gulf of Aden,2012-09-10,7,47,88,123
Gulf of Aden,2012-09-11,7,47,88,123
Gulf of Aden,2012-09-12,7,47,88,123
Gulf of Aden,2012-09-13,7,45,88,123
Gulf of Aden,2012-09-14,7,45,86,123
Gulf of Aden,2012-09-15,7,44,86,123
Gulf of Aden,2012-09-16,5,44,86,123
Gulf of Aden,2012-09-17,5,44,86,123
Gulf of Aden,2012-09-18,3,43,86,122
Gulf of Aden,2012-09-19,3,41,86,120
Gulf of Aden,2012-09-20,3,38,86,120
Gulf of Aden,2012-09-21,3,36,86,120
Gulf of Aden,2012-09-22,3,35,85,115
Gulf of Aden,2012-09-23,2,35,85,114
Gulf of Aden,2012-09-24,3,34,86,115
Gulf of Aden,2012-09-25,2,34,86,115
Gulf of Aden,2012-09-26,2,34,86,108
Gulf of Aden,2012-09-27,2,34,86,107
Gulf of Aden,2012-09-28,2,34,86,107
Gulf of Aden,2012-09-29,2,34,86,107
Gulf of Aden,2012-09-30,2,34,81,107
Gulf of Aden,2012-10-01,2,32,80,107
Gulf of Aden,2012-10-02,2,32,80,106
Gulf of Aden,2012-10-03,2,31,80,106
Gulf of Aden,2012-10-04,2,31,80,105
Gulf of Aden,2012-10-05,2,31,80,105
Gulf of Aden,2012-10-06,2,30,80,105
Gulf of Aden,2012-10-07,2,30,80,105
Gulf of Aden,2012-10-08,2,30,76,105
Gulf of Aden,2012-10-09,2,30,76,103
Gulf of Aden,2012-10-10,4,32,77,104
Gulf of Aden,2012-10-11,4,31,77,104
Gulf of Aden,2012-10-12,4,31,75,104
Gulf of Aden,2012-10-13,4,31,74,104
Gulf of Aden,2012-10-14,4,31,74,104
Gulf of Aden,2012-10-15,4,31,74,104
Gulf of Aden,2012-10-16,4,31,74,104
Gulf of Aden,2012-10-17,4,31,74,103
Gulf of Aden,2012-10-18,4,30,74,103
Gulf of Aden,2012-10-19,6,32,76,105
Gulf of Aden,2012-10-20,6,32,75,105
Gulf of Aden,2012-10-21,6,31,75,105
Gulf of Aden,2012-10-22,6,31,75,105
Gulf of Aden,2012-10-23,6,29,75,105
Gulf of Aden,2012-10-24,7,30,75,106
Gulf of Aden,2012-10-25,6,30,75,103
Gulf of Aden,2012-10-26,6,29,75,102
Gulf of Aden,2012-10-27,6,29,75,102
Gulf of Aden,2012-10-28,6,29,75,102
Gulf of Aden,2012-10-29,6,29,75,102
Gulf of Aden,2012-10-30,6,29,75,102
Gulf of Aden,2012-10-31,6,27,75,102
Gulf of Aden,2012-11-01,8,29,77,104
Gulf of Aden,2012-11-02,8,29,75,104
Gulf of Aden,2012-11-03,8,26,73,104
Gulf of Aden,2012-11-04,8,26,72,104
Gulf of Aden,2012-11-05,8,25,71,103
Gulf of Aden,2012-11-06,8,22,71,103
Gulf of Aden,2012-11-07,8,22,71,103
Gulf of Aden,2012-11-08,8,22,71,103
Gulf of Aden,2012-11-09,8,22,71,102
Gulf of Aden,2012-11-10,8,22,71,102
Gulf of Aden,2012-11-11,8,22,70,102
Gulf of Aden,2012-11-12,8,22,70,101
Gulf of Aden,2012-11-13,8,22,69,101
Gulf of Aden,2012-11-14,8,22,69,100
Gulf of Aden,2012-11-15,8,22,69,100
Gulf of Aden,2012-11-16,8,22,69,100
Gulf of Aden,2012-11-17,8,22,69,100
Gulf of Aden,2012-11-18,8,22,68,100
Gulf of Aden,2012-11-19,8,20,68,100
Gulf of Aden,2012-11-20,8,20,68,100
Gulf of Aden,2012-11-21,8,20,66,100
Gulf of Aden,2012-11-22,8,20,66,100
Gulf of Aden,2012-11-23,8,20,65,99
Gulf of Aden,2012-11-24,8,20,63,97
Gulf of Aden,2012-11-25,8,20,63,97
Gulf of Aden,2012-11-26,8,20,63,97
Gulf of Aden,2012-11-27,8,20,61,97
Gulf of Aden,2012-11-28,9,21,62,97
Gulf of Aden,2012-11-29,9,21,62,97
Gulf of Aden,2012-11-30,9,21,62,97
Gulf of Aden,2012-12-01,9,21,60,97
Gulf of Aden,2012-12-02,9,21,60,97
Gulf of Aden,2012-12-03,9,21,60,97
Gulf of Aden,2012-12-04,9,18,60,97
Gulf of Aden,2012-12-05,9,18,59,97
Gulf of Aden,2012-12-06,9,17,56,97
Gulf of Aden,2012-12-07,9,17,56,97
Gulf of Aden,2012-12-08,9,17,56,97
Gulf of Aden,2012-12-09,9,16,56,97
Gulf of Aden,2012-12-10,9,16,56,97
Gulf of Aden,2012-12-11,9,16,56,97
Gulf of Aden,2012-12-12,9,16,54,97
Gulf of Aden,2012-12-13,9,16,54,95
Gulf of Aden,2012-12-14,9,16,53,95
Gulf of Aden,2012-12-15,12,17,56,98
Gulf of Aden,2012-12-16,13,18,57,99
Gulf of Aden,2012-12-17,13,16,56,99
Gulf of Aden,2012-12-18,13,16,54,99
Gulf of Aden,2012-12-19,13,16,51,99
Gulf of Aden,2012-12-20,16,19,52,102
Gulf of Aden,2012-12-21,16,19,51,101
Gulf of Aden,2012-12-22,16,18,51,101
Gulf of Aden,2012-12-23,15,18,49,101
Gulf of Aden,2012-12-24,15,17,49,101
Gulf of Aden,2012-12-25,15,17,49,101
Gulf of Aden,2012-12-26,15,17,49,101
Gulf of Aden,2012-12-27,16,18,50,102
Gulf of Aden,2012-12-28,16,18,50,102
Gulf of Aden,2012-12-29,16,18,50,97
Gulf of Aden,2012-12-30,16,18,48,96
Gulf of Aden,2012-12-31,16,18,48,96
Gulf of Aden,2013-01-01,17,19,48,97
Gulf of Aden,2013-01-02,17,19,48,97
Gulf of Aden,2013-01-03,17,19,48,97
Gulf of Aden,2013-01-04,17,19,47,97
Gulf of Aden,2013-01-05,18,20,48,98
Gulf of Aden,2013-01-06,18,20,48,94
Gulf of Aden,2013-01-07,18,20,48,94
Gulf of Aden,2013-01-08,17,21,49,94
Gulf of Aden,2013-01-09,17,21,48,94
Gulf of Aden,2013-01-10,17,21,48,92
Gulf of Aden,2013-01-11,17,21,48,91
Gulf of Aden,2013-01-12,17,21,48,91
Gulf of Aden,2013-01-13,17,21,48,91
Gulf of Aden,2013-01-14,17,21,48,91
Gulf of Aden,2013-01-15,17,21,48,91
Gulf of Aden,2013-01-16,17,21,47,91
Gulf of Aden,2013-01-17,15,21,47,91
Gulf of Aden,2013-01-18,15,21,47,90
Gulf of Aden,2013-01-19,15,21,46,90
Gulf of Aden,2013-01-20,15,21,46,90
Gulf of Aden,2013-01-21,15,21,44,90
Gulf of Aden,2013-01-22,14,21,44,89
Gulf of Aden,2013-01-23,14,20,44,89
Gulf of Aden,2013-01-24,14,20,43,89
Gulf of Aden,2013-01-25,14,20,43,89
Gulf of Aden,2013-01-26,14,20,43,89
Gulf of Aden,2013-01-27,14,20,43,89
Gulf of Aden,2013-01-28,14,20,43,89
Gulf of Aden,2013-01-29,14,20,41,89
Gulf of Aden,2013-01-30,12,20,41,89
Gulf of Aden,2013-01-31,13,21,42,88
Gulf of Aden,2013-02-01,13,21,39,86
Gulf of Aden,2013-02-02,13,21,39,85
Gulf of Aden,2013-02-03,13,21,38,84
Gulf of Aden,2013-02-04,13,21,35,84
Gulf of Aden,2013-02-05,13,21,35,84
Gulf of Aden,2013-02-06,13,21,35,84
Gulf of Aden,2013-02-07,13,21,35,84
Gulf of Aden,2013-02-08,13,21,35,84
Gulf of Aden,2013-02-09,13,21,35,83
Gulf of Aden,2013-02-10,13,21,35,83
Gulf of Aden,2013-02-11,13,21,35,82
Gulf of Aden,2013-02-12,13,21,35,82
Gulf of Aden,2013-02-13,13,21,35,82
Gulf of Aden,2013-02-14,13,21,35,82
Gulf of Aden,2013-02-15,13,21,35,82
Gulf of Aden,2013-02-16,13,21,35,81
Gulf of Aden,2013-02-17,13,21,33,81
Gulf of Aden,2013-02-18,14,22,34,82
Gulf of Aden,2013-02-19,14,22,34,80
Gulf of Aden,2013-02-20,14,22,34,80
Gulf of Aden,2013-02-21,14,22,34,79
Gulf of Aden,2013-02-22,15,23,35,78
Gulf of Aden,2013-02-23,15,23,35,78
Gulf of Aden,2013-02-24,15,23,35,78
Gulf of Aden,2013-02-25,16,24,36,77
Gulf of Aden,2013-02-26,15,24,36,77
Gulf of Aden,2013-02-27,15,24,36,77
Gulf of Aden,2013-02-28,15,24,36,77
Gulf of Aden,2013-03-01,15,24,36,75
Gulf of Aden,2013-03-02,15,24,36,75
Gulf of Aden,2013-03-03,15,24,36,75
Gulf of Aden,2013-03-04,16,25,34,76
Gulf of Aden,2013-03-05,16,25,34,75
