date,fuel_index,price_usd_mt
2013-03-10,BIX 180 CST,694.65
2013-03-11,BIX 180 CST,692.95
2013-03-12,BIX 180 CST,692.65
2013-03-13,BIX 180 CST,694.84
2013-03-14,BIX 180 CST,690.51
2013-03-15,BIX 180 CST,692.3
2013-03-16,BIX 180 CST,692.3
2013-03-17,BIX 180 CST,692.3
2013-03-18,BIX 180 CST,692.69
2013-03-19,BIX 180 CST,691.55
2013-03-20,BIX 180 CST,689.42
2013-03-21,BIX 180 CST,685.57
2013-03-22,BIX 180 CST,687.76
2013-03-23,BIX 180 CST,687.76
2013-03-24,BIX 180 CST,687.76
2013-03-25,BIX 180 CST,686.86
2013-03-26,BIX 180 CST,689.34
2013-03-27,BIX 180 CST,690.77
2013-03-28,BIX 180 CST,689.53
2013-03-29,BIX 180 CST,689.53
2013-03-30,BIX 180 CST,689.53
2013-03-31,BIX 180 CST,689.53
2013-04-01,BIX 180 CST,689.53
2013-04-02,BIX 180 CST,695.17
2013-04-03,BIX 180 CST,694.98
2013-04-04,BIX 180 CST,687.14
2013-04-05,BIX 180 CST,681.44
2013-04-06,BIX 180 CST,681.44
2013-04-07,BIX 180 CST,681.44
2013-04-08,BIX 180 CST,680.4
2013-04-09,BIX 180 CST,680.07
2013-04-10,BIX 180 CST,681.94
2013-04-11,BIX 180 CST,680.58
2013-04-12,BIX 180 CST,676.58
2013-04-13,BIX 180 CST,676.58
2013-04-14,BIX 180 CST,676.58
2013-04-15,BIX 180 CST,670.66
2013-04-16,BIX 180 CST,661.44
2013-04-17,BIX 180 CST,663.22
2013-04-18,BIX 180 CST,658.72
2013-04-19,BIX 180 CST,660.93
2013-04-20,BIX 180 CST,660.93
2013-04-21,BIX 180 CST,660.93
2013-04-22,BIX 180 CST,660.34
2013-04-23,BIX 180 CST,656.86
2013-04-24,BIX 180 CST,657.31
2013-04-25,BIX 180 CST,659.7
2013-04-26,BIX 180 CST,666.66
2013-04-27,BIX 180 CST,666.66
2013-04-28,BIX 180 CST,666.66
2013-04-29,BIX 180 CST,668.92
2013-04-30,BIX 180 CST,669.39
2013-05-01,BIX 180 CST,669.39
2013-05-02,BIX 180 CST,664.31
2013-05-03,BIX 180 CST,669.64
2013-05-04,BIX 180 CST,669.64
2013-05-05,BIX 180 CST,669.64
2013-05-06,BIX 180 CST,669.64
2013-05-07,BIX 180 CST,675.93
2013-05-08,BIX 180 CST,674.9
2013-05-09,BIX 180 CST,675.29
2013-05-10,BIX 180 CST,671.81
2013-05-11,BIX 180 CST,671.81
2013-05-12,BIX 180 CST,671.81
2013-05-13,BIX 180 CST,671.61
2013-05-14,BIX 180 CST,669.14
2013-05-15,BIX 180 CST,667.27
2013-05-16,BIX 180 CST,663.94
2013-05-17,BIX 180 CST,667.13
2013-05-18,BIX 180 CST,667.13
2013-05-19,BIX 180 CST,667.13
2013-05-20,BIX 180 CST,669.74
2013-05-21,BIX 180 CST,671.08
2013-05-22,BIX 180 CST,665.86
2013-05-23,BIX 180 CST,662.46
2013-05-24,BIX 180 CST,661.04
2013-05-25,BIX 180 CST,661.04
2013-05-26,BIX 180 CST,661.04
2013-05-27,BIX 180 CST,661.04
2013-05-28,BIX 180 CST,662.6
2013-05-29,BIX 180 CST,667.55
2013-05-30,BIX 180 CST,665.46
2013-05-31,BIX 180 CST,663.25
2013-06-01,BIX 180 CST,663.25
2013-06-02,BIX 180 CST,663.25
2013-06-03,BIX 180 CST,660.06
2013-06-04,BIX 180 CST,663.04
2013-06-05,BIX 180 CST,665
2013-06-06,BIX 180 CST,667.07
2013-06-07,BIX 180 CST,667.84
2013-06-08,BIX 180 CST,667.84
2013-06-09,BIX 180 CST,667.84
2013-06-10,BIX 180 CST,666.74
2013-06-11,BIX 180 CST,666.52
2013-06-12,BIX 180 CST,666.24
2013-06-13,BIX 180 CST,669.16
2013-06-14,BIX 180 CST,669.86
2013-06-15,BIX 180 CST,669.86
2013-06-16,BIX 180 CST,669.86
2013-06-17,BIX 180 CST,675.73
2013-06-18,BIX 180 CST,674.58
2013-06-19,BIX 180 CST,675.43
2013-06-20,BIX 180 CST,673.63
2013-06-21,BIX 180 CST,665.42
2013-06-22,BIX 180 CST,665.42
2013-06-23,BIX 180 CST,665.42
2013-06-24,BIX 180 CST,661.8
2013-06-25,BIX 180 CST,661.17
2013-06-26,BIX 180 CST,660.16
2013-06-27,BIX 180 CST,658.69
2013-06-28,BIX 180 CST,659.51
2013-06-29,BIX 180 CST,659.51
2013-06-30,BIX 180 CST,659.51
2013-07-01,BIX 180 CST,660.07
2013-07-02,BIX 180 CST,661.29
2013-07-03,BIX 180 CST,663.33
2013-07-04,BIX 180 CST,662.2
2013-07-05,BIX 180 CST,665.5
2013-07-06,BIX 180 CST,665.5
2013-07-07,BIX 180 CST,665.5
2013-07-08,BIX 180 CST,666
2013-07-09,BIX 180 CST,667.18
2013-07-10,BIX 180 CST,668.42
2013-07-11,BIX 180 CST,668.9
2013-07-12,BIX 180 CST,668.32
2013-07-13,BIX 180 CST,668.32
2013-07-14,BIX 180 CST,668.32
2013-07-15,BIX 180 CST,668.17
2013-07-16,BIX 180 CST,667.12
2013-07-17,BIX 180 CST,667.73
2013-07-18,BIX 180 CST,669.96
2013-07-19,BIX 180 CST,669.9
2013-07-20,BIX 180 CST,669.9
2013-07-21,BIX 180 CST,669.9
2013-07-22,BIX 180 CST,668.52
2013-07-23,BIX 180 CST,666.63
2013-07-24,BIX 180 CST,665.99
2013-07-25,BIX 180 CST,665.03
2013-07-26,BIX 180 CST,666.28
2013-07-27,BIX 180 CST,666.28
2013-07-28,BIX 180 CST,666.28
2013-07-29,BIX 180 CST,665.41
2013-07-30,BIX 180 CST,664.13
2013-07-31,BIX 180 CST,664.16
2013-08-01,BIX 180 CST,665.52
2013-08-02,BIX 180 CST,671.46
2013-08-03,BIX 180 CST,671.46
2013-08-04,BIX 180 CST,671.46
2013-08-05,BIX 180 CST,671.11
2013-08-06,BIX 180 CST,670.76
2013-08-07,BIX 180 CST,666.71
2013-08-08,BIX 180 CST,663.61
2013-08-09,BIX 180 CST,658.17
2013-08-10,BIX 180 CST,658.17
2013-08-11,BIX 180 CST,658.17
2013-08-12,BIX 180 CST,660.74
2013-08-13,BIX 180 CST,663.87
2013-08-14,BIX 180 CST,665.37
2013-08-15,BIX 180 CST,663.06
2013-08-16,BIX 180 CST,667.6
2013-08-17,BIX 180 CST,667.6
2013-08-18,BIX 180 CST,667.6
2013-08-19,BIX 180 CST,667.76
2013-08-20,BIX 180 CST,667.79
2013-08-21,BIX 180 CST,667.25
2013-08-22,BIX 180 CST,666.5
2013-08-23,BIX 180 CST,664.41
2013-08-24,BIX 180 CST,664.41
2013-08-25,BIX 180 CST,664.41
2013-08-26,BIX 180 CST,667.09
2013-08-27,BIX 180 CST,670.48
2013-08-28,BIX 180 CST,676.58
2013-08-29,BIX 180 CST,679.9
2013-08-30,BIX 180 CST,678.01
2013-08-31,BIX 180 CST,678.01
2013-09-01,BIX 180 CST,678.01
2013-09-02,BIX 180 CST,675.19
2013-09-03,BIX 180 CST,670.53
2013-09-04,BIX 180 CST,669.4
2013-09-05,BIX 180 CST,672.04
2013-09-06,BIX 180 CST,670.15
2013-09-07,BIX 180 CST,670.15
2013-09-08,BIX 180 CST,670.15
2013-09-09,BIX 180 CST,672.48
2013-09-10,BIX 180 CST,668.52
2013-09-11,BIX 180 CST,663.97
2013-09-12,BIX 180 CST,663.89
2013-09-13,BIX 180 CST,665.23
2013-09-14,BIX 180 CST,665.23
2013-09-15,BIX 180 CST,665.23
2013-09-16,BIX 180 CST,662.97
2013-09-17,BIX 180 CST,660.87
2013-09-18,BIX 180 CST,661.34
2013-09-19,BIX 180 CST,663.66
2013-09-20,BIX 180 CST,660.4
2013-09-21,BIX 180 CST,660.4
2013-09-22,BIX 180 CST,660.4
2013-09-23,BIX 180 CST,659.02
2013-09-24,BIX 180 CST,659.59
2013-09-25,BIX 180 CST,660.23
2013-09-26,BIX 180 CST,662.76
2013-09-27,BIX 180 CST,662.14
2013-09-28,BIX 180 CST,662.14
2013-09-29,BIX 180 CST,662.14
2013-09-30,BIX 180 CST,662.11
2013-10-01,BIX 180 CST,661.52
2013-10-02,BIX 180 CST,659.23
2013-10-03,BIX 180 CST,662.22
2013-10-04,BIX 180 CST,662.44
2013-10-05,BIX 180 CST,662.44
2013-10-06,BIX 180 CST,662.44
2013-10-07,BIX 180 CST,659.98
2013-10-08,BIX 180 CST,659.39
2013-10-09,BIX 180 CST,658.05
2013-10-10,BIX 180 CST,659.19
2013-10-11,BIX 180 CST,661.1
2013-10-12,BIX 180 CST,661.1
2013-10-13,BIX 180 CST,661.1
2013-10-14,BIX 180 CST,659.09
2013-10-15,BIX 180 CST,658.92
2013-10-16,BIX 180 CST,660.53
2013-10-17,BIX 180 CST,661.12
2013-10-18,BIX 180 CST,659.75
2013-10-19,BIX 180 CST,659.75
2013-10-20,BIX 180 CST,659.75
2013-10-21,BIX 180 CST,660.62
2013-10-22,BIX 180 CST,661.08
2013-10-23,BIX 180 CST,658.75
2013-10-24,BIX 180 CST,657.63
2013-10-25,BIX 180 CST,657.85
2013-10-26,BIX 180 CST,657.85
2013-10-27,BIX 180 CST,657.85
2013-10-28,BIX 180 CST,657.63
2013-10-29,BIX 180 CST,659.08
2013-10-30,BIX 180 CST,658.74
2013-10-31,BIX 180 CST,659.38
2013-11-01,BIX 180 CST,655.22
2013-11-02,BIX 180 CST,655.22
2013-11-03,BIX 180 CST,655.22
2013-11-04,BIX 180 CST,654.66
2013-11-05,BIX 180 CST,651.72
2013-11-06,BIX 180 CST,651.03
2013-11-07,BIX 180 CST,649.1
2013-11-08,BIX 180 CST,646.77
2013-11-09,BIX 180 CST,646.77
2013-11-10,BIX 180 CST,646.77
2013-11-11,BIX 180 CST,648.51
2013-11-12,BIX 180 CST,649.63
2013-11-13,BIX 180 CST,647.07
2013-11-14,BIX 180 CST,647.58
2013-11-15,BIX 180 CST,651.52
2013-11-16,BIX 180 CST,651.52
2013-11-17,BIX 180 CST,651.52
2013-11-18,BIX 180 CST,650.52
2013-11-19,BIX 180 CST,651.37
2013-11-20,BIX 180 CST,653.04
2013-11-21,BIX 180 CST,654.25
2013-11-22,BIX 180 CST,657.38
2013-11-23,BIX 180 CST,657.38
2013-11-24,BIX 180 CST,657.38
2013-11-25,BIX 180 CST,656.5
2013-11-26,BIX 180 CST,657.67
2013-11-27,BIX 180 CST,657.96
2013-11-28,BIX 180 CST,658.05
2013-11-29,BIX 180 CST,654.65
2013-11-30,BIX 180 CST,654.65
2013-12-01,BIX 180 CST,654.65
2013-12-02,BIX 180 CST,657.34
2013-12-03,BIX 180 CST,660.3
2013-12-04,BIX 180 CST,660.98
2013-12-05,BIX 180 CST,662.5
2013-12-06,BIX 180 CST,657.92
2013-12-07,BIX 180 CST,657.92
2013-12-08,BIX 180 CST,657.92
2013-12-09,BIX 180 CST,657.34
2013-12-10,BIX 180 CST,658.63
2013-12-11,BIX 180 CST,658.69
2013-12-12,BIX 180 CST,660.14
2013-12-13,BIX 180 CST,660.71
2013-12-14,BIX 180 CST,660.71
2013-12-15,BIX 180 CST,660.71
2013-12-16,BIX 180 CST,657.18
2013-12-17,BIX 180 CST,660.62
2013-12-18,BIX 180 CST,658.87
2013-12-19,BIX 180 CST,659.35
2013-12-20,BIX 180 CST,661.19
2013-12-21,BIX 180 CST,661.19
2013-12-22,BIX 180 CST,661.19
2013-12-23,BIX 180 CST,662.48
2013-12-24,BIX 180 CST,664.06
2013-12-25,BIX 180 CST,664.06
2013-12-26,BIX 180 CST,664.06
2013-12-27,BIX 180 CST,663.29
2013-12-28,BIX 180 CST,663.29
2013-12-29,BIX 180 CST,663.29
2013-12-30,BIX 180 CST,665.25
2013-12-31,BIX 180 CST,663.01
2014-01-01,BIX 180 CST,663.01
2014-01-02,BIX 180 CST,664.73
2014-01-03,BIX 180 CST,661.42
2014-01-04,BIX 180 CST,661.42
2014-01-05,BIX 180 CST,661.42
2014-01-06,BIX 180 CST,657.47
2014-01-07,BIX 180 CST,658.87
2014-01-08,BIX 180 CST,656.99
2014-01-09,BIX 180 CST,656.08
2014-01-10,BIX 180 CST,654.4
2014-01-11,BIX 180 CST,654.4
2014-01-12,BIX 180 CST,654.4
2014-01-13,BIX 180 CST,653.48
2014-01-14,BIX 180 CST,653.05
2014-01-15,BIX 180 CST,653.13
2014-01-16,BIX 180 CST,654.76
2014-01-17,BIX 180 CST,653.8
2014-01-18,BIX 180 CST,653.8
2014-01-19,BIX 180 CST,653.8
2014-01-20,BIX 180 CST,653.86
2014-01-21,BIX 180 CST,653.95
2014-01-22,BIX 180 CST,653.85
2014-01-23,BIX 180 CST,654.3
2014-01-24,BIX 180 CST,654.71
2014-01-25,BIX 180 CST,654.71
2014-01-26,BIX 180 CST,654.71
2014-01-27,BIX 180 CST,651.87
2014-01-28,BIX 180 CST,655.52
2014-01-29,BIX 180 CST,657.72
2014-01-30,BIX 180 CST,658.87
2014-01-31,BIX 180 CST,659.06
2014-02-01,BIX 180 CST,659.06
2014-02-02,BIX 180 CST,659.06
2014-02-03,BIX 180 CST,656
2014-02-04,BIX 180 CST,655.5
2014-02-05,BIX 180 CST,656.77
2014-02-06,BIX 180 CST,658.28
2014-02-07,BIX 180 CST,658.29
2014-02-08,BIX 180 CST,658.29
2014-02-09,BIX 180 CST,658.29
2014-02-10,BIX 180 CST,662.31
2014-02-11,BIX 180 CST,660.66
2014-02-12,BIX 180 CST,659.93
2014-02-13,BIX 180 CST,658.81
2014-02-14,BIX 180 CST,657.86
2014-02-15,BIX 180 CST,657.86
2014-02-16,BIX 180 CST,657.86
2014-02-17,BIX 180 CST,660.29
2014-02-18,BIX 180 CST,661.9
2014-02-19,BIX 180 CST,663.62
2014-02-20,BIX 180 CST,666.18
2014-02-21,BIX 180 CST,666.52
2014-02-22,BIX 180 CST,666.52
2014-02-23,BIX 180 CST,666.52
2014-02-24,BIX 180 CST,666.68
2014-02-25,BIX 180 CST,667.47
2014-02-26,BIX 180 CST,666.29
2014-02-27,BIX 180 CST,664.98
2014-02-28,BIX 180 CST,664.13
2014-03-01,BIX 180 CST,664.13
2014-03-02,BIX 180 CST,664.13
2014-03-03,BIX 180 CST,664.36
2014-03-04,BIX 180 CST,667.73
2014-03-05,BIX 180 CST,663.97
2014-03-06,BIX 180 CST,665.04
2014-03-07,BIX 180 CST,664.73
2014-03-08,BIX 180 CST,664.73
2014-03-09,BIX 180 CST,664.73
2014-03-10,BIX 180 CST,664.63
2014-03-11,BIX 180 CST,663.55
2014-03-12,BIX 180 CST,660.58
2014-03-13,BIX 180 CST,661.74
2014-03-14,BIX 180 CST,661.22
2014-03-15,BIX 180 CST,661.22
2014-03-16,BIX 180 CST,661.22
2014-03-17,BIX 180 CST,662.47
2014-03-18,BIX 180 CST,660.35
2014-03-19,BIX 180 CST,658.42
2014-03-20,BIX 180 CST,658.46
2014-03-21,BIX 180 CST,658.01
2014-03-22,BIX 180 CST,658.01
2014-03-23,BIX 180 CST,658.01
2014-03-24,BIX 180 CST,658.63
2014-03-25,BIX 180 CST,656.52
2014-03-26,BIX 180 CST,657.79
2014-03-27,BIX 180 CST,657.17
2014-03-28,BIX 180 CST,654.16
2014-03-29,BIX 180 CST,654.16
2014-03-30,BIX 180 CST,654.16
2014-03-31,BIX 180 CST,656.36
2014-04-01,BIX 180 CST,653.87
2014-04-02,BIX 180 CST,659.61
2014-04-03,BIX 180 CST,654.98
2014-04-04,BIX 180 CST,652.59
2014-04-05,BIX 180 CST,652.59
2014-04-06,BIX 180 CST,652.59
2014-04-07,BIX 180 CST,658.76
2014-04-08,BIX 180 CST,655.88
2014-04-09,BIX 180 CST,656.02
2014-04-10,BIX 180 CST,658.89
2014-04-11,BIX 180 CST,657.91
2014-04-12,BIX 180 CST,657.91
2014-04-13,BIX 180 CST,657.91
2014-04-14,BIX 180 CST,657.45
2014-04-15,BIX 180 CST,658.68
2014-04-16,BIX 180 CST,658.78
2014-04-17,BIX 180 CST,657.39
2014-04-18,BIX 180 CST,657.39
2014-04-19,BIX 180 CST,657.39
2014-04-20,BIX 180 CST,657.39
2014-04-21,BIX 180 CST,657.39
2014-04-22,BIX 180 CST,657.9
2014-04-23,BIX 180 CST,658.78
2014-04-24,BIX 180 CST,659.32
2014-04-25,BIX 180 CST,657.56
2014-04-26,BIX 180 CST,657.56
2014-04-27,BIX 180 CST,657.56
2014-04-28,BIX 180 CST,659.3
2014-04-29,BIX 180 CST,658.9
2014-04-30,BIX 180 CST,657.96
2014-05-01,BIX 180 CST,657.96
2014-05-02,BIX 180 CST,656.47
2014-05-03,BIX 180 CST,656.47
2014-05-04,BIX 180 CST,656.47
2014-05-05,BIX 180 CST,653.22
2014-05-06,BIX 180 CST,655.43
2014-05-07,BIX 180 CST,655.75
2014-05-08,BIX 180 CST,655.74
2014-05-09,BIX 180 CST,655.35
2014-05-10,BIX 180 CST,655.35
2014-05-11,BIX 180 CST,655.35
2014-05-12,BIX 180 CST,655.47
2014-05-13,BIX 180 CST,656.81
2014-05-14,BIX 180 CST,658.32
2014-05-15,BIX 180 CST,659.48
2014-05-16,BIX 180 CST,657.8
2014-05-17,BIX 180 CST,657.8
2014-05-18,BIX 180 CST,657.8
2014-05-19,BIX 180 CST,659.72
2014-05-20,BIX 180 CST,658.78
2014-05-21,BIX 180 CST,656.41
2014-05-22,BIX 180 CST,659.53
2014-05-23,BIX 180 CST,660.99
2014-05-24,BIX 180 CST,660.99
2014-05-25,BIX 180 CST,660.99
2014-05-26,BIX 180 CST,660.99
2014-05-27,BIX 180 CST,660.37
2014-05-28,BIX 180 CST,657.18
2014-05-29,BIX 180 CST,660.18
2014-05-30,BIX 180 CST,660.3
2014-05-31,BIX 180 CST,660.3
2014-06-01,BIX 180 CST,660.3
2014-06-02,BIX 180 CST,657.29
2014-06-03,BIX 180 CST,659.29
2014-06-04,BIX 180 CST,656.3
2014-06-05,BIX 180 CST,657.89
2014-06-06,BIX 180 CST,658.12
2014-06-07,BIX 180 CST,658.12
2014-06-08,BIX 180 CST,658.12
2014-06-09,BIX 180 CST,657.87
2014-06-10,BIX 180 CST,658.86
2014-06-11,BIX 180 CST,658.89
2014-06-12,BIX 180 CST,662.48
2014-06-13,BIX 180 CST,665.46
2014-06-14,BIX 180 CST,665.46
2014-06-15,BIX 180 CST,665.46
2014-06-16,BIX 180 CST,664.84
2014-06-17,BIX 180 CST,665.29
2014-06-18,BIX 180 CST,667.2
2014-06-19,BIX 180 CST,669.23
2014-06-20,BIX 180 CST,669.78
2014-06-21,BIX 180 CST,669.78
2014-06-22,BIX 180 CST,669.78
2014-06-23,BIX 180 CST,671.84
2014-06-24,BIX 180 CST,671.32
2014-06-25,BIX 180 CST,671.76
2014-06-26,BIX 180 CST,671.42
2014-06-27,BIX 180 CST,669.61
2014-06-28,BIX 180 CST,669.61
2014-06-29,BIX 180 CST,669.61
2014-06-30,BIX 180 CST,669.03
2014-07-01,BIX 180 CST,668.26
2014-07-02,BIX 180 CST,667.34
2014-07-03,BIX 180 CST,660.27
2014-07-04,BIX 180 CST,660.69
2014-07-05,BIX 180 CST,660.69
2014-07-06,BIX 180 CST,660.69
2014-07-07,BIX 180 CST,660.38
2014-07-08,BIX 180 CST,661.23
2014-07-09,BIX 180 CST,657.48
2014-07-10,BIX 180 CST,651.34
2014-07-11,BIX 180 CST,654.05
2014-07-12,BIX 180 CST,654.05
2014-07-13,BIX 180 CST,654.05
2014-07-14,BIX 180 CST,653.76
2014-07-15,BIX 180 CST,653.36
2014-07-16,BIX 180 CST,654.23
2014-07-17,BIX 180 CST,655.23
2014-07-18,BIX 180 CST,655.29
2014-07-19,BIX 180 CST,655.29
2014-07-20,BIX 180 CST,655.29
2014-07-21,BIX 180 CST,656.63
2014-07-22,BIX 180 CST,655.73
2014-07-23,BIX 180 CST,654.85
2014-07-24,BIX 180 CST,656.32
2014-07-25,BIX 180 CST,655.48
2014-07-26,BIX 180 CST,655.48
2014-07-27,BIX 180 CST,655.48
2014-07-28,BIX 180 CST,655.97
2014-07-29,BIX 180 CST,655.52
2014-07-30,BIX 180 CST,656.79
2014-07-31,BIX 180 CST,656.61
2014-08-01,BIX 180 CST,654.99
2014-08-02,BIX 180 CST,654.99
2014-08-03,BIX 180 CST,654.99
2014-08-04,BIX 180 CST,654.18
2014-08-05,BIX 180 CST,654.6
2014-08-06,BIX 180 CST,652.3
2014-08-07,BIX 180 CST,650.57
2014-08-08,BIX 180 CST,653.43
2014-08-09,BIX 180 CST,653.43
2014-08-10,BIX 180 CST,653.43
2014-08-11,BIX 180 CST,653.23
2014-08-12,BIX 180 CST,653.11
2014-08-13,BIX 180 CST,650.52
2014-08-14,BIX 180 CST,649.78
2014-08-15,BIX 180 CST,648.72
2014-08-16,BIX 180 CST,648.72
2014-08-17,BIX 180 CST,648.72
2014-08-18,BIX 180 CST,648.88
2014-08-19,BIX 180 CST,646.69
2014-08-20,BIX 180 CST,646.37
2014-08-21,BIX 180 CST,647.27
2014-08-22,BIX 180 CST,647.34
2014-08-23,BIX 180 CST,647.34
2014-08-24,BIX 180 CST,647.34
2014-08-25,BIX 180 CST,645.95
2014-08-26,BIX 180 CST,645.98
2014-08-27,BIX 180 CST,647.54
2014-08-28,BIX 180 CST,650.64
2014-08-29,BIX 180 CST,650.33
2014-08-30,BIX 180 CST,650.33
2014-08-31,BIX 180 CST,650.33
2014-09-01,BIX 180 CST,649.83
2014-09-02,BIX 180 CST,648.97
2014-09-03,BIX 180 CST,644.83
2014-09-04,BIX 180 CST,647.45
2014-09-05,BIX 180 CST,647.45
2014-09-06,BIX 180 CST,647.45
2014-09-07,BIX 180 CST,647.45
2014-09-08,BIX 180 CST,644.61
2014-09-09,BIX 180 CST,642.36
2014-09-10,BIX 180 CST,642.12
2014-09-11,BIX 180 CST,639.7
2014-09-12,BIX 180 CST,639.64
2014-09-13,BIX 180 CST,639.64
2014-09-14,BIX 180 CST,639.64
2014-09-15,BIX 180 CST,636.43
2014-09-16,BIX 180 CST,634.29
2014-09-17,BIX 180 CST,634.5
2014-09-18,BIX 180 CST,633.95
2014-09-19,BIX 180 CST,632.39
2014-09-20,BIX 180 CST,632.39
2014-09-21,BIX 180 CST,632.39
2014-09-22,BIX 180 CST,631.11
2014-09-23,BIX 180 CST,630.41
2014-09-24,BIX 180 CST,630.18
2014-09-25,BIX 180 CST,630.23
2014-09-26,BIX 180 CST,630.56
2014-09-27,BIX 180 CST,630.56
2014-09-28,BIX 180 CST,630.56
2014-09-29,BIX 180 CST,629.65
2014-09-30,BIX 180 CST,629.23
2014-10-01,BIX 180 CST,627.25
2014-10-02,BIX 180 CST,628.23
2014-10-03,BIX 180 CST,624.81
2014-10-04,BIX 180 CST,624.81
2014-10-05,BIX 180 CST,624.81
2014-10-06,BIX 180 CST,617.82
2014-10-07,BIX 180 CST,616.8
2014-10-08,BIX 180 CST,609.58
2014-10-09,BIX 180 CST,603.66
2014-10-10,BIX 180 CST,598.96
2014-10-11,BIX 180 CST,598.96
2014-10-12,BIX 180 CST,598.96
2014-10-13,BIX 180 CST,594.69
2014-10-14,BIX 180 CST,587.82
2014-10-15,BIX 180 CST,579.13
2014-10-16,BIX 180 CST,565.51
2014-10-17,BIX 180 CST,564.42
2014-10-18,BIX 180 CST,564.42
2014-10-19,BIX 180 CST,564.42
2014-10-20,BIX 180 CST,566.31
2014-10-21,BIX 180 CST,562.51
2014-10-22,BIX 180 CST,561.28
2014-10-23,BIX 180 CST,561.29
2014-10-24,BIX 180 CST,556.19
2014-10-25,BIX 180 CST,556.19
2014-10-26,BIX 180 CST,556.19
2014-10-27,BIX 180 CST,553.25
2014-10-28,BIX 180 CST,552.44
2014-10-29,BIX 180 CST,553.48
2014-10-30,BIX 180 CST,555.56
2014-10-31,BIX 180 CST,552.47
2014-11-01,BIX 180 CST,552.47
2014-11-02,BIX 180 CST,552.47
2014-11-03,BIX 180 CST,549.95
2014-11-04,BIX 180 CST,547.77
2014-11-05,BIX 180 CST,540.46
2014-11-06,BIX 180 CST,539.47
2014-11-07,BIX 180 CST,536.57
2014-11-08,BIX 180 CST,536.57
2014-11-09,BIX 180 CST,536.57
2014-11-10,BIX 180 CST,539.44
2014-11-11,BIX 180 CST,539.28
2014-11-12,BIX 180 CST,538.92
2014-11-13,BIX 180 CST,537.04
2014-11-14,BIX 180 CST,531.44
2014-11-15,BIX 180 CST,531.44
2014-11-16,BIX 180 CST,531.44
2014-11-17,BIX 180 CST,527.28
2014-11-18,BIX 180 CST,526.26
2014-11-19,BIX 180 CST,523.58
2014-11-20,BIX 180 CST,521.33
2014-11-21,BIX 180 CST,517.99
2014-11-22,BIX 180 CST,517.99
2014-11-23,BIX 180 CST,517.99
2014-11-24,BIX 180 CST,521.48
2014-11-25,BIX 180 CST,518.5
2014-11-26,BIX 180 CST,516.44
2014-11-27,BIX 180 CST,512.53
2014-11-28,BIX 180 CST,499.55
2014-11-29,BIX 180 CST,499.55
2014-11-30,BIX 180 CST,499.55
2014-12-01,BIX 180 CST,496.82
2014-12-02,BIX 180 CST,489.7
2014-12-03,BIX 180 CST,485.74
2014-12-04,BIX 180 CST,481.14
2014-12-05,BIX 180 CST,474.53
2014-12-06,BIX 180 CST,474.53
2014-12-07,BIX 180 CST,474.53
2014-12-08,BIX 180 CST,468.6
2014-12-09,BIX 180 CST,462.78
2014-12-10,BIX 180 CST,459.49
2014-12-11,BIX 180 CST,449.46
2014-12-12,BIX 180 CST,441.05
2014-12-13,BIX 180 CST,441.05
2014-12-14,BIX 180 CST,441.05
2014-12-15,BIX 180 CST,432.8
2014-12-16,BIX 180 CST,420.34
2014-12-17,BIX 180 CST,416.29
2014-12-18,BIX 180 CST,411
2014-12-19,BIX 180 CST,407.09
2014-12-20,BIX 180 CST,407.09
2014-12-21,BIX 180 CST,407.09
2014-12-22,BIX 180 CST,409.52
2014-12-23,BIX 180 CST,408.64
2014-12-24,BIX 180 CST,407.65
2014-12-25,BIX 180 CST,407.65
2014-12-26,BIX 180 CST,407.65
2014-12-27,BIX 180 CST,407.65
2014-12-28,BIX 180 CST,407.65
2014-12-29,BIX 180 CST,411.18
2014-12-30,BIX 180 CST,407.5
2014-12-31,BIX 180 CST,406.24
2015-01-01,BIX 180 CST,406.24
2015-01-02,BIX 180 CST,393.08
2015-01-03,BIX 180 CST,393.08
2015-01-04,BIX 180 CST,393.08
2015-01-05,BIX 180 CST,389.94
2015-01-06,BIX 180 CST,385.31
2015-01-07,BIX 180 CST,379
2015-01-08,BIX 180 CST,375.22
2015-01-09,BIX 180 CST,372.77
2015-01-10,BIX 180 CST,372.77
2015-01-11,BIX 180 CST,372.77
2015-01-12,BIX 180 CST,369.6
2015-01-13,BIX 180 CST,368.95
2015-01-14,BIX 180 CST,363.11
2015-01-15,BIX 180 CST,361.5
2015-01-16,BIX 180 CST,360.56
2015-01-17,BIX 180 CST,360.56
2015-01-18,BIX 180 CST,360.56
2015-01-19,BIX 180 CST,356.85
2015-01-20,BIX 180 CST,355.93
2015-01-21,BIX 180 CST,354.92
2015-01-22,BIX 180 CST,356.36
2015-01-23,BIX 180 CST,355.83
2015-01-24,BIX 180 CST,355.83
2015-01-25,BIX 180 CST,355.83
2015-01-26,BIX 180 CST,355.26
2015-01-27,BIX 180 CST,352.67
2015-01-28,BIX 180 CST,350.78
2015-01-29,BIX 180 CST,351.98
2015-01-30,BIX 180 CST,352
2015-01-31,BIX 180 CST,352
2015-02-01,BIX 180 CST,352
2015-02-02,BIX 180 CST,357.71
2015-02-03,BIX 180 CST,367.68
2015-02-04,BIX 180 CST,375.46
2015-02-05,BIX 180 CST,377.04
2015-02-06,BIX 180 CST,383.93
2015-02-07,BIX 180 CST,383.93
