date,fuel_index,price_usd_mt
2017-04-11,BIX 380 CST,355.46
2017-04-12,BIX 380 CST,352.83
2017-04-13,BIX 380 CST,355.97
2017-04-14,BIX 380 CST,355.97
2017-04-15,BIX 380 CST,355.97
2017-04-16,BIX 380 CST,355.97
2017-04-17,BIX 380 CST,357.43
2017-04-18,BIX 380 CST,357.15
2017-04-19,BIX 380 CST,357.13
2017-04-20,BIX 380 CST,354.52
2017-04-21,BIX 380 CST,350.79
2017-04-22,BIX 380 CST,350.79
2017-04-23,BIX 380 CST,350.79
2017-04-24,BIX 380 CST,348.58
2017-04-25,BIX 380 CST,347.42
2017-04-26,BIX 380 CST,347.03
2017-04-27,BIX 380 CST,346.18
2017-04-28,BIX 380 CST,344.2
2017-04-29,BIX 380 CST,344.2
2017-04-30,BIX 380 CST,344.2
2017-05-01,BIX 380 CST,344.44
2017-05-02,BIX 380 CST,344.66
2017-05-03,BIX 380 CST,342.78
2017-05-04,BIX 380 CST,341.68
2017-05-05,BIX 380 CST,338.59
2017-05-06,BIX 380 CST,338.59
2017-05-07,BIX 380 CST,338.59
2017-05-08,BIX 380 CST,337.78
2017-05-09,BIX 380 CST,338.09
2017-05-10,BIX 380 CST,337.74
2017-05-11,BIX 380 CST,340.01
2017-05-12,BIX 380 CST,342.53
2017-05-13,BIX 380 CST,342.53
2017-05-14,BIX 380 CST,342.53
2017-05-15,BIX 380 CST,343.88
2017-05-16,BIX 380 CST,346.95
2017-05-17,BIX 380 CST,346.5
2017-05-18,BIX 380 CST,347.5
2017-05-19,BIX 380 CST,349.25
2017-05-20,BIX 380 CST,349.25
2017-05-21,BIX 380 CST,349.25
2017-05-22,BIX 380 CST,351.24
2017-05-23,BIX 380 CST,350.93
2017-05-24,BIX 380 CST,352.43
2017-05-25,BIX 380 CST,353.57
2017-05-26,BIX 380 CST,350.1
2017-05-27,BIX 380 CST,350.1
2017-05-28,BIX 380 CST,350.1
2017-05-29,BIX 380 CST,348.84
2017-05-30,BIX 380 CST,346.67
2017-05-31,BIX 380 CST,345.87
2017-06-01,BIX 380 CST,344.74
2017-06-02,BIX 380 CST,343.16
2017-06-03,BIX 380 CST,343.16
2017-06-04,BIX 380 CST,343.16
2017-06-05,BIX 380 CST,342.02
2017-06-06,BIX 380 CST,341.5
2017-06-07,BIX 380 CST,340.59
2017-06-08,BIX 380 CST,338.81
2017-06-09,BIX 380 CST,338.63
2017-06-10,BIX 380 CST,338.63
2017-06-11,BIX 380 CST,338.63
2017-06-12,BIX 380 CST,338.4
2017-06-13,BIX 380 CST,338.9
2017-06-14,BIX 380 CST,338.45
2017-06-15,BIX 380 CST,335.43
2017-06-16,BIX 380 CST,335.43
2017-06-17,BIX 380 CST,335.43
2017-06-18,BIX 380 CST,335.43
2017-06-19,BIX 380 CST,335.09
2017-06-20,BIX 380 CST,333.8
2017-06-21,BIX 380 CST,331.82
2017-06-22,BIX 380 CST,330.49
2017-06-23,BIX 380 CST,330.13
2017-06-24,BIX 380 CST,330.13
2017-06-25,BIX 380 CST,330.13
2017-06-26,BIX 380 CST,330.73
2017-06-27,BIX 380 CST,331.07
2017-06-28,BIX 380 CST,333.35
2017-06-29,BIX 380 CST,336.11
2017-06-30,BIX 380 CST,338.54
2017-07-01,BIX 380 CST,338.54
2017-07-02,BIX 380 CST,338.54
2017-07-03,BIX 380 CST,340.51
2017-07-04,BIX 380 CST,342.12
2017-07-05,BIX 380 CST,341.53
2017-07-06,BIX 380 CST,339.18
2017-07-07,BIX 380 CST,338.08
2017-07-08,BIX 380 CST,338.08
2017-07-09,BIX 380 CST,338.08
2017-07-10,BIX 380 CST,335.56
2017-07-11,BIX 380 CST,335.24
2017-07-12,BIX 380 CST,336.27
2017-07-13,BIX 380 CST,338.2
2017-07-14,BIX 380 CST,339.18
2017-07-15,BIX 380 CST,339.18
2017-07-16,BIX 380 CST,339.18
2017-07-17,BIX 380 CST,339.63
2017-07-18,BIX 380 CST,340.94
2017-07-19,BIX 380 CST,340.73
2017-07-20,BIX 380 CST,343.33
2017-07-21,BIX 380 CST,344.93
2017-07-22,BIX 380 CST,344.93
2017-07-23,BIX 380 CST,344.93
2017-07-24,BIX 380 CST,343.52
2017-07-25,BIX 380 CST,337.66
2017-07-26,BIX 380 CST,345.86
2017-07-27,BIX 380 CST,347.99
2017-07-28,BIX 380 CST,349.79
2017-07-29,BIX 380 CST,349.79
2017-07-30,BIX 380 CST,349.79
2017-07-31,BIX 380 CST,351.22
2017-08-01,BIX 380 CST,352.45
2017-08-02,BIX 380 CST,351.18
2017-08-03,BIX 380 CST,351.4
2017-08-04,BIX 380 CST,352.28
2017-08-05,BIX 380 CST,352.28
2017-08-06,BIX 380 CST,352.28
2017-08-07,BIX 380 CST,352.77
2017-08-08,BIX 380 CST,353.93
2017-08-09,BIX 380 CST,354.69
2017-08-10,BIX 380 CST,355.7
2017-08-11,BIX 380 CST,354.03
2017-08-12,BIX 380 CST,354.03
2017-08-13,BIX 380 CST,354.03
2017-08-14,BIX 380 CST,353.33
2017-08-15,BIX 380 CST,352.21
2017-08-16,BIX 380 CST,350.57
2017-08-17,BIX 380 CST,349.67
2017-08-18,BIX 380 CST,348.08
2017-08-19,BIX 380 CST,348.08
2017-08-20,BIX 380 CST,348.08
2017-08-21,BIX 380 CST,350.89
2017-08-22,BIX 380 CST,350.85
2017-08-23,BIX 380 CST,349.71
2017-08-24,BIX 380 CST,350.62
2017-08-25,BIX 380 CST,350.98
2017-08-26,BIX 380 CST,350.98
2017-08-27,BIX 380 CST,350.98
2017-08-28,BIX 380 CST,352.55
2017-08-29,BIX 380 CST,352.49
2017-08-30,BIX 380 CST,353.48
2017-08-31,BIX 380 CST,353.16
2017-09-01,BIX 380 CST,356.64
2017-09-02,BIX 380 CST,356.64
2017-09-03,BIX 380 CST,356.64
2017-09-04,BIX 380 CST,357.09
2017-09-05,BIX 380 CST,358.29
2017-09-06,BIX 380 CST,362.92
2017-09-07,BIX 380 CST,366.83
2017-09-08,BIX 380 CST,369.36
2017-09-09,BIX 380 CST,369.36
2017-09-10,BIX 380 CST,369.36
2017-09-11,BIX 380 CST,366.88
2017-09-12,BIX 380 CST,365.67
2017-09-13,BIX 380 CST,367.38
2017-09-14,BIX 380 CST,371.46
2017-09-15,BIX 380 CST,373.33
2017-09-16,BIX 380 CST,373.33
2017-09-17,BIX 380 CST,373.33
2017-09-18,BIX 380 CST,373.7
2017-09-19,BIX 380 CST,373.07
2017-09-20,BIX 380 CST,372.8
2017-09-21,BIX 380 CST,373.72
2017-09-22,BIX 380 CST,375.33
2017-09-23,BIX 380 CST,375.33
2017-09-24,BIX 380 CST,375.33
2017-09-25,BIX 380 CST,375.77
2017-09-26,BIX 380 CST,378.39
2017-09-27,BIX 380 CST,377.68
2017-09-28,BIX 380 CST,377.62
2017-09-29,BIX 380 CST,378.46
2017-09-30,BIX 380 CST,378.46
2017-10-01,BIX 380 CST,378.46
2017-10-02,BIX 380 CST,377.09
2017-10-03,BIX 380 CST,374.83
2017-10-04,BIX 380 CST,373.28
2017-10-05,BIX 380 CST,373.6
2017-10-06,BIX 380 CST,375.36
2017-10-07,BIX 380 CST,375.36
2017-10-08,BIX 380 CST,375.36
2017-10-09,BIX 380 CST,374.57
2017-10-10,BIX 380 CST,372.38
2017-10-11,BIX 380 CST,375.55
2017-10-12,BIX 380 CST,375.97
2017-10-13,BIX 380 CST,377.52
2017-10-14,BIX 380 CST,377.52
2017-10-15,BIX 380 CST,377.52
2017-10-16,BIX 380 CST,379.6
2017-10-17,BIX 380 CST,380.74
2017-10-18,BIX 380 CST,380.46
2017-10-19,BIX 380 CST,379.38
2017-10-20,BIX 380 CST,377.86
2017-10-21,BIX 380 CST,377.86
2017-10-22,BIX 380 CST,377.86
2017-10-23,BIX 380 CST,378.77
2017-10-24,BIX 380 CST,379.72
2017-10-25,BIX 380 CST,380.2
2017-10-26,BIX 380 CST,380.62
2017-10-27,BIX 380 CST,382.44
2017-10-28,BIX 380 CST,382.44
2017-10-29,BIX 380 CST,382.44
2017-10-30,BIX 380 CST,386.63
2017-10-31,BIX 380 CST,388.83
2017-11-01,BIX 380 CST,392.52
2017-11-02,BIX 380 CST,395.07
2017-11-03,BIX 380 CST,397.06
2017-11-04,BIX 380 CST,397.06
2017-11-05,BIX 380 CST,397.06
2017-11-06,BIX 380 CST,401.57
2017-11-07,BIX 380 CST,407.38
2017-11-08,BIX 380 CST,406.47
2017-11-09,BIX 380 CST,406.96
2017-11-10,BIX 380 CST,408.55
2017-11-11,BIX 380 CST,408.55
2017-11-12,BIX 380 CST,408.55
2017-11-13,BIX 380 CST,408.1
2017-11-14,BIX 380 CST,409.08
2017-11-15,BIX 380 CST,406.91
2017-11-16,BIX 380 CST,407.14
2017-11-17,BIX 380 CST,407.34
2017-11-18,BIX 380 CST,407.34
2017-11-19,BIX 380 CST,407.34
2017-11-20,BIX 380 CST,407.93
2017-11-21,BIX 380 CST,407.4
2017-11-22,BIX 380 CST,407.36
2017-11-23,BIX 380 CST,408.61
2017-11-24,BIX 380 CST,408.46
2017-11-25,BIX 380 CST,408.46
2017-11-26,BIX 380 CST,408.46
2017-11-27,BIX 380 CST,408.5
2017-11-28,BIX 380 CST,407.92
2017-11-29,BIX 380 CST,407.2
2017-11-30,BIX 380 CST,407.31
2017-12-01,BIX 380 CST,407.4
2017-12-02,BIX 380 CST,407.4
2017-12-03,BIX 380 CST,407.4
2017-12-04,BIX 380 CST,407.77
2017-12-05,BIX 380 CST,405.96
2017-12-06,BIX 380 CST,403.63
2017-12-07,BIX 380 CST,400.4
2017-12-08,BIX 380 CST,400.24
2017-12-09,BIX 380 CST,400.24
2017-12-10,BIX 380 CST,400.24
2017-12-11,BIX 380 CST,401.11
2017-12-12,BIX 380 CST,405.76
2017-12-13,BIX 380 CST,404.8
2017-12-14,BIX 380 CST,402.23
2017-12-15,BIX 380 CST,403.42
2017-12-16,BIX 380 CST,403.42
2017-12-17,BIX 380 CST,403.42
2017-12-18,BIX 380 CST,404.07
2017-12-19,BIX 380 CST,405.17
2017-12-20,BIX 380 CST,406.03
2017-12-21,BIX 380 CST,407.84
2017-12-22,BIX 380 CST,409.07
2017-12-23,BIX 380 CST,409.07
2017-12-24,BIX 380 CST,409.07
2017-12-25,BIX 380 CST,409.07
2017-12-26,BIX 380 CST,409.07
2017-12-27,BIX 380 CST,414.03
2017-12-28,BIX 380 CST,415.69
2017-12-29,BIX 380 CST,415.93
2017-12-30,BIX 380 CST,415.93
2017-12-31,BIX 380 CST,415.93
2012-01-01,BIX 180 CST,415.93
2012-01-02,BIX 180 CST,415.93
2012-01-03,BIX 180 CST,712.91
2012-01-04,BIX 180 CST,729.38
2012-01-05,BIX 180 CST,735.27
2012-01-06,BIX 180 CST,736.25
2012-01-07,BIX 180 CST,736.25
2012-01-08,BIX 180 CST,736.25
2012-01-09,BIX 180 CST,738.04
2012-01-10,BIX 180 CST,739.55
2012-01-11,BIX 180 CST,746.97
2012-01-12,BIX 180 CST,746.1
2012-01-13,BIX 180 CST,743.22
2012-01-14,BIX 180 CST,743.22
2012-01-15,BIX 180 CST,743.22
2012-01-16,BIX 180 CST,741.59
2012-01-17,BIX 180 CST,743.61
2012-01-18,BIX 180 CST,746
2012-01-19,BIX 180 CST,744.4
2012-01-20,BIX 180 CST,744.19
2012-01-21,BIX 180 CST,744.19
2012-01-22,BIX 180 CST,744.19
2012-01-23,BIX 180 CST,740.86
2012-01-24,BIX 180 CST,741.42
2012-01-25,BIX 180 CST,741.27
2012-01-26,BIX 180 CST,744.12
2012-01-27,BIX 180 CST,744.12
2012-01-28,BIX 180 CST,744.12
2012-01-29,BIX 180 CST,744.12
2012-01-30,BIX 180 CST,744.79
2012-01-31,BIX 180 CST,743.39
2012-02-01,BIX 180 CST,743.87
2012-02-02,BIX 180 CST,747.79
2012-02-03,BIX 180 CST,746.06
2012-02-04,BIX 180 CST,746.06
2012-02-05,BIX 180 CST,746.06
2012-02-06,BIX 180 CST,748.55
2012-02-07,BIX 180 CST,756.03
2012-02-08,BIX 180 CST,757.84
2012-02-09,BIX 180 CST,761.36
2012-02-10,BIX 180 CST,764.35
2012-02-11,BIX 180 CST,764.35
2012-02-12,BIX 180 CST,764.35
2012-02-13,BIX 180 CST,762.57
2012-02-14,BIX 180 CST,761.18
2012-02-15,BIX 180 CST,760.9
2012-02-16,BIX 180 CST,765.6
2012-02-17,BIX 180 CST,768.58
2012-02-18,BIX 180 CST,768.58
2012-02-19,BIX 180 CST,768.58
2012-02-20,BIX 180 CST,768.14
2012-02-21,BIX 180 CST,768.14
2012-02-22,BIX 180 CST,768.14
2012-02-23,BIX 180 CST,779.07
2012-02-24,BIX 180 CST,778.46
2012-02-25,BIX 180 CST,778.46
2012-02-26,BIX 180 CST,778.46
2012-02-27,BIX 180 CST,780.21
2012-02-28,BIX 180 CST,778.97
2012-02-29,BIX 180 CST,773.6
2012-03-01,BIX 180 CST,774.19
2012-03-02,BIX 180 CST,789.68
2012-03-03,BIX 180 CST,789.68
2012-03-04,BIX 180 CST,789.68
2012-03-05,BIX 180 CST,787.77
2012-03-06,BIX 180 CST,787.77
2012-03-07,BIX 180 CST,786.23
2012-03-08,BIX 180 CST,786.66
2012-03-09,BIX 180 CST,787.83
2012-03-10,BIX 180 CST,787.83
2012-03-11,BIX 180 CST,787.83
2012-03-12,BIX 180 CST,786.98
2012-03-13,BIX 180 CST,788.27
2012-03-14,BIX 180 CST,791.34
2012-03-15,BIX 180 CST,791.34
2012-03-16,BIX 180 CST,786.01
2012-03-17,BIX 180 CST,786.01
2012-03-18,BIX 180 CST,786.01
2012-03-19,BIX 180 CST,791.62
2012-03-20,BIX 180 CST,789.26
2012-03-21,BIX 180 CST,789.14
2012-03-22,BIX 180 CST,786.67
2012-03-23,BIX 180 CST,785.57
2012-03-24,BIX 180 CST,785.57
2012-03-25,BIX 180 CST,785.57
2012-03-26,BIX 180 CST,788.39
2012-03-27,BIX 180 CST,789.67
2012-03-28,BIX 180 CST,789.13
2012-03-29,BIX 180 CST,788.34
2012-03-30,BIX 180 CST,786.94
2012-03-31,BIX 180 CST,786.94
2012-04-01,BIX 180 CST,786.94
2012-04-02,BIX 180 CST,785.69
2012-04-03,BIX 180 CST,786.8
2012-04-04,BIX 180 CST,787.68
2012-04-05,BIX 180 CST,783.25
2012-04-06,BIX 180 CST,783.25
2012-04-07,BIX 180 CST,783.25
2012-04-08,BIX 180 CST,783.25
2012-04-09,BIX 180 CST,783.25
2012-04-10,BIX 180 CST,779.22
2012-04-11,BIX 180 CST,774.74
2012-04-12,BIX 180 CST,774.21
2012-04-13,BIX 180 CST,775.25
2012-04-14,BIX 180 CST,775.25
2012-04-15,BIX 180 CST,775.25
2012-04-16,BIX 180 CST,770.79
2012-04-17,BIX 180 CST,769.97
2012-04-18,BIX 180 CST,769.19
2012-04-19,BIX 180 CST,765.22
2012-04-20,BIX 180 CST,762.59
2012-04-21,BIX 180 CST,762.59
2012-04-22,BIX 180 CST,762.59
2012-04-23,BIX 180 CST,761.16
2012-04-24,BIX 180 CST,762.78
2012-04-25,BIX 180 CST,763.47
2012-04-26,BIX 180 CST,766.02
2012-04-27,BIX 180 CST,768.49
2012-04-28,BIX 180 CST,768.49
2012-04-29,BIX 180 CST,768.49
2012-04-30,BIX 180 CST,765.79
2012-05-01,BIX 180 CST,765.79
2012-05-02,BIX 180 CST,770.79
2012-05-03,BIX 180 CST,769.53
2012-05-04,BIX 180 CST,764.54
2012-05-05,BIX 180 CST,764.54
2012-05-06,BIX 180 CST,764.54
2012-05-07,BIX 180 CST,764.54
2012-05-08,BIX 180 CST,747.96
2012-05-09,BIX 180 CST,740.63
2012-05-10,BIX 180 CST,742.36
2012-05-11,BIX 180 CST,738.01
2012-05-12,BIX 180 CST,738.01
2012-05-13,BIX 180 CST,738.01
2012-05-14,BIX 180 CST,731
2012-05-15,BIX 180 CST,728.06
2012-05-16,BIX 180 CST,726.89
2012-05-17,BIX 180 CST,722.68
2012-05-18,BIX 180 CST,716.68
2012-05-19,BIX 180 CST,716.68
2012-05-20,BIX 180 CST,716.68
2012-05-21,BIX 180 CST,712.97
2012-05-22,BIX 180 CST,713.99
2012-05-23,BIX 180 CST,709.5
2012-05-24,BIX 180 CST,706.17
2012-05-25,BIX 180 CST,708.86
2012-05-26,BIX 180 CST,708.86
2012-05-27,BIX 180 CST,708.86
2012-05-28,BIX 180 CST,706.44
2012-05-29,BIX 180 CST,711.27
2012-05-30,BIX 180 CST,706.02
2012-05-31,BIX 180 CST,698.6
2012-06-01,BIX 180 CST,691.17
2012-06-02,BIX 180 CST,691.17
2012-06-03,BIX 180 CST,691.17
2012-06-04,BIX 180 CST,691.17
2012-06-05,BIX 180 CST,673.95
2012-06-06,BIX 180 CST,670.79
2012-06-07,BIX 180 CST,672.88
2012-06-08,BIX 180 CST,669.41
2012-06-09,BIX 180 CST,669.41
2012-06-10,BIX 180 CST,669.41
2012-06-11,BIX 180 CST,667.75
2012-06-12,BIX 180 CST,665.31
2012-06-13,BIX 180 CST,662.73
2012-06-14,BIX 180 CST,662.61
2012-06-15,BIX 180 CST,663.54
2012-06-16,BIX 180 CST,663.54
2012-06-17,BIX 180 CST,663.54
2012-06-18,BIX 180 CST,663.93
2012-06-19,BIX 180 CST,656.88
2012-06-20,BIX 180 CST,653.9
2012-06-21,BIX 180 CST,648.12
2012-06-22,BIX 180 CST,640.23
2012-06-23,BIX 180 CST,640.23
2012-06-24,BIX 180 CST,640.23
2012-06-25,BIX 180 CST,636.67
2012-06-26,BIX 180 CST,636.12
2012-06-27,BIX 180 CST,635.74
2012-06-28,BIX 180 CST,637
2012-06-29,BIX 180 CST,636.46
2012-06-30,BIX 180 CST,636.46
2012-07-01,BIX 180 CST,636.46
2012-07-02,BIX 180 CST,643.95
2012-07-03,BIX 180 CST,645.82
2012-07-04,BIX 180 CST,655.03
2012-07-05,BIX 180 CST,656.36
2012-07-06,BIX 180 CST,655.18
2012-07-07,BIX 180 CST,655.18
2012-07-08,BIX 180 CST,655.18
2012-07-09,BIX 180 CST,652.15
2012-07-10,BIX 180 CST,647.84
2012-07-11,BIX 180 CST,650.14
2012-07-12,BIX 180 CST,649.33
2012-07-13,BIX 180 CST,650.91
2012-07-14,BIX 180 CST,650.91
2012-07-15,BIX 180 CST,650.91
2012-07-16,BIX 180 CST,652.67
2012-07-17,BIX 180 CST,662.68
2012-07-18,BIX 180 CST,668.19
2012-07-19,BIX 180 CST,674.5
2012-07-20,BIX 180 CST,682.08
2012-07-21,BIX 180 CST,682.08
2012-07-22,BIX 180 CST,682.08
2012-07-23,BIX 180 CST,677.86
2012-07-24,BIX 180 CST,668.7
2012-07-25,BIX 180 CST,669
2012-07-26,BIX 180 CST,671.27
2012-07-27,BIX 180 CST,673.33
2012-07-28,BIX 180 CST,673.33
2012-07-29,BIX 180 CST,673.33
2012-07-30,BIX 180 CST,679.53
2012-07-31,BIX 180 CST,681.1
2012-08-01,BIX 180 CST,678.3
2012-08-02,BIX 180 CST,678.06
2012-08-03,BIX 180 CST,675.68
2012-08-04,BIX 180 CST,675.68
2012-08-05,BIX 180 CST,675.68
2012-08-06,BIX 180 CST,682.76
2012-08-07,BIX 180 CST,684.11
2012-08-08,BIX 180 CST,693.15
2012-08-09,BIX 180 CST,697.06
2012-08-10,BIX 180 CST,701.03
2012-08-11,BIX 180 CST,701.03
2012-08-12,BIX 180 CST,701.03
2012-08-13,BIX 180 CST,701.05
2012-08-14,BIX 180 CST,706.49
2012-08-15,BIX 180 CST,705.15
2012-08-16,BIX 180 CST,713.42
2012-08-17,BIX 180 CST,715.85
2012-08-18,BIX 180 CST,715.85
2012-08-19,BIX 180 CST,715.85
2012-08-20,BIX 180 CST,715.73
2012-08-21,BIX 180 CST,717.71
2012-08-22,BIX 180 CST,717.97
2012-08-23,BIX 180 CST,722.35
2012-08-24,BIX 180 CST,722.49
2012-08-25,BIX 180 CST,722.49
2012-08-26,BIX 180 CST,722.49
2012-08-27,BIX 180 CST,722.49
2012-08-28,BIX 180 CST,721.93
2012-08-29,BIX 180 CST,717.12
2012-08-30,BIX 180 CST,720.95
2012-08-31,BIX 180 CST,720.44
2012-09-01,BIX 180 CST,720.44
2012-09-02,BIX 180 CST,720.44
2012-09-03,BIX 180 CST,725.58
2012-09-04,BIX 180 CST,728
2012-09-05,BIX 180 CST,724.8
2012-09-06,BIX 180 CST,722.86
2012-09-07,BIX 180 CST,727.79
2012-09-08,BIX 180 CST,727.79
2012-09-09,BIX 180 CST,727.79
2012-09-10,BIX 180 CST,728.04
2012-09-11,BIX 180 CST,727.04
2012-09-12,BIX 180 CST,731.67
2012-09-13,BIX 180 CST,731.44
2012-09-14,BIX 180 CST,735.2
2012-09-15,BIX 180 CST,735.2
2012-09-16,BIX 180 CST,735.2
2012-09-17,BIX 180 CST,737.28
2012-09-18,BIX 180 CST,732.82
2012-09-19,BIX 180 CST,726.33
2012-09-20,BIX 180 CST,711.95
2012-09-21,BIX 180 CST,714.18
2012-09-22,BIX 180 CST,714.18
2012-09-23,BIX 180 CST,714.18
2012-09-24,BIX 180 CST,714.8
2012-09-25,BIX 180 CST,712.78
2012-09-26,BIX 180 CST,712.63
2012-09-27,BIX 180 CST,709.5
2012-09-28,BIX 180 CST,714.94
2012-09-29,BIX 180 CST,714.94
2012-09-30,BIX 180 CST,714.94
2012-10-01,BIX 180 CST,712.34
2012-10-02,BIX 180 CST,714.68
2012-10-03,BIX 180 CST,711.36
2012-10-04,BIX 180 CST,704.96
2012-10-05,BIX 180 CST,707.14
2012-10-06,BIX 180 CST,707.14
2012-10-07,BIX 180 CST,707.14
2012-10-08,BIX 180 CST,700.05
2012-10-09,BIX 180 CST,697.12
2012-10-10,BIX 180 CST,701.58
2012-10-11,BIX 180 CST,708.15
2012-10-12,BIX 180 CST,704.73
2012-10-13,BIX 180 CST,704.73
2012-10-14,BIX 180 CST,704.73
2012-10-15,BIX 180 CST,705.38
2012-10-16,BIX 180 CST,703.89
2012-10-17,BIX 180 CST,702.79
2012-10-18,BIX 180 CST,700.25
2012-10-19,BIX 180 CST,697.55
2012-10-20,BIX 180 CST,697.55
2012-10-21,BIX 180 CST,697.55
2012-10-22,BIX 180 CST,696.79
2012-10-23,BIX 180 CST,694.14
2012-10-24,BIX 180 CST,694.14
2012-10-25,BIX 180 CST,696.39
2012-10-26,BIX 180 CST,697.38
2012-10-27,BIX 180 CST,697.38
2012-10-28,BIX 180 CST,697.38
2012-10-29,BIX 180 CST,699.35
2012-10-30,BIX 180 CST,696.34
2012-10-31,BIX 180 CST,694.23
2012-11-01,BIX 180 CST,689.05
2012-11-02,BIX 180 CST,688.15
2012-11-03,BIX 180 CST,688.15
2012-11-04,BIX 180 CST,688.15
2012-11-05,BIX 180 CST,682.41
2012-11-06,BIX 180 CST,680.62
2012-11-07,BIX 180 CST,685.6
2012-11-08,BIX 180 CST,681.95
2012-11-09,BIX 180 CST,678.86
2012-11-10,BIX 180 CST,678.86
2012-11-11,BIX 180 CST,678.86
2012-11-12,BIX 180 CST,679.25
2012-11-13,BIX 180 CST,680.46
2012-11-14,BIX 180 CST,680.14
2012-11-15,BIX 180 CST,682.17
2012-11-16,BIX 180 CST,682.25
2012-11-17,BIX 180 CST,682.25
2012-11-18,BIX 180 CST,682.25
2012-11-19,BIX 180 CST,683.56
2012-11-20,BIX 180 CST,688.35
2012-11-21,BIX 180 CST,686.09
2012-11-22,BIX 180 CST,685.94
2012-11-23,BIX 180 CST,686.96
2012-11-24,BIX 180 CST,686.96
2012-11-25,BIX 180 CST,686.96
2012-11-26,BIX 180 CST,688.24
2012-11-27,BIX 180 CST,684.48
2012-11-28,BIX 180 CST,682.9
2012-11-29,BIX 180 CST,681.74
2012-11-30,BIX 180 CST,682.17
2012-12-01,BIX 180 CST,682.17
2012-12-02,BIX 180 CST,682.17
2012-12-03,BIX 180 CST,684.06
2012-12-04,BIX 180 CST,684.35
2012-12-05,BIX 180 CST,681.1
2012-12-06,BIX 180 CST,681.82
2012-12-07,BIX 180 CST,678.78
2012-12-08,BIX 180 CST,678.78
2012-12-09,BIX 180 CST,678.78
2012-12-10,BIX 180 CST,668.64
2012-12-11,BIX 180 CST,669.73
2012-12-12,BIX 180 CST,670.36
2012-12-13,BIX 180 CST,670.29
2012-12-14,BIX 180 CST,669.67
2012-12-15,BIX 180 CST,669.67
2012-12-16,BIX 180 CST,669.67
2012-12-17,BIX 180 CST,667.79
2012-12-18,BIX 180 CST,670.12
2012-12-19,BIX 180 CST,671.38
2012-12-20,BIX 180 CST,672.58
2012-12-21,BIX 180 CST,670.25
2012-12-22,BIX 180 CST,670.25
2012-12-23,BIX 180 CST,670.25
2012-12-24,BIX 180 CST,670.25
2012-12-25,BIX 180 CST,670.25
2012-12-26,BIX 180 CST,670.25
2012-12-27,BIX 180 CST,674.41
2012-12-28,BIX 180 CST,676.45
2012-12-29,BIX 180 CST,676.45
2012-12-30,BIX 180 CST,676.45
2012-12-31,BIX 180 CST,677.69
2013-01-01,BIX 180 CST,677.69
2013-01-02,BIX 180 CST,675.82
2013-01-03,BIX 180 CST,680.08
2013-01-04,BIX 180 CST,683.45
2013-01-05,BIX 180 CST,683.45
2013-01-06,BIX 180 CST,683.45
2013-01-07,BIX 180 CST,683.24
2013-01-08,BIX 180 CST,687.1
2013-01-09,BIX 180 CST,690.43
2013-01-10,BIX 180 CST,694.54
2013-01-11,BIX 180 CST,697.18
2013-01-12,BIX 180 CST,697.18
2013-01-13,BIX 180 CST,697.18
2013-01-14,BIX 180 CST,693.49
2013-01-15,BIX 180 CST,691.1
2013-01-16,BIX 180 CST,688.82
2013-01-17,BIX 180 CST,688.47
2013-01-18,BIX 180 CST,690.03
2013-01-19,BIX 180 CST,690.03
2013-01-20,BIX 180 CST,690.03
2013-01-21,BIX 180 CST,691.55
2013-01-22,BIX 180 CST,691.12
2013-01-23,BIX 180 CST,692.65
2013-01-24,BIX 180 CST,694.78
2013-01-25,BIX 180 CST,696.04
2013-01-26,BIX 180 CST,696.04
2013-01-27,BIX 180 CST,696.04
2013-01-28,BIX 180 CST,698.55
2013-01-29,BIX 180 CST,697.94
2013-01-30,BIX 180 CST,701.03
2013-01-31,BIX 180 CST,702.36
2013-02-01,BIX 180 CST,706.7
2013-02-02,BIX 180 CST,706.7
2013-02-03,BIX 180 CST,706.7
2013-02-04,BIX 180 CST,709.41
2013-02-05,BIX 180 CST,709.27
2013-02-06,BIX 180 CST,711.42
2013-02-07,BIX 180 CST,711.66
2013-02-08,BIX 180 CST,716.02
2013-02-09,BIX 180 CST,716.02
2013-02-10,BIX 180 CST,716.02
2013-02-11,BIX 180 CST,715.42
2013-02-12,BIX 180 CST,717.35
2013-02-13,BIX 180 CST,717.27
2013-02-14,BIX 180 CST,717.44
2013-02-15,BIX 180 CST,717.86
2013-02-16,BIX 180 CST,717.86
2013-02-17,BIX 180 CST,717.86
2013-02-18,BIX 180 CST,714.82
2013-02-19,BIX 180 CST,714.77
2013-02-20,BIX 180 CST,709.14
2013-02-21,BIX 180 CST,707.67
2013-02-22,BIX 180 CST,703.11
2013-02-23,BIX 180 CST,703.11
2013-02-24,BIX 180 CST,703.11
2013-02-25,BIX 180 CST,702.95
2013-02-26,BIX 180 CST,702.2
2013-02-27,BIX 180 CST,699.12
2013-02-28,BIX 180 CST,697.87
2013-03-01,BIX 180 CST,695.28
2013-03-02,BIX 180 CST,695.28
2013-03-03,BIX 180 CST,695.28
2013-03-04,BIX 180 CST,689.71
2013-03-05,BIX 180 CST,691.01
2013-03-06,BIX 180 CST,695.73
2013-03-07,BIX 180 CST,696.18
2013-03-08,BIX 180 CST,694.65
2013-03-09,BIX 180 CST,694.65
