hotspot_gulf_of_guinea,hotspot_southeast_asia,hotspot_gulf_of_aden,date,unique_hotspot_vessels_last_3_month,unique_hotspot_vessels_last_6_month,unique_hotspot_vessels_last_9_month,unique_hotspot_vessels_last_12_month
0,0,1,2012-01-01,NA,NA,NA,NA
0,0,1,2012-01-02,NA,NA,NA,NA
0,0,1,2012-01-03,NA,NA,NA,NA
0,0,1,2012-01-04,NA,NA,NA,NA
0,0,1,2012-01-05,NA,NA,NA,NA
0,0,1,2012-01-06,NA,NA,NA,NA
0,0,1,2012-01-07,NA,NA,NA,NA
0,0,1,2012-01-08,NA,NA,NA,NA
0,0,1,2012-01-09,NA,NA,NA,NA
0,0,1,2012-01-10,NA,NA,NA,NA
0,0,1,2012-01-11,NA,NA,NA,NA
0,0,1,2012-01-12,NA,NA,NA,NA
0,0,1,2012-01-13,NA,NA,NA,NA
0,0,1,2012-01-14,NA,NA,NA,NA
0,0,1,2012-01-15,NA,NA,NA,NA
0,0,1,2012-01-16,NA,NA,NA,NA
0,0,1,2012-01-17,NA,NA,NA,NA
0,0,1,2012-01-18,NA,NA,NA,NA
0,0,1,2012-01-19,NA,NA,NA,NA
0,0,1,2012-01-20,NA,NA,NA,NA
0,0,1,2012-01-21,NA,NA,NA,NA
0,0,1,2012-01-22,NA,NA,NA,NA
0,0,1,2012-01-23,NA,NA,NA,NA
0,0,1,2012-01-24,NA,NA,NA,NA
0,0,1,2012-01-25,NA,NA,NA,NA
0,0,1,2012-01-26,NA,NA,NA,NA
0,0,1,2012-01-27,NA,NA,NA,NA
0,0,1,2012-01-28,NA,NA,NA,NA
0,0,1,2012-01-29,NA,NA,NA,NA
0,0,1,2012-01-30,NA,NA,NA,NA
0,0,1,2012-01-31,NA,NA,NA,NA
0,0,1,2012-02-01,NA,NA,NA,NA
0,0,1,2012-02-02,NA,NA,NA,NA
0,0,1,2012-02-03,NA,NA,NA,NA
0,0,1,2012-02-04,NA,NA,NA,NA
0,0,1,2012-02-05,NA,NA,NA,NA
0,0,1,2012-02-06,NA,NA,NA,NA
0,0,1,2012-02-07,NA,NA,NA,NA
0,0,1,2012-02-08,NA,NA,NA,NA
0,0,1,2012-02-09,NA,NA,NA,NA
0,0,1,2012-02-10,NA,NA,NA,NA
0,0,1,2012-02-11,NA,NA,NA,NA
0,0,1,2012-02-12,NA,NA,NA,NA
0,0,1,2012-02-13,NA,NA,NA,NA
0,0,1,2012-02-14,NA,NA,NA,NA
0,0,1,2012-02-15,NA,NA,NA,NA
0,0,1,2012-02-16,NA,NA,NA,NA
0,0,1,2012-02-17,NA,NA,NA,NA
0,0,1,2012-02-18,NA,NA,NA,NA
0,0,1,2012-02-19,NA,NA,NA,NA
0,0,1,2012-02-20,NA,NA,NA,NA
0,0,1,2012-02-21,NA,NA,NA,NA
0,0,1,2012-02-22,NA,NA,NA,NA
0,0,1,2012-02-23,NA,NA,NA,NA
0,0,1,2012-02-24,NA,NA,NA,NA
0,0,1,2012-02-25,NA,NA,NA,NA
0,0,1,2012-02-26,NA,NA,NA,NA
0,0,1,2012-02-27,NA,NA,NA,NA
0,0,1,2012-02-28,NA,NA,NA,NA
0,0,1,2012-02-29,NA,NA,NA,NA
0,0,1,2012-03-01,NA,NA,NA,NA
0,0,1,2012-03-02,NA,NA,NA,NA
0,0,1,2012-03-03,NA,NA,NA,NA
0,0,1,2012-03-04,NA,NA,NA,NA
0,0,1,2012-03-05,NA,NA,NA,NA
0,0,1,2012-03-06,NA,NA,NA,NA
0,0,1,2012-03-07,NA,NA,NA,NA
0,0,1,2012-03-08,NA,NA,NA,NA
0,0,1,2012-03-09,NA,NA,NA,NA
0,0,1,2012-03-10,NA,NA,NA,NA
0,0,1,2012-03-11,NA,NA,NA,NA
0,0,1,2012-03-12,NA,NA,NA,NA
0,0,1,2012-03-13,NA,NA,NA,NA
0,0,1,2012-03-14,NA,NA,NA,NA
0,0,1,2012-03-15,NA,NA,NA,NA
0,0,1,2012-03-16,NA,NA,NA,NA
0,0,1,2012-03-17,NA,NA,NA,NA
0,0,1,2012-03-18,NA,NA,NA,NA
0,0,1,2012-03-19,NA,NA,NA,NA
0,0,1,2012-03-20,NA,NA,NA,NA
0,0,1,2012-03-21,NA,NA,NA,NA
0,0,1,2012-03-22,NA,NA,NA,NA
0,0,1,2012-03-23,NA,NA,NA,NA
0,0,1,2012-03-24,NA,NA,NA,NA
0,0,1,2012-03-25,NA,NA,NA,NA
0,0,1,2012-03-26,NA,NA,NA,NA
0,0,1,2012-03-27,NA,NA,NA,NA
0,0,1,2012-03-28,NA,NA,NA,NA
0,0,1,2012-03-29,NA,NA,NA,NA
0,0,1,2012-03-30,5480,NA,NA,NA
0,0,1,2012-03-31,5515,NA,NA,NA
0,0,1,2012-04-01,5540,NA,NA,NA
0,0,1,2012-04-02,5569,NA,NA,NA
0,0,1,2012-04-03,5592,NA,NA,NA
0,0,1,2012-04-04,5616,NA,NA,NA
0,0,1,2012-04-05,5631,NA,NA,NA
0,0,1,2012-04-06,5654,NA,NA,NA
0,0,1,2012-04-07,5680,NA,NA,NA
0,0,1,2012-04-08,5713,NA,NA,NA
0,0,1,2012-04-09,5737,NA,NA,NA
0,0,1,2012-04-10,5754,NA,NA,NA
0,0,1,2012-04-11,5763,NA,NA,NA
0,0,1,2012-04-12,5780,NA,NA,NA
0,0,1,2012-04-13,5806,NA,NA,NA
0,0,1,2012-04-14,5813,NA,NA,NA
0,0,1,2012-04-15,5835,NA,NA,NA
0,0,1,2012-04-16,5853,NA,NA,NA
0,0,1,2012-04-17,5858,NA,NA,NA
0,0,1,2012-04-18,5854,NA,NA,NA
0,0,1,2012-04-19,5862,NA,NA,NA
0,0,1,2012-04-20,5868,NA,NA,NA
0,0,1,2012-04-21,5877,NA,NA,NA
0,0,1,2012-04-22,5884,NA,NA,NA
0,0,1,2012-04-23,5892,NA,NA,NA
0,0,1,2012-04-24,5897,NA,NA,NA
0,0,1,2012-04-25,5920,NA,NA,NA
0,0,1,2012-04-26,5922,NA,NA,NA
0,0,1,2012-04-27,5922,NA,NA,NA
0,0,1,2012-04-28,5922,NA,NA,NA
0,0,1,2012-04-29,5927,NA,NA,NA
0,0,1,2012-04-30,5937,NA,NA,NA
0,0,1,2012-05-01,5943,NA,NA,NA
0,0,1,2012-05-02,5954,NA,NA,NA
0,0,1,2012-05-03,5955,NA,NA,NA
0,0,1,2012-05-04,5958,NA,NA,NA
0,0,1,2012-05-05,5957,NA,NA,NA
0,0,1,2012-05-06,5968,NA,NA,NA
0,0,1,2012-05-07,5966,NA,NA,NA
0,0,1,2012-05-08,5974,NA,NA,NA
0,0,1,2012-05-09,5975,NA,NA,NA
0,0,1,2012-05-10,5970,NA,NA,NA
0,0,1,2012-05-11,5983,NA,NA,NA
0,0,1,2012-05-12,5982,NA,NA,NA
0,0,1,2012-05-13,6001,NA,NA,NA
0,0,1,2012-05-14,6010,NA,NA,NA
0,0,1,2012-05-15,6010,NA,NA,NA
0,0,1,2012-05-16,6010,NA,NA,NA
0,0,1,2012-05-17,6020,NA,NA,NA
0,0,1,2012-05-18,6005,NA,NA,NA
0,0,1,2012-05-19,6009,NA,NA,NA
0,0,1,2012-05-20,6003,NA,NA,NA
0,0,1,2012-05-21,6004,NA,NA,NA
0,0,1,2012-05-22,6011,NA,NA,NA
0,0,1,2012-05-23,6010,NA,NA,NA
0,0,1,2012-05-24,6001,NA,NA,NA
0,0,1,2012-05-25,6014,NA,NA,NA
0,0,1,2012-05-26,6013,NA,NA,NA
0,0,1,2012-05-27,6008,NA,NA,NA
0,0,1,2012-05-28,6015,NA,NA,NA
0,0,1,2012-05-29,6015,NA,NA,NA
0,0,1,2012-05-30,6020,NA,NA,NA
0,0,1,2012-05-31,6017,NA,NA,NA
0,0,1,2012-06-01,6016,NA,NA,NA
0,0,1,2012-06-02,6023,NA,NA,NA
0,0,1,2012-06-03,6021,NA,NA,NA
0,0,1,2012-06-04,6017,NA,NA,NA
0,0,1,2012-06-05,6025,NA,NA,NA
0,0,1,2012-06-06,6029,NA,NA,NA
0,0,1,2012-06-07,6027,NA,NA,NA
0,0,1,2012-06-08,6023,NA,NA,NA
0,0,1,2012-06-09,6024,NA,NA,NA
0,0,1,2012-06-10,6036,NA,NA,NA
0,0,1,2012-06-11,6047,NA,NA,NA
0,0,1,2012-06-12,6048,NA,NA,NA
0,0,1,2012-06-13,6054,NA,NA,NA
0,0,1,2012-06-14,6042,NA,NA,NA
0,0,1,2012-06-15,6057,NA,NA,NA
0,0,1,2012-06-16,6058,NA,NA,NA
0,0,1,2012-06-17,6067,NA,NA,NA
0,0,1,2012-06-18,6066,NA,NA,NA
0,0,1,2012-06-19,6062,NA,NA,NA
0,0,1,2012-06-20,6057,NA,NA,NA
0,0,1,2012-06-21,6068,NA,NA,NA
0,0,1,2012-06-22,6076,NA,NA,NA
0,0,1,2012-06-23,6082,NA,NA,NA
0,0,1,2012-06-24,6093,NA,NA,NA
0,0,1,2012-06-25,6091,NA,NA,NA
0,0,1,2012-06-26,6088,NA,NA,NA
0,0,1,2012-06-27,6101,NA,NA,NA
0,0,1,2012-06-28,6115,7523,NA,NA
0,0,1,2012-06-29,6109,7541,NA,NA
0,0,1,2012-06-30,6112,7556,NA,NA
0,0,1,2012-07-01,6105,7568,NA,NA
0,0,1,2012-07-02,6095,7585,NA,NA
0,0,1,2012-07-03,6100,7608,NA,NA
0,0,1,2012-07-04,6105,7627,NA,NA
0,0,1,2012-07-05,6117,7650,NA,NA
0,0,1,2012-07-06,6125,7673,NA,NA
0,0,1,2012-07-07,6133,7688,NA,NA
0,0,1,2012-07-08,6140,7704,NA,NA
0,0,1,2012-07-09,6131,7713,NA,NA
0,0,1,2012-07-10,6134,7729,NA,NA
0,0,1,2012-07-11,6152,7750,NA,NA
0,0,1,2012-07-12,6158,7759,NA,NA
0,0,1,2012-07-13,6159,7763,NA,NA
0,0,1,2012-07-14,6158,7776,NA,NA
0,0,1,2012-07-15,6168,7783,NA,NA
0,0,1,2012-07-16,6166,7788,NA,NA
0,0,1,2012-07-17,6169,7791,NA,NA
0,0,1,2012-07-18,6170,7800,NA,NA
0,0,1,2012-07-19,6182,7818,NA,NA
0,0,1,2012-07-20,6182,7824,NA,NA
0,0,1,2012-07-21,6176,7827,NA,NA
0,0,1,2012-07-22,6168,7829,NA,NA
0,0,1,2012-07-23,6163,7826,NA,NA
0,0,1,2012-07-24,6167,7834,NA,NA
0,0,1,2012-07-25,6182,7838,NA,NA
0,0,1,2012-07-26,6174,7838,NA,NA
0,0,1,2012-07-27,6182,7833,NA,NA
0,0,1,2012-07-28,6183,7834,NA,NA
0,0,1,2012-07-29,6192,7847,NA,NA
0,0,1,2012-07-30,6194,7839,NA,NA
0,0,1,2012-07-31,6199,7848,NA,NA
0,0,1,2012-08-01,6203,7843,NA,NA
0,0,1,2012-08-02,6197,7842,NA,NA
0,0,1,2012-08-03,6189,7840,NA,NA
0,0,1,2012-08-04,6198,7842,NA,NA
0,0,1,2012-08-05,6197,7851,NA,NA
0,0,1,2012-08-06,6206,7862,NA,NA
0,0,1,2012-08-07,6219,7872,NA,NA
0,0,1,2012-08-08,6205,7868,NA,NA
0,0,1,2012-08-09,6207,7875,NA,NA
0,0,1,2012-08-10,6210,7880,NA,NA
0,0,1,2012-08-11,6217,7891,NA,NA
0,0,1,2012-08-12,6218,7898,NA,NA
0,0,1,2012-08-13,6208,7898,NA,NA
0,0,1,2012-08-14,6218,7904,NA,NA
0,0,1,2012-08-15,6228,7916,NA,NA
0,0,1,2012-08-16,6222,7914,NA,NA
0,0,1,2012-08-17,6244,7917,NA,NA
0,0,1,2012-08-18,6243,7912,NA,NA
0,0,1,2012-08-19,6245,7910,NA,NA
0,0,1,2012-08-20,6246,7915,NA,NA
0,0,1,2012-08-21,6247,7914,NA,NA
0,0,1,2012-08-22,6255,7919,NA,NA
0,0,1,2012-08-23,6265,7930,NA,NA
0,0,1,2012-08-24,6270,7932,NA,NA
0,0,1,2012-08-25,6274,7934,NA,NA
0,0,1,2012-08-26,6266,7939,NA,NA
0,0,1,2012-08-27,6271,7944,NA,NA
0,0,1,2012-08-28,6274,7946,NA,NA
0,0,1,2012-08-29,6276,7947,NA,NA
0,0,1,2012-08-30,6286,7957,NA,NA
0,0,1,2012-08-31,6298,7963,NA,NA
0,0,1,2012-09-01,6295,7970,NA,NA
0,0,1,2012-09-02,6297,7973,NA,NA
0,0,1,2012-09-03,6300,7981,NA,NA
0,0,1,2012-09-04,6296,7979,NA,NA
0,0,1,2012-09-05,6298,7983,NA,NA
0,0,1,2012-09-06,6288,7969,NA,NA
0,0,1,2012-09-07,6291,7967,NA,NA
0,0,1,2012-09-08,6284,7970,NA,NA
0,0,1,2012-09-09,6297,7980,NA,NA
0,0,1,2012-09-10,6302,7978,NA,NA
0,0,1,2012-09-11,6314,7980,NA,NA
0,0,1,2012-09-12,6329,7977,NA,NA
0,0,1,2012-09-13,6329,7975,NA,NA
0,0,1,2012-09-14,6331,7984,NA,NA
0,0,1,2012-09-15,6333,7980,NA,NA
0,0,1,2012-09-16,6337,7985,NA,NA
0,0,1,2012-09-17,6332,7982,NA,NA
0,0,1,2012-09-18,6337,7991,NA,NA
0,0,1,2012-09-19,6332,7993,NA,NA
0,0,1,2012-09-20,6331,7999,NA,NA
0,0,1,2012-09-21,6330,8001,NA,NA
0,0,1,2012-09-22,6329,8001,NA,NA
0,0,1,2012-09-23,6332,8003,NA,NA
0,0,1,2012-09-24,6340,8012,NA,NA
0,0,1,2012-09-25,6346,8023,NA,NA
0,0,1,2012-09-26,6350,8035,9036,NA
0,0,1,2012-09-27,6350,8033,9051,NA
0,0,1,2012-09-28,6357,8038,9068,NA
0,0,1,2012-09-29,6351,8038,9081,NA
0,0,1,2012-09-30,6346,8028,9094,NA
0,0,1,2012-10-01,6364,8036,9117,NA
0,0,1,2012-10-02,6377,8038,9128,NA
0,0,1,2012-10-03,6380,8039,9136,NA
0,0,1,2012-10-04,6389,8047,9155,NA
0,0,1,2012-10-05,6402,8048,9172,NA
0,0,1,2012-10-06,6401,8047,9180,NA
0,0,1,2012-10-07,6400,8046,9187,NA
0,0,1,2012-10-08,6403,8053,9202,NA
0,0,1,2012-10-09,6407,8060,9213,NA
0,0,1,2012-10-10,6406,8061,9219,NA
0,0,1,2012-10-11,6399,8057,9212,NA
0,0,1,2012-10-12,6405,8052,9220,NA
0,0,1,2012-10-13,6409,8054,9224,NA
0,0,1,2012-10-14,6415,8053,9228,NA
0,0,1,2012-10-15,6423,8065,9230,NA
0,0,1,2012-10-16,6432,8068,9243,NA
0,0,1,2012-10-17,6447,8077,9257,NA
0,0,1,2012-10-18,6449,8082,9264,NA
0,0,1,2012-10-19,6461,8090,9275,NA
0,0,1,2012-10-20,6467,8090,9282,NA
0,0,1,2012-10-21,6487,8095,9290,NA
0,0,1,2012-10-22,6493,8108,9304,NA
0,0,1,2012-10-23,6495,8116,9303,NA
0,0,1,2012-10-24,6501,8110,9300,NA
0,0,1,2012-10-25,6504,8115,9302,NA
0,0,1,2012-10-26,6504,8121,9307,NA
0,0,1,2012-10-27,6514,8128,9312,NA
0,0,1,2012-10-28,6528,8132,9316,NA
0,0,1,2012-10-29,6531,8135,9320,NA
0,0,1,2012-10-30,6531,8139,9321,NA
0,0,1,2012-10-31,6539,8141,9324,NA
0,0,1,2012-11-01,6544,8137,9324,NA
0,0,1,2012-11-02,6546,8137,9323,NA
0,0,1,2012-11-03,6563,8149,9338,NA
0,0,1,2012-11-04,6573,8157,9346,NA
0,0,1,2012-11-05,6583,8167,9353,NA
0,0,1,2012-11-06,6589,8162,9351,NA
0,0,1,2012-11-07,6584,8156,9354,NA
0,0,1,2012-11-08,6596,8156,9360,NA
0,0,1,2012-11-09,6608,8164,9368,NA
0,0,1,2012-11-10,6624,8175,9378,NA
0,0,1,2012-11-11,6623,8179,9387,NA
0,0,1,2012-11-12,6622,8187,9395,NA
0,0,1,2012-11-13,6618,8196,9402,NA
0,0,1,2012-11-14,6623,8194,9402,NA
0,0,1,2012-11-15,6630,8212,9406,NA
0,0,1,2012-11-16,6633,8216,9406,NA
0,0,1,2012-11-17,6622,8211,9403,NA
0,0,1,2012-11-18,6634,8216,9412,NA
0,0,1,2012-11-19,6629,8223,9415,NA
0,0,1,2012-11-20,6628,8222,9412,NA
0,0,1,2012-11-21,6631,8229,9418,NA
0,0,1,2012-11-22,6647,8237,9419,NA
0,0,1,2012-11-23,6645,8243,9422,NA
0,0,1,2012-11-24,6649,8243,9428,NA
0,0,1,2012-11-25,6659,8243,9433,NA
0,0,1,2012-11-26,6663,8244,9439,NA
0,0,1,2012-11-27,6673,8252,9449,NA
0,0,1,2012-11-28,6671,8254,9452,NA
0,0,1,2012-11-29,6681,8266,9456,NA
0,0,1,2012-11-30,6673,8260,9455,NA
0,0,1,2012-12-01,6667,8253,9458,NA
0,0,1,2012-12-02,6659,8249,9456,NA
0,0,1,2012-12-03,6663,8248,9455,NA
0,0,1,2012-12-04,6658,8248,9453,NA
0,0,1,2012-12-05,6658,8251,9450,NA
0,0,1,2012-12-06,6667,8252,9454,NA
0,0,1,2012-12-07,6672,8259,9462,NA
0,0,1,2012-12-08,6680,8268,9465,NA
0,0,1,2012-12-09,6683,8280,9470,NA
0,0,1,2012-12-10,6688,8284,9474,NA
0,0,1,2012-12-11,6676,8293,9471,NA
0,0,1,2012-12-12,6685,8294,9471,NA
0,0,1,2012-12-13,6695,8306,9483,NA
0,0,1,2012-12-14,6689,8304,9482,NA
0,0,1,2012-12-15,6697,8316,9492,NA
0,0,1,2012-12-16,6696,8321,9497,NA
0,0,1,2012-12-17,6682,8310,9495,NA
0,0,1,2012-12-18,6690,8319,9501,NA
0,0,1,2012-12-19,6692,8323,9508,NA
0,0,1,2012-12-20,6691,8322,9509,NA
0,0,1,2012-12-21,6709,8332,9521,NA
0,0,1,2012-12-22,6707,8342,9532,NA
0,0,1,2012-12-23,6707,8347,9544,NA
0,0,1,2012-12-24,6714,8357,9553,NA
0,0,1,2012-12-25,6712,8360,9563,10389
0,0,1,2012-12-26,6710,8354,9558,10402
0,0,1,2012-12-27,6703,8354,9556,10413
0,0,1,2012-12-28,6707,8351,9558,10423
0,0,1,2012-12-29,6721,8358,9556,10437
0,0,1,2012-12-30,6721,8363,9557,10452
0,0,1,2012-12-31,6720,8372,9559,10459
0,0,1,2013-01-01,6738,8383,9566,10472
0,0,1,2013-01-02,6747,8389,9566,10484
0,0,1,2013-01-03,6745,8401,9569,10498
0,0,1,2013-01-04,6749,8412,9581,10513
0,0,1,2013-01-05,6740,8413,9578,10523
0,0,1,2013-01-06,6740,8416,9583,10531
0,0,1,2013-01-07,6744,8420,9585,10540
0,0,1,2013-01-08,6746,8426,9595,10550
0,0,1,2013-01-09,6734,8420,9590,10540
0,0,1,2013-01-10,6728,8413,9583,10541
0,0,1,2013-01-11,6730,8422,9593,10549
0,0,1,2013-01-12,6728,8421,9585,10550
0,0,1,2013-01-13,6727,8427,9597,10553
0,0,1,2013-01-14,6737,8427,9602,10564
0,0,1,2013-01-15,6735,8431,9603,10570
0,0,1,2013-01-16,6740,8437,9611,10575
0,0,1,2013-01-17,6753,8441,9612,10582
0,0,1,2013-01-18,6753,8445,9614,10588
0,0,1,2013-01-19,6750,8450,9608,10585
0,0,1,2013-01-20,6752,8453,9613,10591
0,0,1,2013-01-21,6760,8451,9613,10587
0,0,1,2013-01-22,6774,8465,9620,10594
0,0,1,2013-01-23,6773,8473,9630,10599
0,0,1,2013-01-24,6763,8474,9633,10605
0,0,1,2013-01-25,6753,8481,9639,10611
0,0,1,2013-01-26,6752,8481,9631,10603
0,0,1,2013-01-27,6755,8487,9632,10609
0,0,1,2013-01-28,6750,8492,9637,10614
0,0,1,2013-01-29,6739,8495,9635,10613
0,0,1,2013-01-30,6738,8487,9624,10606
0,0,1,2013-01-31,6740,8496,9631,10612
0,0,1,2013-02-01,6741,8502,9634,10617
0,0,1,2013-02-02,6743,8510,9639,10620
0,0,1,2013-02-03,6745,8511,9644,10623
0,0,1,2013-02-04,6745,8518,9649,10627
0,0,1,2013-02-05,6738,8514,9649,10630
0,0,1,2013-02-06,6736,8526,9653,10633
0,0,1,2013-02-07,6741,8540,9660,10645
0,0,1,2013-02-08,6749,8549,9669,10651
0,0,1,2013-02-09,6749,8547,9673,10655
0,0,1,2013-02-10,6733,8547,9676,10661
0,0,1,2013-02-11,6737,8543,9683,10668
0,0,1,2013-02-12,6728,8549,9685,10672
0,0,1,2013-02-13,6723,8548,9690,10668
0,0,1,2013-02-14,6734,8557,9695,10668
0,0,1,2013-02-15,6735,8551,9693,10670
0,0,1,2013-02-16,6736,8565,9701,10678
0,0,1,2013-02-17,6749,8568,9713,10687
0,0,1,2013-02-18,6754,8576,9721,10688
0,0,1,2013-02-19,6761,8592,9735,10696
0,0,1,2013-02-20,6764,8597,9743,10700
0,0,1,2013-02-21,6766,8598,9750,10706
0,0,1,2013-02-22,6776,8603,9747,10710
0,0,1,2013-02-23,6775,8603,9744,10711
0,0,1,2013-02-24,6775,8611,9756,10724
0,0,1,2013-02-25,6767,8614,9761,10728
0,0,1,2013-02-26,6772,8613,9763,10731
0,0,1,2013-02-27,6786,8623,9781,10738
0,0,1,2013-02-28,6799,8631,9788,10749
0,0,1,2013-03-01,6808,8638,9789,10758
0,0,1,2013-03-02,6818,8639,9793,10768
0,0,1,2013-03-03,6829,8644,9798,10772
0,0,1,2013-03-04,6825,8652,9805,10776
0,0,1,2013-03-05,6819,8654,9809,10779
0,0,1,2013-03-06,6822,8664,9818,10790
0,0,1,2013-03-07,6821,8669,9822,10794
0,0,1,2013-03-08,6814,8677,9831,10797
0,0,1,2013-03-09,6828,8681,9844,10800
0,0,1,2013-03-10,6833,8687,9852,10805
0,0,1,2013-03-11,6825,8682,9856,10800
0,0,1,2013-03-12,6818,8690,9860,10804
0,0,1,2013-03-13,6830,8699,9875,10814
0,0,1,2013-03-14,6846,8703,9884,10823
0,0,1,2013-03-15,6853,8700,9894,10831
0,0,1,2013-03-16,6866,8709,9906,10842
0,0,1,2013-03-17,6874,8719,9915,10855
0,0,1,2013-03-18,6869,8715,9915,10855
0,0,1,2013-03-19,6871,8715,9917,10861
0,0,1,2013-03-20,6869,8717,9922,10869
0,0,1,2013-03-21,6875,8732,9931,10879
0,0,1,2013-03-22,6873,8725,9931,10882
0,0,1,2013-03-23,6868,8721,9936,10888
0,0,1,2013-03-24,6864,8720,9942,10890
0,0,1,2013-03-25,6869,8721,9948,10900
0,0,1,2013-03-26,6865,8730,9954,10905
0,0,1,2013-03-27,6865,8735,9963,10911
0,0,1,2013-03-28,6860,8737,9965,10916
0,0,1,2013-03-29,6864,8742,9960,10908
0,0,1,2013-03-30,6866,8737,9966,10914
0,0,1,2013-03-31,6880,8739,9975,10919
0,0,1,2013-04-01,6892,8759,9990,10928
0,0,1,2013-04-02,6894,8767,9996,10932
0,0,1,2013-04-03,6897,8769,10001,10929
0,0,1,2013-04-04,6906,8775,10013,10942
0,0,1,2013-04-05,6907,8767,10013,10938
0,0,1,2013-04-06,6914,8765,10017,10942
0,0,1,2013-04-07,6908,8776,10022,10946
0,0,1,2013-04-08,6916,8780,10027,10951
0,0,1,2013-04-09,6907,8781,10037,10961
0,0,1,2013-04-10,6902,8780,10036,10959
0,0,1,2013-04-11,6910,8782,10045,10969
0,0,1,2013-04-12,6913,8785,10049,10966
0,0,1,2013-04-13,6926,8797,10060,10982
0,0,1,2013-04-14,6941,8818,10069,10992
0,0,1,2013-04-15,6939,8825,10075,10999
0,0,1,2013-04-16,6951,8834,10076,11005
0,0,1,2013-04-17,6959,8846,10087,11019
0,0,1,2013-04-18,6964,8849,10099,11029
0,0,1,2013-04-19,6965,8848,10106,11033
0,0,1,2013-04-20,6978,8848,10111,11039
0,0,1,2013-04-21,6989,8863,10112,11041
0,0,1,2013-04-22,6990,8873,10124,11043
0,0,1,2013-04-23,6984,8873,10131,11049
0,0,1,2013-04-24,6976,8866,10133,11054
0,0,1,2013-04-25,6988,8855,10132,11054
0,0,1,2013-04-26,6983,8862,10139,11054
0,0,1,2013-04-27,6978,8867,10148,11058
0,0,1,2013-04-28,6981,8870,10159,11071
0,0,1,2013-04-29,6987,8870,10166,11073
0,0,1,2013-04-30,6993,8886,10176,11078
0,0,1,2013-05-01,7011,8893,10187,11088
0,0,1,2013-05-02,7021,8900,10198,11095
0,0,1,2013-05-03,7027,8906,10203,11100
0,0,1,2013-05-04,7034,8906,10205,11100
0,0,1,2013-05-05,7054,8929,10224,11114
0,0,1,2013-05-06,7060,8937,10228,11124
0,0,1,2013-05-07,7057,8923,10229,11120
0,0,1,2013-05-08,7057,8919,10238,11127
0,0,1,2013-05-09,7059,8925,10244,11134
0,0,1,2013-05-10,7049,8924,10244,11137
0,0,1,2013-05-11,7046,8919,10249,11143
0,0,1,2013-05-12,7056,8923,10244,11150
0,0,1,2013-05-13,7063,8918,10253,11157
0,0,1,2013-05-14,7063,8925,10260,11167
0,0,1,2013-05-15,7061,8930,10266,11172
0,0,1,2013-05-16,7074,8943,10276,11188
0,0,1,2013-05-17,7081,8954,10293,11205
0,0,1,2013-05-18,7076,8962,10292,11214
0,0,1,2013-05-19,7090,8973,10301,11225
0,0,1,2013-05-20,7080,8969,10308,11235
0,0,1,2013-05-21,7076,8968,10308,11241
0,0,1,2013-05-22,7080,8977,10311,11250
0,0,1,2013-05-23,7091,8984,10318,11256
0,0,1,2013-05-24,7096,8994,10323,11258
0,0,1,2013-05-25,7096,8993,10325,11268
0,0,1,2013-05-26,7098,8986,10329,11277
0,0,1,2013-05-27,7091,8989,10333,11282
0,0,1,2013-05-28,7091,8998,10344,11292
0,0,1,2013-05-29,7085,9002,10349,11295
0,0,1,2013-05-30,7089,9019,10366,11303
0,0,1,2013-05-31,7100,9029,10364,11303
0,0,1,2013-06-01,7102,9040,10373,11310
0,0,1,2013-06-02,7097,9039,10377,11316
0,0,1,2013-06-03,7111,9051,10391,11327
0,0,1,2013-06-04,7107,9053,10391,11330
0,0,1,2013-06-05,7121,9066,10410,11346
0,0,1,2013-06-06,7122,9064,10420,11354
0,0,1,2013-06-07,7123,9074,10424,11363
0,0,1,2013-06-08,7127,9085,10433,11377
0,0,1,2013-06-09,7130,9085,10430,11385
0,0,1,2013-06-10,7140,9092,10441,11395
0,0,1,2013-06-11,7133,9093,10445,11399
0,0,1,2013-06-12,7132,9100,10447,11407
0,0,1,2013-06-13,7138,9111,10448,11417
0,0,1,2013-06-14,7138,9122,10459,11428
0,0,1,2013-06-15,7143,9129,10461,11431
0,0,1,2013-06-16,7148,9139,10464,11439
0,0,1,2013-06-17,7142,9144,10472,11448
0,0,1,2013-06-18,7145,9142,10481,11456
0,0,1,2013-06-19,7145,9141,10491,11465
0,0,1,2013-06-20,7154,9142,10497,11473
0,0,1,2013-06-21,7173,9148,10505,11489
0,0,1,2013-06-22,7171,9147,10502,11490
0,0,1,2013-06-23,7175,9150,10505,11495
0,0,1,2013-06-24,7172,9158,10511,11499
0,0,1,2013-06-25,7187,9156,10515,11507
0,0,1,2013-06-26,7190,9151,10521,11514
0,0,1,2013-06-27,7199,9158,10528,11515
0,0,1,2013-06-28,7205,9166,10534,11528
0,0,1,2013-06-29,7209,9179,10542,11542
0,0,1,2013-06-30,7206,9185,10553,11550
0,0,1,2013-07-01,7212,9178,10560,11555
0,0,1,2013-07-02,7211,9173,10562,11563
0,0,1,2013-07-03,7207,9178,10562,11570
0,0,1,2013-07-04,7210,9182,10562,11572
0,0,1,2013-07-05,7219,9196,10568,11583
0,0,1,2013-07-06,7228,9202,10581,11591
0,0,1,2013-07-07,7230,9201,10578,11588
0,0,1,2013-07-08,7223,9199,10581,11594
