hotspot_gulf_of_guinea,hotspot_southeast_asia,hotspot_gulf_of_aden,date,unique_hotspot_vessels_last_3_month,unique_hotspot_vessels_last_6_month,unique_hotspot_vessels_last_9_month,unique_hotspot_vessels_last_12_month
1,0,0,2014-01-08,3199,4765,6215,7484
1,0,0,2014-01-09,3188,4760,6221,7475
1,0,0,2014-01-10,3185,4756,6219,7466
1,0,0,2014-01-11,3193,4765,6230,7466
1,0,0,2014-01-12,3182,4750,6225,7458
1,0,0,2014-01-13,3183,4753,6217,7452
1,0,0,2014-01-14,3175,4739,6209,7452
1,0,0,2014-01-15,3173,4736,6208,7447
1,0,0,2014-01-16,3180,4733,6200,7436
1,0,0,2014-01-17,3186,4735,6204,7439
1,0,0,2014-01-18,3180,4734,6203,7439
1,0,0,2014-01-19,3178,4730,6204,7440
1,0,0,2014-01-20,3180,4718,6212,7443
1,0,0,2014-01-21,3179,4720,6209,7444
1,0,0,2014-01-22,3192,4737,6220,7456
1,0,0,2014-01-23,3189,4740,6216,7447
1,0,0,2014-01-24,3187,4734,6219,7449
1,0,0,2014-01-25,3185,4742,6221,7445
1,0,0,2014-01-26,3182,4736,6220,7449
1,0,0,2014-01-27,3181,4744,6211,7454
1,0,0,2014-01-28,3169,4747,6212,7455
1,0,0,2014-01-29,3161,4741,6210,7459
1,0,0,2014-01-30,3148,4734,6206,7450
1,0,0,2014-01-31,3144,4727,6206,7451
1,0,0,2014-02-01,3142,4721,6203,7441
1,0,0,2014-02-02,3149,4727,6203,7437
1,0,0,2014-02-03,3152,4737,6208,7441
1,0,0,2014-02-04,3151,4736,6211,7447
1,0,0,2014-02-05,3152,4739,6203,7443
1,0,0,2014-02-06,3153,4749,6204,7439
1,0,0,2014-02-07,3157,4751,6199,7434
1,0,0,2014-02-08,3152,4753,6188,7433
1,0,0,2014-02-09,3157,4751,6194,7437
1,0,0,2014-02-10,3155,4752,6201,7436
1,0,0,2014-02-11,3157,4755,6195,7434
1,0,0,2014-02-12,3150,4751,6198,7428
1,0,0,2014-02-13,3150,4750,6200,7425
1,0,0,2014-02-14,3134,4745,6193,7418
1,0,0,2014-02-15,3138,4752,6197,7415
1,0,0,2014-02-16,3142,4746,6195,7415
1,0,0,2014-02-17,3128,4732,6188,7410
1,0,0,2014-02-18,3123,4732,6180,7402
1,0,0,2014-02-19,3114,4727,6174,7397
1,0,0,2014-02-20,3118,4734,6177,7396
1,0,0,2014-02-21,3123,4731,6181,7399
1,0,0,2014-02-22,3122,4737,6181,7397
1,0,0,2014-02-23,3112,4730,6186,7398
1,0,0,2014-02-24,3119,4732,6184,7398
1,0,0,2014-02-25,3123,4737,6184,7405
1,0,0,2014-02-26,3127,4734,6183,7401
1,0,0,2014-02-27,3127,4729,6180,7396
1,0,0,2014-02-28,3133,4739,6191,7399
1,0,0,2014-03-01,3131,4744,6193,7404
1,0,0,2014-03-02,3131,4747,6195,7412
1,0,0,2014-03-03,3130,4751,6197,7416
1,0,0,2014-03-04,3124,4750,6201,7419
1,0,0,2014-03-05,3132,4752,6200,7424
1,0,0,2014-03-06,3133,4754,6203,7426
1,0,0,2014-03-07,3129,4751,6197,7424
1,0,0,2014-03-08,3126,4760,6192,7422
1,0,0,2014-03-09,3122,4763,6189,7422
1,0,0,2014-03-10,3120,4770,6195,7419
1,0,0,2014-03-11,3107,4769,6189,7415
1,0,0,2014-03-12,3108,4774,6194,7420
1,0,0,2014-03-13,3107,4777,6193,7422
1,0,0,2014-03-14,3111,4777,6192,7427
1,0,0,2014-03-15,3109,4781,6185,7429
1,0,0,2014-03-16,3095,4781,6173,7422
1,0,0,2014-03-17,3095,4777,6172,7427
1,0,0,2014-03-18,3107,4785,6173,7429
1,0,0,2014-03-19,3100,4784,6168,7419
1,0,0,2014-03-20,3089,4783,6175,7421
1,0,0,2014-03-21,3090,4785,6176,7424
1,0,0,2014-03-22,3086,4787,6178,7429
1,0,0,2014-03-23,3093,4798,6178,7429
1,0,0,2014-03-24,3089,4804,6173,7427
1,0,0,2014-03-25,3092,4804,6169,7431
1,0,0,2014-03-26,3091,4804,6168,7432
1,0,0,2014-03-27,3101,4805,6168,7436
1,0,0,2014-03-28,3089,4799,6167,7429
1,0,0,2014-03-29,3083,4801,6164,7424
1,0,0,2014-03-30,3098,4817,6169,7436
1,0,0,2014-03-31,3083,4812,6160,7434
1,0,0,2014-04-01,3097,4818,6165,7437
1,0,0,2014-04-02,3117,4829,6174,7450
1,0,0,2014-04-03,3111,4827,6174,7442
1,0,0,2014-04-04,3098,4818,6160,7436
1,0,0,2014-04-05,3096,4810,6149,7429
1,0,0,2014-04-06,3105,4809,6146,7426
1,0,0,2014-04-07,3106,4813,6143,7423
1,0,0,2014-04-08,3105,4813,6138,7420
1,0,0,2014-04-09,3099,4805,6131,7423
1,0,0,2014-04-10,3100,4810,6139,7431
1,0,0,2014-04-11,3103,4811,6139,7433
1,0,0,2014-04-12,3100,4804,6126,7428
1,0,0,2014-04-13,3095,4792,6119,7415
1,0,0,2014-04-14,3092,4786,6107,7407
1,0,0,2014-04-15,3086,4780,6102,7405
1,0,0,2014-04-16,3089,4786,6099,7396
1,0,0,2014-04-17,3088,4782,6095,7395
1,0,0,2014-04-18,3082,4780,6095,7401
1,0,0,2014-04-19,3082,4779,6086,7396
1,0,0,2014-04-20,3083,4782,6074,7402
1,0,0,2014-04-21,3085,4781,6073,7396
1,0,0,2014-04-22,3057,4776,6070,7392
1,0,0,2014-04-23,3065,4782,6078,7393
1,0,0,2014-04-24,3071,4785,6081,7401
1,0,0,2014-04-25,3063,4779,6083,7395
1,0,0,2014-04-26,3062,4772,6074,7391
1,0,0,2014-04-27,3067,4771,6077,7382
1,0,0,2014-04-28,3075,4771,6087,7391
1,0,0,2014-04-29,3079,4768,6088,7396
1,0,0,2014-04-30,3084,4763,6092,7401
1,0,0,2014-05-01,3082,4758,6083,7399
1,0,0,2014-05-02,3073,4760,6080,7400
1,0,0,2014-05-03,3061,4755,6075,7389
1,0,0,2014-05-04,3061,4756,6082,7395
1,0,0,2014-05-05,3065,4753,6076,7398
1,0,0,2014-05-06,3065,4751,6076,7388
1,0,0,2014-05-07,3054,4740,6074,7382
1,0,0,2014-05-08,3056,4741,6075,7379
1,0,0,2014-05-09,3046,4735,6070,7367
1,0,0,2014-05-10,3049,4734,6066,7372
1,0,0,2014-05-11,3041,4732,6066,7376
1,0,0,2014-05-12,3027,4730,6066,7366
1,0,0,2014-05-13,3027,4722,6058,7369
1,0,0,2014-05-14,3028,4719,6060,7373
1,0,0,2014-05-15,3039,4717,6062,7374
1,0,0,2014-05-16,3033,4718,6066,7377
1,0,0,2014-05-17,3034,4713,6059,7372
1,0,0,2014-05-18,3041,4709,6049,7366
1,0,0,2014-05-19,3033,4699,6047,7356
1,0,0,2014-05-20,3031,4701,6047,7355
1,0,0,2014-05-21,3015,4693,6041,7347
1,0,0,2014-05-22,3019,4700,6039,7346
1,0,0,2014-05-23,3019,4690,6038,7345
1,0,0,2014-05-24,3009,4673,6025,7343
1,0,0,2014-05-25,3012,4675,6020,7338
1,0,0,2014-05-26,3001,4662,6013,7325
1,0,0,2014-05-27,3017,4667,6013,7326
1,0,0,2014-05-28,3008,4664,6008,7323
1,0,0,2014-05-29,3010,4664,6014,7328
1,0,0,2014-05-30,3018,4665,6020,7327
1,0,0,2014-05-31,3000,4657,6014,7322
1,0,0,2014-06-01,3000,4656,6015,7322
1,0,0,2014-06-02,3000,4656,6014,7323
1,0,0,2014-06-03,2997,4658,6014,7318
1,0,0,2014-06-04,3004,4658,6013,7318
1,0,0,2014-06-05,3012,4659,6014,7315
1,0,0,2014-06-06,3007,4651,6017,7308
1,0,0,2014-06-07,3002,4646,6017,7302
1,0,0,2014-06-08,3003,4640,6023,7305
1,0,0,2014-06-09,2997,4632,6023,7302
1,0,0,2014-06-10,3003,4629,6024,7304
1,0,0,2014-06-11,2997,4621,6019,7296
1,0,0,2014-06-12,3002,4629,6026,7296
1,0,0,2014-06-13,2998,4629,6026,7280
1,0,0,2014-06-14,3000,4616,6028,7270
1,0,0,2014-06-15,2997,4614,6025,7271
1,0,0,2014-06-16,2991,4613,6026,7268
1,0,0,2014-06-17,2985,4607,6029,7265
1,0,0,2014-06-18,2980,4599,6025,7267
1,0,0,2014-06-19,2982,4604,6027,7271
1,0,0,2014-06-20,2988,4600,6024,7267
1,0,0,2014-06-21,2982,4598,6030,7263
1,0,0,2014-06-22,2980,4594,6032,7257
1,0,0,2014-06-23,2986,4596,6026,7250
1,0,0,2014-06-24,2992,4599,6025,7248
1,0,0,2014-06-25,2996,4621,6040,7253
1,0,0,2014-06-26,2999,4618,6041,7256
1,0,0,2014-06-27,2998,4618,6047,7255
1,0,0,2014-06-28,3005,4627,6054,7252
1,0,0,2014-06-29,3001,4619,6054,7248
1,0,0,2014-06-30,2997,4621,6053,7247
1,0,0,2014-07-01,2996,4624,6050,7245
1,0,0,2014-07-02,3000,4624,6049,7241
1,0,0,2014-07-03,2999,4617,6047,7232
1,0,0,2014-07-04,3006,4621,6046,7227
1,0,0,2014-07-05,3024,4640,6061,7234
1,0,0,2014-07-06,3038,4649,6077,7242
1,0,0,2014-07-07,3044,4648,6079,7241
1,0,0,2014-07-08,3039,4648,6079,7242
1,0,0,2014-07-09,3036,4647,6083,7248
1,0,0,2014-07-10,3032,4645,6078,7242
1,0,0,2014-07-11,3027,4636,6072,7232
1,0,0,2014-07-12,3032,4635,6068,7231
1,0,0,2014-07-13,3037,4637,6069,7228
1,0,0,2014-07-14,3045,4643,6072,7230
1,0,0,2014-07-15,3046,4653,6085,7232
1,0,0,2014-07-16,3038,4652,6081,7228
1,0,0,2014-07-17,3042,4650,6077,7226
1,0,0,2014-07-18,3045,4661,6084,7227
1,0,0,2014-07-19,3041,4650,6078,7211
1,0,0,2014-07-20,3044,4662,6083,7215
1,0,0,2014-07-21,3042,4638,6078,7212
1,0,0,2014-07-22,3043,4637,6078,7213
1,0,0,2014-07-23,3052,4645,6078,7208
1,0,0,2014-07-24,3077,4653,6086,7219
1,0,0,2014-07-25,3087,4659,6086,7217
1,0,0,2014-07-26,3087,4663,6082,7218
1,0,0,2014-07-27,3077,4656,6064,7211
1,0,0,2014-07-28,3062,4653,6059,7210
1,0,0,2014-07-29,3057,4653,6056,7210
1,0,0,2014-07-30,3059,4664,6062,7213
1,0,0,2014-07-31,3063,4661,6062,7206
1,0,0,2014-08-01,3080,4667,6071,7217
1,0,0,2014-08-02,3081,4669,6073,7223
1,0,0,2014-08-03,3081,4664,6065,7215
1,0,0,2014-08-04,3081,4661,6061,7216
1,0,0,2014-08-05,3072,4650,6050,7212
1,0,0,2014-08-06,3067,4643,6048,7209
1,0,0,2014-08-07,3073,4646,6048,7211
1,0,0,2014-08-08,3070,4648,6049,7208
1,0,0,2014-08-09,3067,4637,6044,7203
1,0,0,2014-08-10,3071,4629,6044,7210
1,0,0,2014-08-11,3067,4633,6041,7207
1,0,0,2014-08-12,3081,4642,6044,7214
1,0,0,2014-08-13,3082,4647,6036,7211
1,0,0,2014-08-14,3075,4639,6033,7210
1,0,0,2014-08-15,3078,4646,6036,7212
1,0,0,2014-08-16,3084,4652,6033,7202
1,0,0,2014-08-17,3087,4650,6028,7203
1,0,0,2014-08-18,3076,4642,6022,7195
1,0,0,2014-08-19,3087,4649,6029,7208
1,0,0,2014-08-20,3092,4651,6040,7214
1,0,0,2014-08-21,3097,4655,6033,7217
1,0,0,2014-08-22,3109,4661,6034,7219
1,0,0,2014-08-23,3115,4666,6038,7217
1,0,0,2014-08-24,3117,4663,6030,7218
1,0,0,2014-08-25,3113,4669,6027,7215
1,0,0,2014-08-26,3115,4668,6029,7215
1,0,0,2014-08-27,3116,4668,6027,7222
1,0,0,2014-08-28,3107,4666,6023,7224
1,0,0,2014-08-29,3113,4666,6032,7232
1,0,0,2014-08-30,3114,4663,6031,7236
1,0,0,2014-08-31,3121,4668,6040,7241
1,0,0,2014-09-01,3119,4666,6042,7242
1,0,0,2014-09-02,3115,4666,6034,7234
1,0,0,2014-09-03,3106,4667,6030,7231
1,0,0,2014-09-04,3105,4672,6028,7237
1,0,0,2014-09-05,3099,4673,6031,7248
1,0,0,2014-09-06,3094,4676,6027,7255
1,0,0,2014-09-07,3101,4682,6029,7259
1,0,0,2014-09-08,3098,4677,6021,7253
1,0,0,2014-09-09,3099,4681,6024,7258
1,0,0,2014-09-10,3109,4685,6037,7265
1,0,0,2014-09-11,3115,4680,6034,7263
1,0,0,2014-09-12,3124,4680,6026,7266
1,0,0,2014-09-13,3127,4676,6022,7260
1,0,0,2014-09-14,3133,4681,6029,7262
1,0,0,2014-09-15,3129,4680,6027,7269
1,0,0,2014-09-16,3130,4678,6026,7270
1,0,0,2014-09-17,3130,4686,6032,7272
1,0,0,2014-09-18,3133,4691,6028,7270
1,0,0,2014-09-19,3141,4690,6027,7281
1,0,0,2014-09-20,3151,4695,6037,7294
1,0,0,2014-09-21,3154,4705,6048,7297
1,0,0,2014-09-22,3129,4694,6044,7289
1,0,0,2014-09-23,3126,4688,6048,7288
1,0,0,2014-09-24,3122,4691,6044,7284
1,0,0,2014-09-25,3124,4691,6048,7293
1,0,0,2014-09-26,3123,4692,6053,7299
1,0,0,2014-09-27,3125,4695,6048,7304
1,0,0,2014-09-28,3119,4693,6045,7301
1,0,0,2014-09-29,3127,4696,6049,7302
1,0,0,2014-09-30,3138,4702,6055,7309
1,0,0,2014-10-01,3143,4704,6053,7314
1,0,0,2014-10-02,3134,4706,6056,7313
1,0,0,2014-10-03,3135,4715,6064,7320
1,0,0,2014-10-04,3133,4720,6071,7333
1,0,0,2014-10-05,3127,4717,6066,7330
1,0,0,2014-10-06,3129,4717,6069,7328
1,0,0,2014-10-07,3123,4709,6066,7323
1,0,0,2014-10-08,3124,4708,6068,7321
1,0,0,2014-10-09,3135,4715,6070,7325
1,0,0,2014-10-10,3146,4727,6079,7328
1,0,0,2014-10-11,3160,4744,6093,7333
1,0,0,2014-10-12,3154,4749,6091,7332
1,0,0,2014-10-13,3160,4747,6099,7338
1,0,0,2014-10-14,3167,4742,6102,7340
1,0,0,2014-10-15,3168,4737,6100,7335
1,0,0,2014-10-16,3167,4740,6110,7340
1,0,0,2014-10-17,3166,4743,6106,7340
1,0,0,2014-10-18,3176,4748,6119,7349
1,0,0,2014-10-19,3181,4753,6105,7352
1,0,0,2014-10-20,3180,4750,6104,7352
1,0,0,2014-10-21,3176,4752,6106,7351
1,0,0,2014-10-22,3192,4766,6111,7358
1,0,0,2014-10-23,3192,4766,6115,7353
1,0,0,2014-10-24,3192,4771,6125,7356
1,0,0,2014-10-25,3197,4770,6131,7353
1,0,0,2014-10-26,3210,4759,6122,7343
1,0,0,2014-10-27,3219,4763,6123,7341
1,0,0,2014-10-28,3225,4761,6125,7339
1,0,0,2014-10-29,3213,4758,6117,7341
1,0,0,2014-10-30,3211,4761,6110,7343
1,0,0,2014-10-31,3212,4765,6116,7346
1,0,0,2014-11-01,3215,4768,6110,7338
1,0,0,2014-11-02,3228,4775,6117,7343
1,0,0,2014-11-03,3232,4772,6112,7337
1,0,0,2014-11-04,3238,4782,6117,7345
1,0,0,2014-11-05,3231,4784,6118,7345
1,0,0,2014-11-06,3235,4782,6118,7345
1,0,0,2014-11-07,3233,4790,6118,7348
1,0,0,2014-11-08,3238,4796,6114,7347
1,0,0,2014-11-09,3240,4795,6115,7344
1,0,0,2014-11-10,3237,4801,6117,7340
1,0,0,2014-11-11,3253,4808,6127,7340
1,0,0,2014-11-12,3253,4813,6124,7347
1,0,0,2014-11-13,3255,4815,6130,7351
1,0,0,2014-11-14,3264,4829,6140,7352
1,0,0,2014-11-15,3272,4837,6141,7353
1,0,0,2014-11-16,3274,4841,6145,7363
1,0,0,2014-11-17,3271,4842,6138,7359
1,0,0,2014-11-18,3272,4845,6133,7362
1,0,0,2014-11-19,3276,4848,6134,7353
1,0,0,2014-11-20,3282,4851,6135,7349
1,0,0,2014-11-21,3286,4861,6145,7353
1,0,0,2014-11-22,3288,4857,6138,7345
1,0,0,2014-11-23,3290,4859,6144,7343
1,0,0,2014-11-24,3300,4870,6152,7347
1,0,0,2014-11-25,3312,4873,6162,7355
1,0,0,2014-11-26,3303,4863,6157,7347
1,0,0,2014-11-27,3307,4878,6164,7357
1,0,0,2014-11-28,3309,4884,6165,7361
1,0,0,2014-11-29,3313,4885,6164,7360
1,0,0,2014-11-30,3320,4887,6164,7364
1,0,0,2014-12-01,3317,4889,6167,7359
1,0,0,2014-12-02,3318,4885,6170,7359
1,0,0,2014-12-03,3334,4890,6176,7359
1,0,0,2014-12-04,3325,4884,6172,7354
1,0,0,2014-12-05,3321,4890,6182,7357
1,0,0,2014-12-06,3328,4890,6182,7357
1,0,0,2014-12-07,3333,4900,6189,7361
1,0,0,2014-12-08,3333,4906,6195,7363
1,0,0,2014-12-09,3336,4895,6183,7362
1,0,0,2014-12-10,3352,4913,6191,7370
1,0,0,2014-12-11,3340,4914,6187,7358
1,0,0,2014-12-12,3352,4920,6187,7356
1,0,0,2014-12-13,3353,4920,6185,7358
1,0,0,2014-12-14,3344,4912,6183,7353
1,0,0,2014-12-15,3350,4923,6184,7353
1,0,0,2014-12-16,3340,4922,6184,7354
1,0,0,2014-12-17,3336,4925,6190,7353
1,0,0,2014-12-18,3351,4941,6195,7361
1,0,0,2014-12-19,3345,4948,6198,7365
1,0,0,2014-12-20,3350,4947,6203,7369
1,0,0,2014-12-21,3359,4935,6203,7377
1,0,0,2014-12-22,3359,4933,6197,7384
1,0,0,2014-12-23,3360,4929,6198,7379
1,0,0,2014-12-24,3373,4930,6194,7382
1,0,0,2014-12-25,3369,4928,6194,7387
1,0,0,2014-12-26,3365,4931,6200,7389
1,0,0,2014-12-27,3365,4930,6200,7391
1,0,0,2014-12-28,3358,4933,6203,7394
1,0,0,2014-12-29,3351,4939,6203,7391
1,0,0,2014-12-30,3350,4938,6199,7381
1,0,0,2014-12-31,3347,4934,6200,7380
1,0,0,2015-01-01,3335,4927,6198,7377
1,0,0,2015-01-02,3345,4923,6197,7380
1,0,0,2015-01-03,3336,4912,6194,7372
1,0,0,2015-01-04,3322,4902,6186,7367
1,0,0,2015-01-05,3336,4916,6194,7379
1,0,0,2015-01-06,3323,4906,6186,7376
1,0,0,2015-01-07,3325,4919,6194,7376
1,0,0,2015-01-08,3331,4920,6201,7374
1,0,0,2015-01-09,3325,4917,6202,7373
1,0,0,2015-01-10,3319,4914,6202,7372
1,0,0,2015-01-11,3314,4906,6190,7371
1,0,0,2015-01-12,3310,4912,6187,7375
1,0,0,2015-01-13,3314,4917,6186,7375
1,0,0,2015-01-14,3311,4916,6186,7383
1,0,0,2015-01-15,3306,4913,6187,7374
1,0,0,2015-01-16,3314,4920,6189,7384
1,0,0,2015-01-17,3307,4922,6191,7370
1,0,0,2015-01-18,3303,4918,6188,7369
1,0,0,2015-01-19,3302,4915,6191,7374
1,0,0,2015-01-20,3287,4918,6195,7373
1,0,0,2015-01-21,3281,4913,6193,7377
1,0,0,2015-01-22,3280,4916,6200,7386
1,0,0,2015-01-23,3270,4918,6197,7388
1,0,0,2015-01-24,3260,4926,6187,7384
1,0,0,2015-01-25,3248,4925,6181,7381
1,0,0,2015-01-26,3248,4928,6181,7386
1,0,0,2015-01-27,3242,4922,6178,7375
1,0,0,2015-01-28,3247,4928,6186,7373
1,0,0,2015-01-29,3241,4917,6182,7366
1,0,0,2015-01-30,3242,4914,6184,7364
1,0,0,2015-01-31,3242,4921,6188,7367
1,0,0,2015-02-01,3239,4922,6185,7361
1,0,0,2015-02-02,3256,4934,6204,7370
1,0,0,2015-02-03,3253,4928,6201,7366
1,0,0,2015-02-04,3248,4929,6202,7368
1,0,0,2015-02-05,3243,4925,6199,7361
1,0,0,2015-02-06,3239,4926,6205,7359
1,0,0,2015-02-07,3223,4926,6199,7358
1,0,0,2015-02-08,3211,4920,6204,7359
1,0,0,2015-02-09,3209,4925,6207,7363
1,0,0,2015-02-10,3197,4922,6209,7356
1,0,0,2015-02-11,3192,4928,6215,7366
1,0,0,2015-02-12,3189,4930,6225,7376
1,0,0,2015-02-13,3186,4931,6231,7372
1,0,0,2015-02-14,3186,4927,6227,7365
1,0,0,2015-02-15,3184,4925,6230,7361
1,0,0,2015-02-16,3192,4931,6239,7360
1,0,0,2015-02-17,3183,4933,6237,7357
1,0,0,2015-02-18,3174,4935,6245,7359
1,0,0,2015-02-19,3166,4930,6244,7362
1,0,0,2015-02-20,3162,4935,6240,7356
1,0,0,2015-02-21,3154,4933,6240,7363
1,0,0,2015-02-22,3146,4926,6236,7361
1,0,0,2015-02-23,3140,4933,6229,7360
1,0,0,2015-02-24,3135,4929,6224,7360
1,0,0,2015-02-25,3140,4924,6224,7353
1,0,0,2015-02-26,3143,4923,6224,7348
1,0,0,2015-02-27,3138,4918,6219,7344
1,0,0,2015-02-28,3134,4912,6213,7338
1,0,0,2015-03-01,3127,4910,6215,7342
1,0,0,2015-03-02,3127,4913,6217,7347
1,0,0,2015-03-03,3127,4918,6214,7346
1,0,0,2015-03-04,3132,4913,6211,7342
1,0,0,2015-03-05,3117,4904,6212,7347
1,0,0,2015-03-06,3115,4913,6219,7349
1,0,0,2015-03-07,3109,4910,6219,7348
1,0,0,2015-03-08,3113,4908,6224,7353
1,0,0,2015-03-09,3106,4912,6220,7353
1,0,0,2015-03-10,3098,4912,6222,7349
1,0,0,2015-03-11,3105,4904,6225,7345
1,0,0,2015-03-12,3108,4908,6223,7342
1,0,0,2015-03-13,3113,4911,6224,7340
1,0,0,2015-03-14,3106,4900,6214,7337
1,0,0,2015-03-15,3098,4903,6221,7333
1,0,0,2015-03-16,3102,4900,6220,7340
1,0,0,2015-03-17,3110,4900,6225,7347
1,0,0,2015-03-18,3104,4898,6225,7341
1,0,0,2015-03-19,3114,4897,6235,7349
1,0,0,2015-03-20,3127,4903,6240,7356
1,0,0,2015-03-21,3136,4911,6229,7357
1,0,0,2015-03-22,3142,4909,6229,7354
1,0,0,2015-03-23,3151,4911,6227,7355
1,0,0,2015-03-24,3145,4909,6217,7344
1,0,0,2015-03-25,3143,4903,6213,7339
1,0,0,2015-03-26,3137,4890,6207,7334
1,0,0,2015-03-27,3130,4890,6206,7333
1,0,0,2015-03-28,3129,4887,6210,7336
1,0,0,2015-03-29,3134,4887,6222,7342
1,0,0,2015-03-30,3131,4890,6219,7336
1,0,0,2015-03-31,3127,4884,6216,7335
1,0,0,2015-04-01,3134,4885,6224,7345
1,0,0,2015-04-02,3136,4892,6226,7351
1,0,0,2015-04-03,3130,4883,6221,7347
1,0,0,2015-04-04,3132,4883,6217,7345
1,0,0,2015-04-05,3122,4880,6215,7336
1,0,0,2015-04-06,3120,4882,6215,7340
1,0,0,2015-04-07,3115,4881,6224,7348
1,0,0,2015-04-08,3119,4885,6224,7352
1,0,0,2015-04-09,3126,4888,6235,7365
1,0,0,2015-04-10,3120,4878,6231,7366
1,0,0,2015-04-11,3128,4879,6233,7365
1,0,0,2015-04-12,3119,4872,6233,7357
1,0,0,2015-04-13,3121,4874,6234,7351
1,0,0,2015-04-14,3128,4874,6230,7348
1,0,0,2015-04-15,3130,4879,6236,7351
1,0,0,2015-04-16,3127,4874,6229,7346
1,0,0,2015-04-17,3130,4877,6238,7353
1,0,0,2015-04-18,3135,4883,6245,7359
1,0,0,2015-04-19,3133,4878,6240,7364
1,0,0,2015-04-20,3131,4871,6242,7370
1,0,0,2015-04-21,3124,4862,6237,7366
1,0,0,2015-04-22,3123,4859,6236,7369
1,0,0,2015-04-23,3128,4863,6249,7376
1,0,0,2015-04-24,3142,4873,6272,7382
1,0,0,2015-04-25,3152,4879,6286,7389
1,0,0,2015-04-26,3146,4878,6287,7387
1,0,0,2015-04-27,3159,4877,6291,7397
1,0,0,2015-04-28,3168,4889,6303,7412
1,0,0,2015-04-29,3172,4900,6302,7420
1,0,0,2015-04-30,3167,4906,6303,7425
1,0,0,2015-05-01,3159,4900,6302,7423
1,0,0,2015-05-02,3164,4905,6308,7427
1,0,0,2015-05-03,3165,4908,6311,7433
1,0,0,2015-05-04,3166,4918,6314,7438
1,0,0,2015-05-05,3170,4914,6317,7438
1,0,0,2015-05-06,3171,4912,6315,7436
1,0,0,2015-05-07,3179,4910,6322,7442
1,0,0,2015-05-08,3183,4906,6326,7443
1,0,0,2015-05-09,3185,4900,6327,7452
1,0,0,2015-05-10,3187,4891,6323,7445
1,0,0,2015-05-11,3186,4878,6317,7442
1,0,0,2015-05-12,3181,4871,6321,7446
1,0,0,2015-05-13,3180,4874,6322,7451
1,0,0,2015-05-14,3185,4870,6324,7457
1,0,0,2015-05-15,3197,4884,6334,7466
1,0,0,2015-05-16,3202,4886,6337,7471
1,0,0,2015-05-17,3207,4896,6345,7479
1,0,0,2015-05-18,3209,4899,6351,7485
1,0,0,2015-05-19,3208,4893,6354,7492
1,0,0,2015-05-20,3224,4904,6366,7505
1,0,0,2015-05-21,3227,4910,6378,7509
1,0,0,2015-05-22,3227,4911,6376,7507
1,0,0,2015-05-23,3225,4908,6375,7507
1,0,0,2015-05-24,3229,4907,6386,7507
1,0,0,2015-05-25,3223,4904,6383,7504
1,0,0,2015-05-26,3233,4920,6387,7514
1,0,0,2015-05-27,3234,4922,6389,7518
1,0,0,2015-05-28,3240,4923,6388,7518
1,0,0,2015-05-29,3245,4928,6392,7518
1,0,0,2015-05-30,3239,4926,6395,7525
1,0,0,2015-05-31,3248,4924,6395,7528
1,0,0,2015-06-01,3245,4921,6398,7518
1,0,0,2015-06-02,3242,4924,6392,7514
1,0,0,2015-06-03,3250,4919,6386,7518
1,0,0,2015-06-04,3264,4931,6404,7533
1,0,0,2015-06-05,3268,4926,6402,7536
1,0,0,2015-06-06,3264,4926,6399,7541
1,0,0,2015-06-07,3261,4923,6401,7534
1,0,0,2015-06-08,3259,4915,6394,7530
1,0,0,2015-06-09,3255,4918,6391,7538
1,0,0,2015-06-10,3268,4935,6411,7550
1,0,0,2015-06-11,3261,4934,6413,7550
1,0,0,2015-06-12,3264,4936,6413,7549
1,0,0,2015-06-13,3273,4934,6414,7553
1,0,0,2015-06-14,3276,4936,6410,7554
1,0,0,2015-06-15,3284,4949,6416,7565
1,0,0,2015-06-16,3301,4957,6430,7577
1,0,0,2015-06-17,3299,4955,6420,7578
1,0,0,2015-06-18,3304,4962,6427,7584
1,0,0,2015-06-19,3308,4970,6437,7575
1,0,0,2015-06-20,3318,4981,6446,7587
1,0,0,2015-06-21,3317,4988,6444,7582
1,0,0,2015-06-22,3320,4995,6451,7584
1,0,0,2015-06-23,3324,5003,6455,7592
1,0,0,2015-06-24,3333,5016,6458,7605
1,0,0,2015-06-25,3349,5020,6469,7617
1,0,0,2015-06-26,3369,5032,6480,7633
1,0,0,2015-06-27,3368,5030,6475,7639
1,0,0,2015-06-28,3372,5036,6484,7641
1,0,0,2015-06-29,3381,5034,6481,7638
1,0,0,2015-06-30,3403,5058,6499,7659
1,0,0,2015-07-01,3421,5062,6509,7661
1,0,0,2015-07-02,3432,5064,6508,7660
1,0,0,2015-07-03,3436,5077,6515,7660
1,0,0,2015-07-04,3448,5086,6527,7675
1,0,0,2015-07-05,3463,5095,6540,7686
1,0,0,2015-07-06,3460,5096,6544,7698
1,0,0,2015-07-07,3474,5103,6550,7702
1,0,0,2015-07-08,3477,5106,6550,7710
1,0,0,2015-07-09,3491,5111,6550,7718
1,0,0,2015-07-10,3508,5125,6559,7730
1,0,0,2015-07-11,3511,5127,6560,7736
1,0,0,2015-07-12,3505,5127,6561,7737
1,0,0,2015-07-13,3516,5137,6562,7737
1,0,0,2015-07-14,3521,5149,6576,7747
1,0,0,2015-07-15,3524,5153,6581,7747
1,0,0,2015-07-16,3533,5158,6586,7756
