anchorage,lat,lon,anchor_group
"FPSO ITAGUAI,BRA",-25.144871736422797,-42.94774371807128,0
"SANTOS BASIN,BRA",-25.178375476659248,-42.929549718754494,0
"SANTOS BASIN,BRA",-25.14809665694522,-42.894979865766174,0
"SANTOS BASIN,BRA",-25.16361844728414,-42.938446256455904,0
"SANTOS BASIN,BRA",-25.154346040876614,-42.9636655336436,0
"SANTOS BASIN,BRA",-25.14312850432371,-42.9777433297546,0
"RIO DE JANEIRO,BRA",-25.165028267002402,-42.91520933194453,0
"RIO DE JANEIRO,BRA",-25.18754879719904,-42.920468491168656,0
"BACIA DE SANTOS,BRA",-25.178461266112553,-42.910612605707456,0
"SANTOS BASIN,BRA",-25.221549447754395,-42.889584737486324,1
"FPSO MANGARATIBA,BRA",-25.20816121397791,-42.880775247997654,1
"SANTOS BASIN,BRA",-25.521005439092672,-42.86214226570116,2
"FPSO ANGRA DOS REIS,BRA",-25.54940499183367,-42.84237295990163,2
"SANTOS BASIN,BRA",-25.47895347919308,-42.80344916795803,3
"BACIA DE SANTOS,BRA",-25.47841413556873,-42.81646385153071,3
"SS83,BRA",-25.386339150200364,-42.7051453694953,4
"LULA FIELD,BRA",-25.39486709870727,-42.75819297465553,4
"FPSO MARICA,BRA",-25.45365413633046,-42.75454057570543,4
"FPSO PARATY,BRA",-25.3984443843467,-42.76398318580616,4
"SANTOS BASIN,BRA",-25.54007964859736,-42.74793977203771,4
"SANTOS BASIN,BRA",-25.378743743341055,-42.73071060906099,4
"SANTOS BASIN,BRA",-25.460633821187646,-42.721136140804546,4
"SANTOS BASIN,BRA",-25.494779613793124,-42.735516016088624,4
"SANTOS BASIN,BRA",-25.389067216505122,-42.729781195967355,4
"SANTOS BASIN,BRA",-25.468913064511824,-42.7489494123167,4
"SANTOS BASIN,BRA",-25.468181365982527,-42.7555204568712,4
"SANTOS BASIN,BRA",-25.448826010103005,-42.781634202269295,4
"SANTOS BASIN,BRA",-25.462756890479053,-42.73023896441592,4
"SANTOS BASIN,BRA",-25.37578293404135,-42.744265115404794,4
"RIO DE JANEIRO,BRA",-25.528321225619724,-42.747646400003234,4
"BACIA DE SANTOS,BRA",-25.557161154572427,-42.754046554479245,4
"BACIA DE SANTOS,BRA",-25.429820466500495,-42.76246841481494,4
"BACIA DE SANTOS,BRA",-25.566175148539223,-42.78462573976634,4
"SANTOS BASIN,BRA",-25.590336239401868,-42.89380668107768,5
"BACIA DE SANTOS,BRA",-25.60684702268936,-42.895725720495506,5
"SANTOS BASIN,BRA",-25.67867920568012,-43.21033630426831,6
"FPSO ILHABELA,BRA",-25.67491120326472,-43.21016595593449,6
"FPSO ILHABELA,BRA",-25.67695299891634,-43.207363416401684,6
"GUARA FIELD,BRA",-25.799850355290356,-43.25866511187637,7
"FPSO SAO PAULO,BRA",-25.803709642774276,-43.26485533542514,7
"BUZIOS FIELD,BRA",-24.785379723146846,-42.47561918422433,8
"BACIA DE SANTOS,BRA",-24.814003624533488,-42.48944428955377,8
"BACIA DE SANTOS,BRA",-24.65420146248329,-42.23507511206087,9
"BACIA DE SANTOS,BRA",-24.670973042934623,-42.26426837838697,9
"BACIA DE SANTOS,BRA",-24.627788897231117,-42.248716619670354,9
"BUZIOS FIELD,BRA",-24.629960925961683,-42.44999572658805,10
"SANTOS BASIN,BRA",-24.64863763980254,-42.460592726013715,10
"RIO DE JANEIRO,BRA",-24.62911639484897,-42.51974994694108,10
"RIO DE JANEIRO,BRA",-24.629858832578893,-42.49066769341979,10
"BACIA DE SANTOS,BRA",-24.63122888626928,-42.43453999760989,10
"P63,BRA",-23.521340356144542,-41.07094802677658,11
"MACAE,BRA",-23.515137272906216,-41.06222178885933,11
"CAMPOS BASIN,BRA",-23.52137437157311,-41.0911683273952,11
"RIO DE JANEIRO,BRA",-23.518832752562087,-41.06239611862253,11
"BACIA DE CAMPOS,BRA",-23.513130670160066,-41.06600606155707,11
"FPSO PEREGRINO,BRA",-23.32284004166863,-41.26002080517475,12
"FPSO PEREGRINO,BRA",-23.32025001299899,-41.26256983791285,12
"P48,BRA",-22.665606137556136,-40.24019788308265,13
"MACAE,BRA",-22.662376544190362,-40.240199175047316,13
"FPSO P 48,BRA",-22.664496616073066,-40.24370823253641,13
"FPSO P 48,BRA",-22.668386025567102,-40.2435937426119,13
"RIO DE JANEIRO,BRA",-22.672585274733045,-40.24527601011385,13
"CAMPOS BASIN,BRA",-22.87602979483833,-40.346214562738076,14
"FPSO RIO DE JANEIRO,BRA",-22.860401293078223,-40.36106377212085,14
"P 65,BRA",-22.701008391189976,-40.67702533288282,15
"CAMPOS BASIN,BRA",-22.708796483423093,-40.69365841452514,15
"BACIA DE CAMPOS,BRA",-22.873758581805372,-40.745330832272494,16
"BACIA DE CAMPOS,BRA",-22.871611153898357,-40.74502986619351,16
"BACIA DE CAMPOS,BRA",-22.87321778260945,-40.747471668000095,16
"BACIA DE CAMPOS,BRA",-22.87017987657576,-40.74772648909576,16
"7 TVD 12D RJS,BRA",-22.946230164649005,-40.67433701704386,17
"FPSO RIO DAS OSTRAS,BRA",-22.91715174820349,-40.68653431939264,17
"PMAC,BRA",-22.406762661091822,-41.71803372932256,18
"MACAE,BRA",-22.37143928017608,-41.753170808984684,18
"MACAE,BRA",-22.375052189644137,-41.72419273564847,18
"MACAE,BRA",-22.40320024309413,-41.75865303418114,18
"MACAE,BRA",-22.36193252369012,-41.738232673112734,18
"MACAE,BRA",-22.359479330420694,-41.747885842662754,18
"MACAE,BRA",-22.370030087426205,-41.75785774320274,18
"MACAE,BRA",-22.365150485099598,-41.7432160155472,18
"MACAE,BRA",-22.376309417952125,-41.74860743071022,18
"MACAE,BRA",-22.36890760731206,-41.76254152231011,18
"MACAE,BRA",-22.363369497897992,-41.733271524482134,18
"MACAE,BRA",-22.411234292634024,-41.76332158033698,18
"MACAE,BRA",-22.40276493581731,-41.76263083850503,18
"MACAE,BRA",-22.372597322386692,-41.762558828742996,18
"MACAE,BRA",-22.363789597604033,-41.74812688169643,18
"MACAE,BRA",-22.373879374198808,-41.743524686532204,18
"MACAE,BRA",-22.372344319035893,-41.73353876950352,18
"MACAE,BRA",-22.375046111264194,-41.73861372814302,18
"MACAE,BRA",-22.36571631199072,-41.757498243288985,18
"MACAE,BRA",-22.372756283191567,-41.748370961367904,18
"MACAE,BRA",-22.369305400666754,-41.728528709305365,18
"MACAE,BRA",-22.360353222477645,-41.72847941581931,18
"MACAE,BRA",-22.36475350121352,-41.72840290306423,18
"MACAE,BRA",-22.3710218837609,-41.7384655723033,18
"MACAE,BRA",-22.366536244330245,-41.73834045137741,18
"MACAE,BRA",-22.36628381040934,-41.72353997116391,18
"MACAE,BRA",-22.357599329013148,-41.73788604689421,18
"MACAE,BRA",-22.374476260316666,-41.75801303216719,18
"MACAE,BRA",-22.3776033798224,-41.758249486313375,18
"MACAE,BRA",-22.3678288943782,-41.73352310714487,18
"MACAE,BRA",-22.36735332448014,-41.71834507710694,18
"MACAE,BRA",-22.369714536800295,-41.743289959400904,18
"MACAE,BRA",-22.37630150785175,-41.734022311618396,18
"MACAE,BRA",-22.360667364198743,-41.74285868370585,18
"MACAE,BRA",-22.38483357514088,-41.76799793225014,18
"MACAE,BRA",-22.358947898725766,-41.73326570316887,18
"MACAE,BRA",-22.36678782211081,-41.75308008235256,18
"MACAE,BRA",-22.361781329092185,-41.72351502787428,18
"MACAE,BRA",-22.362684520980185,-41.75264713435555,18
"MACAE,BRA",-22.3706050992866,-41.7239895829798,18
"MACAE,BRA",-22.375451834974676,-41.753569226094065,18
"MACAE,BRA",-22.361604392914533,-41.756935648302964,18
"MACAE,BRA",-22.377835880983483,-41.74391806730629,18
"MACAE,BRA",-22.407155010105143,-41.762932760842595,18
"MACAE,BRA",-22.368285442383872,-41.74828331181489,18
"MACAE,BRA",-22.373550903741,-41.728779225211674,18
"PORTO DO FORNO,BRA",-22.973060022929168,-42.007225401834944,19
"PORTO DO FORNO,BRA",-22.971480349466706,-42.01553565808376,19
"RIO,BRA",-22.94569429546127,-43.170850522933456,20
"NITEROI,BRA",-22.85431522285974,-43.12551970929389,20
"NITEROI,BRA",-22.88133212871501,-43.11553929840129,20
"NITEROI,BRA",-22.871859108154315,-43.112380231552294,20
"NITEROI,BRA",-22.867893836656677,-43.13820274124353,20
"NITEROI,BRA",-22.87667870744943,-43.11905336653611,20
"NITEROI,BRA",-22.86578150315203,-43.138202628471625,20
"NITEROI,BRA",-22.87120413926491,-43.13296965000941,20
"NITEROI,BRA",-22.856364975804627,-43.133630572639625,20
"NITEROI,BRA",-22.878863632602602,-43.132816541671566,20
"NITEROI,BRA",-22.85718926322384,-43.12935291783666,20
"NITEROI,BRA",-22.872642520022467,-43.12742232618962,20
"NITEROI,BRA",-22.86891697826992,-43.112292737157354,20
"NITEROI,BRA",-22.866296148819444,-43.130183572496435,20
"NITEROI,BRA",-22.86653481898911,-43.13301724880595,20
"NITEROI,BRA",-22.863573276597307,-43.12949787959521,20
"NITEROI,BRA",-22.893711873916068,-43.12524990462604,20
"NITEROI,BRA",-22.885306784642896,-43.135149847015455,20
"NITEROI,BRA",-22.854761456967747,-43.138369773237564,20
"NITEROI,BRA",-22.863278743304623,-43.14346801704003,20
"NITEROI,BRA",-22.873170675394796,-43.125043402631064,20
"NITEROI,BRA",-22.87630708532486,-43.13233678816029,20
"NITEROI,BRA",-22.86398345902581,-43.11538276861858,20
"NITEROI,BRA",-22.858308857066422,-43.138423183398835,20
"NITEROI,BRA",-22.880250006454727,-43.119591449183375,20
"NITEROI,BRA",-22.853064690050555,-43.128976792074,20
"NITEROI,BRA",-22.863429978185057,-43.11746402542284,20
"NITEROI,BRA",-22.864709317694995,-43.110508881838044,20
"NITEROI,BRA",-22.87760356679818,-43.12316911070448,20
"NITEROI,BRA",-22.851907438197124,-43.13351844596256,20
"NITEROI,BRA",-22.876870710191085,-43.12974424875941,20
"NITEROI,BRA",-22.863867895002464,-43.131767831553645,20
"NITEROI,BRA",-22.86637815034994,-43.11891962659379,20
"AI PATRA,BRA",-22.950395043833804,-43.171298032013205,20
"AI PATRA,BRA",-22.951790359132755,-43.1716911923205,20
"PARANAGUA,BRA",-22.932535872178317,-43.10803685829577,20
"CEMYSS BAY,BRA",-22.824542552957183,-43.09285858980362,20
"SAO GONCALO,BRA",-22.823170093518467,-43.09043501533777,20
"GUANABARA BAY,BRA",-22.783874822241863,-43.1317397406242,20
"RIO DE JANEIRO,BRA",-22.90728877650633,-43.1420076135575,20
"RIO DE JANEIRO,BRA",-22.880165725490627,-43.15123562887505,20
"RIO DE JANEIRO,BRA",-22.88537072195015,-43.148484831153475,20
"RIO DE JANEIRO,BRA",-22.845289967470336,-43.12504739430795,20
"RIO DE JANEIRO,BRA",-22.889340571205032,-43.14825566510761,20
"RIO DE JANEIRO,BRA",-22.86233717378473,-43.182495712245824,20
"RIO DE JANEIRO,BRA",-22.869515492714058,-43.20620838229278,20
"RIO DE JANEIRO,BRA",-22.863085233334914,-43.1675837654847,20
"RIO DE JANEIRO,BRA",-22.892261847762988,-43.196529923664855,20
"RIO DE JANEIRO,BRA",-22.85505683661622,-43.18190523629367,20
"RIO DE JANEIRO,BRA",-22.88032470109652,-43.20940631671984,20
"RIO DE JANEIRO,BRA",-22.89193944331958,-43.19291470848609,20
"RIO DE JANEIRO,BRA",-22.782149629578104,-43.13146981285428,20
"RIO DE JANEIRO,BRA",-22.858554873068076,-43.17116992785492,20
"RIO DE JANEIRO,BRA",-22.888001235663967,-43.21482515307247,20
"RIO DE JANEIRO,BRA",-22.893486602538605,-43.212659745877275,20
"RIO DE JANEIRO,BRA",-22.87852023189713,-43.20764422586054,20
"RIO DE JANEIRO,BRA",-22.895246684166,-43.21183406455374,20
"RIO DE JANEIRO,BRA",-22.89209313308029,-43.19083117100167,20
"RIO DE JANEIRO,BRA",-22.87426374512463,-43.203519415833675,20
"RIO DE JANEIRO,BRA",-22.85677585698182,-43.14345791748051,20
"RIO DE JANEIRO,BRA",-22.85254361217276,-43.162042312168865,20
"RIO DE JANEIRO,BRA",-22.856782837287177,-43.162374316260966,20
"RIO DE JANEIRO,BRA",-22.918492247878145,-43.17146127690331,20
"RIO DE JANEIRO,BRA",-22.907531690007367,-43.15327928067492,20
"RIO DE JANEIRO,BRA",-22.882283289407496,-43.2112287527505,20
"RIO DE JANEIRO,BRA",-22.893501175284992,-43.199833915734,20
"RIO DE JANEIRO,BRA",-22.767004982755232,-43.14816758736387,20
"RIO DE JANEIRO,BRA",-22.85994665516201,-43.16728292113127,20
"RIO DE JANEIRO,BRA",-22.87578552178638,-43.20508923881704,20
"RIO DE JANEIRO,BRA",-22.908007545550177,-43.138580994757184,20
"RIO DE JANEIRO,BRA",-22.894726374931224,-43.182463529444945,20
"RIO DE JANEIRO,BRA",-22.91740453961876,-43.16971491105462,20
"RIO DE JANEIRO,BRA",-22.887417804370216,-43.1876676609252,20
"RIO DE JANEIRO,BRA",-22.863960486383235,-43.16327603259113,20
"RIO DE JANEIRO,BRA",-22.894492023820547,-43.202193876242006,20
"RIO DE JANEIRO,BRA",-22.858625104097115,-43.18610279180208,20
"RIO DE JANEIRO,BRA",-22.883481357430586,-43.1516319517727,20
"RIO DE JANEIRO,BRA",-22.825428487839364,-43.09464979481408,20
"RIO DE JANEIRO,BRA",-22.856217577155522,-43.19132311429324,20
"RIO DE JANEIRO,BRA",-22.880680419122783,-43.148284301542255,20
"RIO DE JANEIRO,BRA",-22.85987362635361,-43.181731077013204,20
"RIO DE JANEIRO,BRA",-22.86133650877773,-43.162582986118984,20
"RIO DE JANEIRO,BRA",-22.919020914454205,-43.169741538919055,20
"RIO DE JANEIRO,BRA",-22.848829562503468,-43.128803928504844,20
"RIO DE JANEIRO,BRA",-22.85566922881729,-43.16667488059988,20
"RIO DE JANEIRO,BRA",-22.902232562210173,-43.17145207666925,20
"RIO DE JANEIRO,BRA",-22.877497044167036,-43.16179892244804,20
"RIO DE JANEIRO,BRA",-22.85782363256778,-43.15933084428365,20
"RIO DE JANEIRO,BRA",-22.854504270574093,-43.15139714984245,20
"RIO DE JANEIRO,BRA",-22.89573158512543,-43.20533654134985,20
"RIO DE JANEIRO,BRA",-22.853393334649777,-43.15925574531823,20
"RIO DE JANEIRO,BRA",-22.861154899005914,-43.17704714906156,20
"RIO DE JANEIRO,BRA",-22.862363836889788,-43.17202007657443,20
"RIO DE JANEIRO,BRA",-22.861151681590563,-43.18636421438801,20
"RIO DE JANEIRO,BRA",-22.8533181990366,-43.14324943543652,20
"RIO DE JANEIRO,BRA",-22.900604998666417,-43.143805040299526,20
"RIO DE JANEIRO,BRA",-22.945236364761158,-43.168018451703816,20
"RIO DE JANEIRO,BRA",-22.880365397535332,-43.15958771692101,20
"RIO DE JANEIRO,BRA",-22.893119872718444,-43.172779509554374,20
"RIO DE JANEIRO,BRA",-22.893278330601696,-43.186605786875454,20
"RIO DE JANEIRO,BRA",-22.87334004151104,-43.20279398505417,20
"RIO DE JANEIRO,BRA",-22.89768448950475,-43.171295460633246,20
"RIO DE JANEIRO,BRA",-22.879405202079884,-43.1616647338366,20
"RIO DE JANEIRO,BRA",-22.856725001678488,-43.17710252832486,20
"RIO DE JANEIRO,BRA",-22.86151979921987,-43.1594412262626,20
"RIO DE JANEIRO,BRA",-22.855527053646227,-43.14799336625767,20
"RIO DE JANEIRO,BRA",-22.867451232310508,-43.21004528256656,20
"RIO DE JANEIRO,BRA",-22.89055819867518,-43.214055663967,20
"RIO DE JANEIRO,BRA",-22.87810829437765,-43.159440921549475,20
"RIO DE JANEIRO,BRA",-22.911083095947966,-43.139139074761516,20
"RIO DE JANEIRO,BRA",-22.916890316872824,-43.17069644106968,20
"RIO DE JANEIRO,BRA",-22.898338175308044,-43.16903839763985,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.832900688112574,-43.133575621361935,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.820367952730845,-43.1528229381969,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.825270146424327,-43.128818705272046,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.837774331967996,-43.13352317113675,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.823433931666905,-43.133750486369024,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.842611753574502,-43.13342604348999,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.801793234291864,-43.13716428960657,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.829092437895234,-43.14650998747319,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.799360274476125,-43.1366661090641,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.836132987740335,-43.138261202741035,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.810116422475005,-43.16242569889553,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.839288767649872,-43.128919967364695,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.845601341053918,-43.13832821752375,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.799140659857464,-43.134326634287646,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.847099122264154,-43.13369436132546,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.8222383024132,-43.13801801769576,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.833580242342798,-43.146815864028305,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.82487907914409,-43.14265934483761,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.840577390301398,-43.12520453671474,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.830702154490993,-43.1244160816701,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.81571304099587,-43.14219091092367,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.8202548551099,-43.11802652543532,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.848678969866466,-43.14331641551268,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.842493381122242,-43.1477558221388,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.84068146692314,-43.138456909172206,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.816332783890655,-43.139341497667125,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.805079752832263,-43.15080522016642,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.851529185094478,-43.14801813953339,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.83455495024824,-43.12876283793538,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.835420738767887,-43.12536443426836,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.811762469699406,-43.14215575844157,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.84631215441901,-43.15104254958542,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.829715889947334,-43.142769497590514,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.8298707661034,-43.128878415127474,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.81915288968214,-43.152523433462555,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.850680392478424,-43.15116595022169,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.839222502873525,-43.143142660569794,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.837888136526193,-43.14735834160918,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.802127820137496,-43.12067515767411,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.826751060021913,-43.13804906474901,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.832154165383773,-43.17181063086977,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.84418311160796,-43.12885522958602,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.843887836887586,-43.143135228164844,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.831421809181297,-43.138234359704626,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.847110183721625,-43.14802356284948,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.823177222483793,-43.162190461654966,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.820362979879924,-43.14257333183074,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.834548940875916,-43.14306149638095,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.85032627065624,-43.13835442122602,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.811932463579055,-43.13864991421668,20
"DTSE / GEGUA OIL TERMINAL,BRA",-22.828443728197406,-43.13358931323078,20
"RIO DE JANEIRO,BRA",-22.97651912052771,-43.08924771794785,21
"RIO DE JANEIRO,BRA",-23.006796263791387,-43.07000509363889,21
"RIO DE JANEIRO,BRA",-22.974920924891546,-43.08035189601736,21
"RIO DE JANEIRO,BRA",-22.994388122151747,-43.051341733709705,21
"RIO DE JANEIRO,BRA",-22.97475592580063,-43.09426098898016,21
"RIO DE JANEIRO,BRA",-22.977269471259127,-43.085427431653684,21
"RIO DE JANEIRO,BRA",-22.973941232659378,-43.084901727263826,21
"RIO DE JANEIRO,BRA",-23.02912433086852,-43.13316257063424,22
"RIO DE JANEIRO,BRA",-23.02273655661928,-43.138159500570026,22
"RIO DE JANEIRO,BRA",-23.03027441465437,-43.14308453727839,22
"RIO DE JANEIRO,BRA",-23.02429531865398,-43.14778143612777,22
"RIO DE JANEIRO,BRA",-23.06830316387477,-43.114397293594365,22
"RIO DE JANEIRO,BRA",-23.040912920650154,-43.15259509774707,22
"RIO DE JANEIRO,BRA",-23.04449543853473,-43.1289886325207,22
"RIO DE JANEIRO,BRA",-23.03530451433909,-43.128964764396756,22
"RIO DE JANEIRO,BRA",-23.05579915207754,-43.12365955436656,22
"RIO DE JANEIRO,BRA",-23.02712507795551,-43.15262112346139,22
"RIO DE JANEIRO,BRA",-23.019512469671962,-43.14821590974641,22
"RIO DE JANEIRO,BRA",-23.052756021324566,-43.10503603190214,22
"RIO DE JANEIRO,BRA",-23.063619474355352,-43.11426772764117,22
"RIO DE JANEIRO,BRA",-23.054404354143543,-43.114254749232956,22
"RIO DE JANEIRO,BRA",-23.060334064294217,-43.10993758084033,22
"RIO DE JANEIRO,BRA",-23.020417045856814,-43.157596150127176,22
"RIO DE JANEIRO,BRA",-23.03925478216997,-43.15741066478018,22
"RIO DE JANEIRO,BRA",-23.051120290462386,-43.10955515294758,22
"RIO DE JANEIRO,BRA",-23.05748616506292,-43.10486219039469,22
"RIO DE JANEIRO,BRA",-23.064976801537494,-43.12379494533866,22
"RIO DE JANEIRO,BRA",-23.049418571429626,-43.12845553068103,22
"RIO DE JANEIRO,BRA",-23.028443656123738,-43.16220380537385,22
"RIO DE JANEIRO,BRA",-23.041262568028202,-43.124098378611485,22
"RIO DE JANEIRO,BRA",-23.03952737976674,-43.128953886677266,22
"RIO DE JANEIRO,BRA",-23.043583134071962,-43.11888184039354,22
"RIO DE JANEIRO,BRA",-23.04664350360586,-43.12334247337748,22
"RIO DE JANEIRO,BRA",-23.02672734134871,-43.13878574036064,22
"RIO DE JANEIRO,BRA",-23.036430185711545,-43.1526647973689,22
"RIO DE JANEIRO,BRA",-23.0546112649887,-43.12837756573745,22
"RIO DE JANEIRO,BRA",-23.0604100919804,-43.12383791809114,22
"RIO DE JANEIRO,BRA",-23.031675132240643,-43.13835825286633,22
"RIO DE JANEIRO,BRA",-23.025459771801998,-43.14326077640675,22
"RIO DE JANEIRO,BRA",-23.040889327614202,-43.13899562454857,22
"RIO DE JANEIRO,BRA",-23.041963447320086,-43.1630756376397,22
"RIO DE JANEIRO,BRA",-23.03626934613933,-43.138684141776345,22
"RIO DE JANEIRO,BRA",-23.037773957470446,-43.133973384927515,22
"RIO DE JANEIRO,BRA",-23.031837265543462,-43.152659495065265,22
"RIO DE JANEIRO,BRA",-23.042644225746763,-43.13319584260211,22
"RIO DE JANEIRO,BRA",-23.038084644985855,-43.16234327648356,22
"RIO DE JANEIRO,BRA",-23.033206722724447,-43.1479117970287,22
"RIO DE JANEIRO,BRA",-23.0391865298639,-43.1435604532146,22
"RIO DE JANEIRO,BRA",-23.037867301099165,-43.14819282683907,22
"RIO DE JANEIRO,BRA",-23.044989970583693,-43.114339039299175,22
"RIO DE JANEIRO,BRA",-23.035107323186917,-43.15718386209267,22
"RIO DE JANEIRO,BRA",-23.02224886722637,-43.15297706975843,22
"RIO DE JANEIRO,BRA",-23.03023651582486,-43.15754108726391,22
"RIO DE JANEIRO,BRA",-23.033425283752642,-43.13379383180915,22
"RIO DE JANEIRO,BRA",-23.062132368726633,-43.119035552387984,22
"RIO DE JANEIRO,BRA",-23.036642621272854,-43.12408520582473,22
"RIO DE JANEIRO,BRA",-23.05590465384173,-43.10963742217854,22
"RIO DE JANEIRO,BRA",-23.01711822700368,-43.15310773559597,22
"RIO DE JANEIRO,BRA",-23.02835723167874,-43.1483072881622,22
"RIO DE JANEIRO,BRA",-23.058016325825818,-43.128293657890985,22
"RIO DE JANEIRO,BRA",-23.049243325001388,-43.114424863513996,22
"RIO DE JANEIRO,BRA",-23.066485485429475,-43.119249032542605,22
"RIO DE JANEIRO,BRA",-23.024946961857832,-43.15746483311944,22
"RIO DE JANEIRO,BRA",-23.05278058438443,-43.118702998971614,22
"RIO DE JANEIRO,BRA",-23.057560730600834,-43.118873863132386,22
"RIO DE JANEIRO,BRA",-23.059039369095494,-43.11429028741213,22
"RIO DE JANEIRO,BRA",-23.034694675119685,-43.14315883167129,22
"RIO DE JANEIRO,BRA",-23.021015646889794,-43.14335611263615,22
"RIO DE JANEIRO,BRA",-23.051518765396352,-43.123666224038175,22
"RIO DE JANEIRO,BRA",-23.024066701723388,-43.13368403089433,22
"RIO DE JANEIRO,BRA",-23.042114084549805,-43.14812276855424,22
"RIO DE JANEIRO,BRA",-23.048640002029188,-43.11884076613109,22
"RIO DE JANEIRO,BRA",-24.042907492873397,-43.27987569953258,23
"BACIA DE SANTOS,BRA",-24.042470532323502,-43.28248295896937,23
"ITAGUAI,BRA",-22.953503160580897,-43.789335070033324,24
"SEPETIBA,BRA",-22.954489055089432,-43.78470231083561,24
"SANTOS,BRA",-22.947204612845418,-43.85158875288905,25
"ITAGUAI,BRA",-22.936565162815786,-43.82848030345159,25
"ITAGUAI,BRA",-22.936326590647084,-43.83948053671732,25
"ITAGUAI,BRA",-22.9371515735454,-43.83288326950138,25
"ITAGUAI,BRA",-22.93226972282715,-43.83971754992999,25
"ITAGUAI,BRA",-22.9320175114146,-43.83686025530453,25
"ITAGUAI,BRA",-22.928731507321285,-43.8585818090521,25
"ITAGUAI,BRA",-22.936996163676444,-43.83583425338968,25
"SAO SEBASTIAO,BRA",-22.947713894322504,-43.85430907770551,25
"ITAGUAI BRAZIL,BRA",-22.957796129689495,-43.84218689559765,25
"ITAGUAI,BRA",-22.965350976333028,-43.96083018585346,26
"ITAGUAI,BRA",-22.96625465861911,-43.94198616172973,26
"ITAGUAI,BRA",-22.96631547258313,-43.94576619582112,26
"ITAGUAI,BRA",-22.968606071823327,-43.96119290625121,26
"ITAGUAI,BRA",-22.973682812302815,-43.96402123838542,26
"ITAGUAI,BRA",-22.977152402316214,-43.964185575010966,26
"ITAGUAI,BRA",-22.974588586577244,-43.96089400800187,26
"ITAGUAI,BRA",-22.9673639624119,-43.964288984557214,26
"ITAGUAI,BRA",-22.97727201524241,-43.96176030448925,26
"ITAGUAI,BRA",-22.96376118791096,-43.93632266735977,26
"ITAGUAI,BRA",-22.97145602448617,-43.955086745846664,26
"ITAGUAI,BRA",-22.968461497880902,-43.94642020459007,26
"ITAGUAI BRAZIL,BRA",-22.968997000397113,-43.95053305318884,26
"ITAGUAI BRAZIL,BRA",-22.961094506070296,-43.93216212182864,26
"ITAGUAI BRAZIL,BRA",-22.966561894532802,-43.93684177909184,26
"ITAGUAI BRAZIL,BRA",-22.963975315838237,-43.93309124841729,26
"ITAGUAI BRAZIL,BRA",-22.971277723248782,-43.95208325723435,26
