anchorage,lat,lon,anchor_group
"MALTA,MLT",35.89041736966471,14.790197710279173,500
"MALTA,MLT",35.91096987986517,14.790422352082182,500
"MALTA,MLT",35.891141404595,14.778096659099905,500
"MALTA,MLT",35.88051514106989,14.778946144315448,500
"MALTA,MLT",35.99754595347324,14.865909710666035,500
"MALTA,MLT",35.94056104166682,14.813272092017733,500
"MALTA,MLT",35.9490461709557,14.830989380107527,500
"MALTA,MLT",35.926757142861156,14.836873895753342,500
"MALTA,MLT",35.961576294766466,14.81304413852448,500
"MALTA,MLT",35.90212681327314,14.865029767375692,500
"MALTA,MLT",35.90744487436348,14.860063612441287,500
"MALTA,MLT",35.9935726297061,14.854507325267033,500
"MALTA,MLT",35.89836864845207,14.854645465957955,500
"MALTA,MLT",35.95184580819058,14.847862132747752,500
"MALTA,MLT",35.961108037706175,14.819514341955239,500
"MALTA,MLT",35.946015268352326,14.813383320670656,500
"MALTA,MLT",35.89357277310192,14.801944264572349,500
"MALTA,MLT",35.86781871497346,14.760513442661107,500
"MALTA,MLT",35.97094678662774,14.865664266011388,500
"MALTA,MLT",35.90436459121629,14.801449855387553,500
"MALTA,MLT",35.93073046844609,14.848538299351501,500
"MALTA,MLT",35.870657995080705,14.77274225017982,500
"MALTA,MLT",35.94652501217305,14.84791933048585,500
"MALTA,MLT",35.869546264201844,14.830380377819171,500
"MALTA,MLT",35.870463703056025,14.860345738383,500
"MALTA,MLT",35.88841327690753,14.80173542796767,500
"MALTA,MLT",35.88955088100306,14.796251467139793,500
"MALTA,MLT",35.90970290403952,14.80114875162701,500
"MALTA,MLT",35.87758728162731,14.760400257994137,500
"MALTA,MLT",35.92729518448726,14.87671900064598,500
"MALTA,MLT",35.96683935918151,14.854480846785822,500
"MALTA,MLT",35.88334115913075,14.883232111194182,500
"MALTA,MLT",35.971384788959455,14.860472341373287,500
"MALTA,MLT",35.988479589802324,14.854268971448969,500
"MALTA,MLT",35.90806463835959,14.81955729032935,500
"MALTA,MLT",35.9711585465319,14.824805922043769,500
"MALTA,MLT",35.933759338927125,14.824773673471274,500
"MALTA,MLT",35.96520701807771,14.824954830982362,500
"MALTA,MLT",35.875399999092586,14.778299145781654,500
"MALTA,MLT",35.95327615593596,14.83688713035778,500
"MALTA,MLT",35.92536821500162,14.8483023479722,500
"MALTA,MLT",35.874904792760304,14.784803537228553,500
"MALTA,MLT",35.866535400317446,14.772333196682814,500
"MALTA,MLT",35.95850955745929,14.836543226668816,500
"MALTA,MLT",35.967187654572506,14.813561382490679,500
"MALTA,MLT",35.867371916312294,14.84799954829963,500
"MALTA,MLT",35.87296058861095,14.754650896218083,500
"MALTA,MLT",35.99110482214383,14.871312770117052,500
"MALTA,MLT",36.00305075833552,14.86655743182754,500
"MALTA,MLT",35.99248388152831,14.8660749298144,500
"MALTA,MLT",35.861791154432176,14.842502474216344,500
"MALTA,MLT",35.897691960020964,14.85935914759263,500
"MALTA,MLT",35.928872121400126,14.859595255747285,500
"MALTA,MLT",35.96463193044632,14.877717670433713,500
"MALTA,MLT",35.9538982579778,14.830562257570179,500
"MALTA,MLT",35.94388613404,14.872401554218724,500
"MALTA,MLT",35.94194559476163,14.842783014595305,500
"MALTA,MLT",35.960782605284166,14.866290795045785,500
"MALTA,MLT",35.868846791962376,14.790161853603808,500
"MALTA,MLT",35.8738384997935,14.748949357266252,500
"MALTA,MLT",35.88198061459219,14.766821781390126,500
"MALTA,MLT",35.853741972929384,14.90762578171012,500
"MALTA,MLT",35.884755312394844,14.83097350371275,500
"MALTA,MLT",35.965670441165614,14.866002564040063,500
"MALTA,MLT",35.88318632298594,14.801765024908521,500
"MALTA,MLT",35.95111613388154,14.853724858288635,500
"MALTA,MLT",35.94498175852557,14.818974778451034,500
"MALTA,MLT",35.87215344814892,14.760901898589443,500
"MALTA,MLT",35.93922914895176,14.907135268682172,500
"MALTA,MLT",35.96149397698667,14.8543781857042,500
"MALTA,MLT",35.90976181345742,14.760585731741127,500
"MALTA,MLT",35.9835658141181,14.854219270748294,500
"MALTA,MLT",35.91925059037927,14.848670038436026,500
"MALTA,MLT",35.89509967982887,14.790211708994876,500
"MALTA,MLT",35.98404692508527,14.848411040388605,500
"MALTA,MLT",35.892386321214396,14.853673654245325,500
"MALTA,MLT",35.91203073770696,14.74451378449514,500
"MALTA,MLT",35.88524110942642,14.912814949784284,500
"MALTA,MLT",35.87613077398203,14.772276223217665,500
"MALTA,MLT",35.914494601957934,14.853834701587955,500
"MALTA,MLT",36.00205799997935,14.871824944842245,500
"MALTA,MLT",35.960157220406614,14.824584560937392,500
"MALTA,MLT",35.9284502840513,14.871597384429741,500
"MALTA,MLT",35.87731225190821,14.848375269113538,500
"MALTA,MLT",35.98211221066632,14.866132878488889,500
"MALTA,MLT",35.93971370888271,14.912267702113247,500
"MALTA,MLT",35.9005445471535,14.836531674003798,500
"MALTA,MLT",35.850982506258845,14.848023012945276,500
"MALTA,MLT",35.88282161416618,14.760945817070525,500
"MALTA,MLT",35.93387764782434,14.819401745650127,500
"MALTA,MLT",35.939676461370986,14.819198083663393,500
"MALTA,MLT",35.96116992545015,14.859641121006634,500
"MALTA,MLT",35.87289405196443,14.842657356652,500
"MALTA,MLT",35.88659295667498,14.907035983821727,500
"MALTA,MLT",35.94747850553547,14.802152288450907,500
"MALTA,MLT",35.86715391286597,14.76656794932754,500
"MALTA,MLT",35.939693333631645,14.860417745209592,500
"MALTA,MLT",35.950455401499376,14.81333163295167,500
"MALTA,MLT",35.9760078380741,14.825402335606281,500
"MALTA,MLT",35.89009064629917,14.835948076738735,500
"MALTA,MLT",35.87850883414285,14.795776666551875,500
"MALTA,MLT",35.97833711018757,14.848483633325628,500
"MALTA,MLT",35.882978502582695,14.847880486355692,500
"MALTA,MLT",35.89378011061142,14.84290079409417,500
"MALTA,MLT",35.96346421993356,14.842218138166523,500
"MALTA,MLT",35.901047058173155,14.831048890918133,500
"MALTA,MLT",35.91769547646397,14.819652649418366,500
"MALTA,MLT",35.912303572133595,14.865705369550232,500
"MALTA,MLT",35.9385928708217,14.830756669810564,500
"MALTA,MLT",35.90972826015376,14.848326704001888,500
"MALTA,MLT",35.91273899172024,14.77248110319552,500
"MALTA,MLT",35.94429592532951,14.825482068841367,500
"MALTA,MLT",35.90014616244008,14.79564341310445,500
"MALTA,MLT",35.89899566470791,14.801483047059849,500
"MALTA,MLT",36.000697217706424,14.884185442105226,500
"MALTA,MLT",35.947548301473304,14.84222279749066,500
"MALTA,MLT",35.87333671141823,14.789979826295276,500
"MALTA,MLT",35.909996166238,14.842652514338043,500
"MALTA,MLT",35.90634853195245,14.74952106242817,500
"MALTA,MLT",35.96719709031771,14.847916756313875,500
"MALTA,MLT",35.905158788183506,14.84306206248929,500
"MALTA,MLT",35.841770357684446,14.836934341738177,500
"MALTA,MLT",35.9738851541635,14.84246607522428,500
"MALTA,MLT",35.85542290944254,14.859824498683881,500
"MALTA,MLT",35.94391708991485,14.907392931777972,500
"MALTA,MLT",35.88159659510023,14.854170233244,500
"MALTA,MLT",35.91909407107146,14.854339142697953,500
"MALTA,MLT",35.87898408480707,14.836890368119734,500
"MALTA,MLT",35.95985576518877,14.830720192238196,500
"MALTA,MLT",35.84683931792668,14.836273492877854,500
"MALTA,MLT",35.895247599974866,14.870870712128097,500
"MALTA,MLT",35.85795706464929,14.836665558506411,500
"MALTA,MLT",35.988672247324395,14.84320204545282,500
"MALTA,MLT",35.94552434021856,14.860319397054884,500
"MALTA,MLT",35.9315431469421,14.842724126346923,500
"MALTA,MLT",35.93840565235047,14.825107598469756,500
"MALTA,MLT",35.92382461094841,14.819354997365995,500
"MALTA,MLT",35.91910077494362,14.814184040253357,500
"MALTA,MLT",35.95804088888789,14.843035525443712,500
"MALTA,MLT",35.913390110280204,14.819143796110213,500
"MALTA,MLT",35.9789539803587,14.84280679713081,500
"MALTA,MLT",35.87778023051494,14.843041354704736,500
"MALTA,MLT",35.93012028278992,14.85441815684584,500
"MALTA,MLT",35.883141438659294,14.841918738432078,500
"MALTA,MLT",35.87816071263667,14.754751312317897,500
"MALTA,MLT",35.95564078937484,14.819134771769804,500
"MALTA,MLT",35.89200348068194,14.859516781541402,500
"MALTA,MLT",35.871635495494765,14.766494298921007,500
"MALTA,MLT",35.935748099574866,14.808491578009132,500
"MALTA,MLT",35.9391606112443,14.865692479422538,500
"MALTA,MLT",35.96855346768777,14.842391903388977,500
"MALTA,MLT",35.86895725802227,14.836705804124556,500
"MALTA,MLT",35.969558547959146,14.836179729123772,500
"MALTA,MLT",35.924779955181414,14.813617433285234,500
"MALTA,MLT",35.92939735234723,14.813682154532934,500
"MALTA,MLT",35.879542221945506,14.830503674153176,500
"MALTA,MLT",35.998756693490876,14.86042379923111,500
"MALTA,MLT",35.87030853475649,14.77793256626319,500
"MALTA,MLT",35.873266802583615,14.795414369652343,500
"MALTA,MLT",35.951630190083584,14.807727984615964,500
"MALTA,MLT",35.91015155910003,14.79569211491036,500
"MALTA,MLT",35.87982572985772,14.744331694537912,500
"MALTA,MLT",35.917606833604765,14.865650994820962,500
"MALTA,MLT",35.88192266616426,14.772591622478686,500
"MALTA,MLT",35.97643627788588,14.860125623596618,500
"MALTA,MLT",35.914564410070405,14.848803230829798,500
"MALTA,MLT",35.86881363877205,14.795552426677242,500
"MALTA,MLT",35.92870227799762,14.819557686277504,500
"MALTA,MLT",35.88422946771071,14.836271079069247,500
"MALTA,MLT",35.89321409746633,14.848625402909702,500
"MALTA,MLT",35.97502941414288,14.836805468103307,500
"MALTA,MLT",35.91224339362324,14.825016370943544,500
"MALTA,MLT",35.928052766467424,14.82509885801182,500
"MALTA,MLT",35.92416522403617,14.85380155741586,500
"MALTA,MLT",35.90642393604741,14.790773581965775,500
"MALTA,MLT",35.91556592163816,14.84232403936587,500
"MALTA,MLT",35.899182491406684,14.848692178762951,500
"MALTA,MLT",35.909414611400436,14.806380054486615,500
"MALTA,MLT",35.90575541743546,14.795811755736716,500
"MALTA,MLT",35.905463530923974,14.836740278615933,500
"MALTA,MLT",35.89222535781009,14.772824298343552,500
"MALTA,MLT",35.94602470527458,14.853595804497555,500
"MALTA,MLT",35.950781409799355,14.81915092874103,500
"MALTA,MLT",35.916013116243796,14.836215896173659,500
"MALTA,MLT",35.973178193869025,14.84822774986269,500
"MALTA,MLT",35.8881824425586,14.761042824788438,500
"MALTA,MLT",35.94335915238429,14.830976472932333,500
"MALTA,MLT",35.97789736438089,14.85376880246489,500
"MALTA,MLT",35.906239632489466,14.872059747194045,500
"MALTA,MLT",35.899916440512705,14.842333342303931,500
"MALTA,MLT",35.935051963737635,14.81318624819314,500
"MALTA,MLT",35.87272431235527,14.883403271113517,500
"VALLETTA,MLT",35.87453490417166,14.743737623494981,500
"VALLETTA,MLT",35.86883783439911,14.744275888557858,500
"VALLETTA,MLT",35.90186547216496,14.8195117106797,500
"VALLETTA,MLT",35.901887918900044,14.825202893514566,500
"MALTA OPL,MLT",35.94990797338199,14.860131404059885,500
"MALTA OPL,MLT",35.92244521207781,14.871558458216786,500
"MALTA OPL,MLT",35.94850477999841,14.87753394229122,500
"MALTA OPL,MLT",35.86577424306558,14.860387526297654,500
"MALTA OPL,MLT",35.91701746254531,14.87114268096449,500
"MALTA OPL,MLT",35.987259214491445,14.866047379497164,500
"MALTA OPL,MLT",35.9355874059304,14.848429565214955,500
"MALTA OPL,MLT",35.94989414013961,14.86548210088938,500
"MALTA OPL,MLT",35.87212034154716,14.847739846586038,500
"MALTA OPL,MLT",35.90712824267273,14.86582676827763,500
"MALTA OPL,MLT",35.94065333257359,14.808203710598423,500
"MALTA OPL,MLT",35.935268082906845,14.853672732066608,500
"MALTA OPL,MLT",35.98070363874078,14.830776396098925,500
"MALTA OPL,MLT",35.858673663440975,14.872273077760557,500
"MALTA OPL,MLT",36.00635799780766,14.87803310685934,500
"MALTA OPL,MLT",35.94454155369409,14.865663271904824,500
"MALTA OPL,MLT",35.95485936320449,14.865992707523235,500
"MALTA OPL,MLT",35.87583016855358,14.859417304244987,500
"MALTA OPL,MLT",35.95357434776658,14.877641263775212,500
"MALTA OPL,MLT",36.00183057579459,14.877378654702405,500
"MALTA OPL,MLT",35.87367403071576,14.878063163290946,500
"OPL MALTA,MLT",36.00386716577242,14.900485955970906,500
"OPL MALTA,MLT",35.98798645425041,14.86002530417377,500
"OPL MALTA,MLT",35.97957815918845,14.837010571537695,500
"OPL MALTA,MLT",35.96639975766244,14.819567573434066,500
"OPL MALTA,MLT",35.855225922665156,14.854184906426932,500
"FOR ORDERS,MLT",35.91762086195342,14.824755197247416,500
"MARSAXLOKK,MLT",35.887489402459025,14.848104862813774,500
"MARSAXLOKK,MLT",35.94644427424654,14.807929013549499,500
"MALTA BUNKERING,MLT",35.883904624593875,14.755222467612372,500
"MALTA FOR ORDERS,MLT",35.9848722045603,14.842511072599661,500
"MALTA OPL BUNKERIG,MLT",35.896007728484506,14.744344341898852,500
"OPL VALLETTA MALTA,MLT",35.89009789337035,14.831206137631009,500
"MALTA SEA BUNKERING,MLT",35.90629650816594,14.745096902933062,500
"MALTA SEA BUNKERING,MLT",35.900761924763366,14.744095427999502,500
"MALTA,MLT",35.81634178314008,14.907055088006231,501
"MALTA,MLT",35.815695066785786,14.912067929435999,501
"GELA,ITA",37.02832949094165,14.231063112747501,502
"GELA,ITA",37.02368774946743,14.2304916698508,502
"GELA,ITA",37.04551923022917,14.260622278497582,502
"GELA,ITA",37.02433801161331,14.22573381494755,502
"GELA,ITA",37.0319564567385,14.254051018704736,502
"LICATA,ITA",37.09299953576551,13.93301507419635,503
"LICATA,ITA",37.096592812182735,13.944704424968263,503
"LICATA,ITA",37.09479133888573,13.934896951400816,503
"LICATA,ITA",37.095668248046174,13.940076060626364,503
"SAN LEONE MOSE,ITA",37.26048760216774,13.577794073352976,504
"PORTO EMPEDOCLE,ITA",37.284128649572246,13.532313092526465,504
"PORTO EMPEDOCLE,ITA",37.281892766180995,13.529749342488147,504
"PORTO EMPEDOCLE,ITA",37.25200097536133,13.545861334233573,504
"PORTO EMPEDOCLE,ITA",37.28576605226003,13.529781627736208,504
"PORTO EMPEDOCLE,ITA",37.2574720500176,13.540809829220137,504
"PORTO EMPEDOCLE,ITA",37.25281943060537,13.541709079637993,504
"POZZALLO,ITA",36.688210056236336,14.860792684223002,505
"POZZALLO,ITA",36.68908027617526,14.878132111655594,505
"POZZALLO,ITA",36.671470006352884,14.860172804217388,505
"POZZALLO,ITA",36.68137488454232,14.860023954970659,505
"POZZALLO,ITA",36.7090721833356,14.832764013403928,505
"POZZALLO,ITA",36.68787859771873,14.864452466894322,505
"POZZALLO,ITA",36.70880360214234,14.836187473146051,505
"POZZALLO,ITA",36.6895559396261,14.871782204808126,505
"POZZALLO,ITA",36.67950745697027,14.889286590258816,505
"POZZALLO,ITA",36.69006156700343,14.865370827094026,505
"POZZALLO,ITA",36.71054874258791,14.832198557743393,505
"POZZALLO,ITA",36.71584660515486,14.829708011309789,505
"POZZALLO,ITA",36.70874414088759,14.835325099600936,505
"POZZALLO,ITA",36.690742131818446,14.860762331741759,505
"POZZALLO,ITA",36.68879093178129,14.881740569314376,505
"POZZALLO,ITA",36.6721506526133,14.889571670826006,505
"SCOGLITTI,ITA",36.89093655768451,14.4248035474255,506
"SCOGLITTI,ITA",36.89207884371161,14.425273604944545,506
"SCOGLITTI,ITA",36.891342067263444,14.426358867631103,506
"MARINA DI RAGUSA,ITA",36.78072032105223,14.546366365318608,507
"MARINA DI RAGUSA,ITA",36.77998768084326,14.549110380121226,507
"PACHINO,ITA",36.733072402443135,15.119698717243633,508
"PACHINO,ITA",36.73298859640211,15.120998697300765,508
"PORTOPALO DI CAPO PASSERO,ITA",36.67033361784418,15.117921260566618,509
"PORTOPALO DI CAPO PASSERO,ITA",36.6891074461084,15.14058508954823,509
"PORTOPALO DI CAPO PASSERO,ITA",36.66969600026169,15.112724334066147,509
"PORTOPALO DI CAPO PASSERO,ITA",36.67002510990449,15.1236385835733,509
"AUGUSTA,ITA",37.20777830221247,15.192694680418919,510
"AUGUSTA,ITA",37.23023214738844,15.21606708180201,510
"AUGUSTA,ITA",37.2102674630406,15.20945443401533,510
"AUGUSTA,ITA",37.22101442183867,15.192820438878336,510
"AUGUSTA,ITA",37.231052312084856,15.204774258052502,510
"AUGUSTA,ITA",37.1916938153919,15.216556859107088,510
"AUGUSTA,ITA",37.20515766539981,15.204634059982213,510
"AUGUSTA,ITA",37.215465757702994,15.20456541994312,510
"AUGUSTA,ITA",37.194593671800604,15.204641722629637,510
"AUGUSTA,ITA",37.18831808626766,15.212308395998498,510
"AUGUSTA,ITA",37.2394683095415,15.211228177571819,510
"AUGUSTA,ITA",37.236272930728646,15.198510253546356,510
"AUGUSTA,ITA",37.19457808684568,15.191597826177667,510
"AUGUSTA,ITA",37.20093203234598,15.19827617218936,510
"AUGUSTA,ITA",37.19367328109614,15.210423890764078,510
"AUGUSTA,ITA",37.23645071897185,15.194989855138372,510
"AUGUSTA,ITA",37.240063039020946,15.214705268075443,510
"AUGUSTA,ITA",37.225047515320064,15.21006959830764,510
"AUGUSTA,ITA",37.2258308145582,15.204728174116642,510
"AUGUSTA,ITA",37.220277872863306,15.209530432997916,510
"AUGUSTA,ITA",37.195870523364675,15.199613262577468,510
"AUGUSTA,ITA",37.20336930141359,15.215966337609913,510
"AUGUSTA,ITA",37.230574672830286,15.209942041782444,510
"AUGUSTA,ITA",37.20565045581602,15.200443222590126,510
"AUGUSTA,ITA",37.23233125873521,15.217314766628261,510
"AUGUSTA,ITA",37.235122918046805,15.21032221279581,510
"AUGUSTA,ITA",37.2089392618746,15.188767668280015,510
"AUGUSTA,ITA",37.200926733564906,15.20430728577307,510
"AUGUSTA,ITA",37.23144683819189,15.199913956285572,510
"AUGUSTA,ITA",37.21109877163025,15.19991992905433,510
"AUGUSTA,ITA",37.21019557900224,15.204470929950388,510
"AUGUSTA,ITA",37.201430681199284,15.194144625498694,510
"AUGUSTA,ITA",37.20415644569402,15.210519865102237,510
"AUGUSTA,ITA",37.225048100713295,15.216763726018877,510
"AUGUSTA,ITA",37.18954005356622,15.195611755113871,510
"AUGUSTA,ITA",37.22093180437753,15.201002751044374,510
"AUGUSTA,ITA",37.18389543027476,15.211807905228861,510
"AUGUSTA,ITA",37.22810425832974,15.197411264735628,510
"AUGUSTA,ITA",37.21447362999807,15.20960145808538,510
"AUGUSTA,ITA",37.215302355353714,15.20009727043591,510
"AUGUSTA,ITA",37.18742231095131,15.20418181009481,510
"AUGUSTA,ITA",37.229046051532876,15.195561867742773,510
"AUGUSTA,ITA",37.23734585577565,15.233565479493873,510
"AUGUSTA,ITA",37.18802614526495,15.215956136180608,510
"AUGUSTA,ITA",37.183880711363805,15.215056891091363,510
"AUGUSTA,ITA",37.22007450424168,15.203972114312215,510
"AUGUSTA,ITA",37.211845846062126,15.19243681569608,510
"PRIOLO GARGALLO,ITA",37.16330103474916,15.208433037146508,510
"PRIOLO GARGALLO,ITA",37.18008380652291,15.205186698369907,510
"PRIOLO GARGALLO,ITA",37.1853897739967,15.199549821415077,510
"SIRACUSA,ITA",37.06202340887833,15.29034075633725,511
"SIRACUSA,ITA",37.05888950037779,15.29136952751229,511
"SIRACUSA,ITA",37.06235697707881,15.288634934537987,511
"SIRACUSA,ITA",37.067267522206556,15.290875294010403,511
"SIRACUSA,ITA",37.053729534212216,15.285868326763959,511
"SIRACUSA,ITA",37.05424702833889,15.282391801217928,511
"SIRACUSA,ITA",37.05860602540499,15.282090468006281,511
"SIRACUSA,ITA",37.0580894250819,15.286385684157283,511
"MELILLI OIL TERMINAL,ITA",37.125918058395186,15.286414839928337,512
"MELILLI OIL TERMINAL,ITA",37.131602563675926,15.281056291256759,512
"MELILLI OIL TERMINAL,ITA",37.124445766699786,15.25845551289357,512
"MELILLI OIL TERMINAL,ITA",37.12879712842393,15.269233371253595,512
"MELILLI OIL TERMINAL,ITA",37.134861061382466,15.25732147082074,512
"MELILLI OIL TERMINAL,ITA",37.140118606918875,15.257979075944816,512
"MELILLI OIL TERMINAL,ITA",37.1332299040783,15.269019580388358,512
"MELILLI OIL TERMINAL,ITA",37.124504495248104,15.26242462090205,512
"MELILLI OIL TERMINAL,ITA",37.12942102165581,15.257894518611739,512
"MELILLI OIL TERMINAL,ITA",37.11358922686976,15.26350245693286,512
"MELILLI OIL TERMINAL,ITA",37.13794123842748,15.269140194191479,512
"MELILLI OIL TERMINAL,ITA",37.132677780370244,15.274928258751508,512
"MELILLI OIL TERMINAL,ITA",37.133906627969175,15.263777569650626,512
"MELILLI OIL TERMINAL,ITA",37.115205614921365,15.26825523443355,512
"MELILLI OIL TERMINAL,ITA",37.12056632222719,15.257398466895637,512
"MELILLI OIL TERMINAL,ITA",37.13910099174412,15.263524303348994,512
"MELILLI OIL TERMINAL,ITA",37.13060620325735,15.252969851766347,512
"MELILLI OIL TERMINAL,ITA",37.116168892148096,15.267522065662781,512
"MELILLI OIL TERMINAL,ITA",37.1265697846593,15.281403955645594,512
"MELILLI OIL TERMINAL,ITA",37.12885271768787,15.263967348724858,512
"MELILLI OIL TERMINAL,ITA",37.12834308732851,15.27502035672137,512
"CATANIA,ITA",37.49606746474823,15.098523268268469,513
"CATANIA,ITA",37.488133324788826,15.093444885131559,513
"CATANIA,ITA",37.490019348136045,15.110591560496875,513
"CATANIA,ITA",37.49036453991659,15.098767225031413,513
"CATANIA,ITA",37.4997621263164,15.093760263550605,513
"CATANIA,ITA",37.49323194950361,15.111066823188038,513
"CATANIA,ITA",37.49174836773352,15.09348037214083,513
"CATANIA,ITA",37.49733461737954,15.09336456988888,513
"CATANIA,ITA",37.500091534679456,15.097793469755892,513
"CATANIA,ITA",37.52997030150621,15.11554116465203,513
"RIPOSTO,ITA",37.73402389599678,15.210681175490048,514
"RIPOSTO,ITA",37.73110912062985,15.20969376916716,514
"RIPOSTO,ITA",37.731214431153354,15.207495685148194,514
"TAORMINA,ITA",37.840402705249204,15.287270896504987,515
"TAORMINA,ITA",37.84114772957681,15.291554090963158,515
"TAORMINA,ITA",37.843571238787945,15.28828563996083,515
"TAORMINA,ITA",37.84382251948857,15.292362240565526,515
"GIARDINI-NAXOS,ITA",37.830812331426856,15.280162507417687,515
"GIARDINI-NAXOS,ITA",37.83054626089028,15.275923155104447,515
"GIARDINI-NAXOS,ITA",37.83639389067716,15.285011532649259,515
"GIARDINI-NAXOS,ITA",37.835147607352404,15.281770001475225,515
"GIARDINI-NAXOS,ITA",37.826815028133005,15.274076067950956,515
"MILAZZO,ITA",38.21288865358424,15.26965709926568,516
"MILAZZO,ITA",38.21127030615421,15.263971334730428,516
"MILAZZO,ITA",38.217437944213046,15.241868795777675,516
"MILAZZO,ITA",38.226708535347726,15.245308568900377,516
"MILAZZO,ITA",38.22783034809511,15.250839333452825,516
"MILAZZO,ITA",38.21754689277016,15.281299359976982,516
"MILAZZO,ITA",38.21438104542842,15.246167073892375,516
"MILAZZO,ITA",38.21626799291236,15.249127436833612,516
"MILAZZO,ITA",38.22242736908721,15.25153885503541,516
"MILAZZO,ITA",38.2140154190065,15.281304585381335,516
"MILAZZO,ITA",38.213566863772684,15.287015055447366,516
"MILAZZO,ITA",38.22198732726335,15.245637459149913,516
"MILAZZO,ITA",38.21322337515268,15.292208038152284,516
"MILAZZO,ITA",38.21078660536575,15.269572209774942,516
"MILAZZO,ITA",38.217065186025266,15.246434039803466,516
"MILAZZO,ITA",38.21656987232062,15.292395338985814,516
"MILAZZO,ITA",38.21681954835838,15.287424233065584,516
"GIAMMORO,ITA",38.21630723707775,15.303857563820154,516
"GIAMMORO,ITA",38.21990486393723,15.314769017667453,516
"GIAMMORO,ITA",38.2330751345854,15.327443633906862,516
"GIAMMORO,ITA",38.22326351339313,15.31134865814123,516
"GIAMMORO,ITA",38.21633251098909,15.2985236013679,516
"GIAMMORO,ITA",38.22721225692072,15.321442791046584,516
"GIAMMORO,ITA",38.22312620920622,15.315222219280917,516
"GIAMMORO,ITA",38.21992538863148,15.310271165332795,516
"GIAMMORO,ITA",38.219294830290664,15.303997794639676,516
"GIAMMORO,ITA",38.23365672830022,15.322717736730104,516
"GIAMMORO,ITA",38.21949093702996,15.299673520259544,516
"VENETICO MARINA,ITA",38.236544404926725,15.327480326459723,516
"VENETICO MARINA,ITA",38.22629612593084,15.339473363409581,516
"VENETICO MARINA,ITA",38.23207366395061,15.3336346339923,516
"VENETICO MARINA,ITA",38.226771221554145,15.333658747220824,516
"VENETICO MARINA,ITA",38.23632761815767,15.333595501411112,516
"MESSINA,ITA",38.195153050209136,15.56716808762366,517
"MESSINA,ITA",38.207399682590726,15.563392766443588,517
"MESSINA,ITA",38.19002618388145,15.558408076338765,517
"MESSINA,ITA",38.196188722315625,15.563851527129096,517
"MESSINA,ITA",38.188890163281485,15.562127195694067,517
"MESSINA,ITA",38.19596013497861,15.558247421136919,517
"MESSINA,ITA",38.19969157323394,15.55895158166714,517
"MESSINA,ITA",38.199729733768294,15.559646142175747,517
"MESSINA,ITA",38.19165408982595,15.567874772696394,517
"REGGIO DI CALABRIA,ITA",38.126574205674594,15.651608154502314,518
"REGGIO DI CALABRIA,ITA",38.137049769137654,15.651599155869459,518
"REGGIO DI CALABRIA,ITA",38.122516078547214,15.651004900940901,518
"GIOIA TAURO,ITA",38.448646776761485,15.90302668219916,519
"GIOIA TAURO,ITA",38.45497382016239,15.905232549795041,519
"GIOIA TAURO,ITA",38.45220123746564,15.904228985843723,519
"SAN FERDINANDO,ITA",38.471808959310515,15.915319837929381,519
"SAN FERDINANDO,ITA",38.47249192430102,15.917885019882972,519
"SAN FERDINANDO,ITA",38.465588839310584,15.910332251370091,519
"SAN FERDINANDO,ITA",38.45739941253585,15.906451754182225,519
"SAN FERDINANDO,ITA",38.47388523617268,15.91620862215264,519
"SAN FERDINANDO,ITA",38.46641511519485,15.912694143380763,519
"SAN FERDINANDO,ITA",38.4623495953401,15.908985664834,519
"CAULONIA MARINA,ITA",38.32789495500357,16.43510886685358,520
"ROCCELLA IONICA,ITA",38.327367117085956,16.432856506315158,520
"VIBO VALENTIA MARINA,ITA",38.71804954038805,16.129778744162383,521
"VIBO VALENTIA MARINA,ITA",38.71848082886439,16.124383732109084,521
"TROPEA,ITA",38.68005331773565,15.903084346783167,522
"TROPEA,ITA",38.680808750351616,15.902791610616855,522
"SCILLA,ITA",38.25726779651114,15.715501856419907,523
"SCILLA,ITA",38.25642460461471,15.719072510784331,523
"BF,ITA",38.62595740054358,15.066616569295572,524
"PANAREA,ITA",38.64032777692875,15.081318423694379,524
"PANAREA,ITA",38.63109866416024,15.08101440710042,524
"PANAREA,ITA",38.62967808184765,15.078045603468373,524
"PANAREA,ITA",38.63497898268349,15.08181418822139,524
"PANAREA,ITA",38.62655487596157,15.076162394192032,524
"PANAREA,ITA",38.6255648665656,15.069574863125016,524
"KS,ITA",38.79948946801229,15.243884724874002,525
"STROMBOLI,ITA",38.80274722448045,15.245692615415717,525
"STROMBOLI,ITA",38.794464879991565,15.238426407436926,525
"STROMBOLI,ITA",38.80794395397719,15.238239907420196,525
"STROMBOLI,ITA",38.80767575911432,15.245516094934436,525
"ISOLE EOLIE,ITA",38.79758648005797,15.240806192969146,525
"SANTA MARINA SALINA,ITA",38.54490165518822,14.871463300488601,526
"SANTA MARINA SALINA,ITA",38.55015695498895,14.870558266813717,526
"SANTA MARINA SALINA,ITA",38.555449647057095,14.872049438501893,526
"BEECE,ITA",38.42065890207255,14.952971883304032,527
"LIPARI,ITA",38.465997070969195,14.960120127665563,527
"LIPARI,ITA",38.47182426328576,14.955777948124126,527
"LIPARI,ITA",38.47113616831203,14.958044223204348,527
"LIPARI,ITA",38.51199368295112,14.965874533700534,527
