year,iso3,hours
2013,TGO,397015.00194444443
2013,TON,19811.919166666667
2013,LBN,272521.925
2013,DEU,5210726.5444444427
2013,ESH,621423.35277777771
2013,SWE,2256995.5799999996
2013,YEM,1263447.3347222223
2013,GHA,687812.411111111
2013,BHS,654530.93916666647
2013,SOM,111477.15555555558
2013,KWT,99918.286944444451
2013,ISR,510371.73444444436
2013,ROU,769803.43666666653
2013,IRL,448869.1119444443
2013,GTM,173177.17166666669
2013,GNQ,265484.14138888888
2013,BHR,190696.36805555553
2013,LCA,28622.950555555555
2013,VUT,24217.381388888887
2013,SYR,141545.34027777778
2014,IRN,2301011.272499999
2014,BLZ,45202.996666666673
2014,SYR,95374.5733333333
2014,VCT,26627.93277777778
2014,SGP,4196186.2122222222
2014,VUT,22108.472777777781
2014,GAB,261095.07027777773
2014,GIN,234028.17861111107
2014,MRT,417980.36027777789
2014,KNA,15977.684444444443
2014,AGO,993731.42944444425
2014,COM,47244.16555555557
2014,BGD,309699.48138888885
2014,UKR,2558685.7922222223
2014,PSE,871.42416666666657
2014,FJI,92154.099722222221
2014,TON,24956.604166666672
2014,GEO,256052.76361111109
2014,KHM,73624.851388888885
2014,MUS,666287.47416666674
2014,FSM,569234.06833333336
2014,NRU,25251.142777777779
2014,OMN,1212939.1494444443
2014,DJI,157775.43888888892
2014,SAU,1768472.4997222223
2014,ESH,604488.728888889
2014,CYP,471571.10694444447
2014,ARG,1530331.5027777776
2014,IDN,11453825.524166668
2014,DMA,20485.648611111112
2014,NGA,1495923.0452777781
2014,EST,537946.89333333331
2014,PLW,131022.41194444444
2014,BEL,3058975.5913888887
2014,COD,148122.87388888889
2014,TUR,7004817.8197222212
2014,ROU,787173.57388888893
2014,MOZ,567513.0625
2014,DZA,1720450.7002777776
2014,LKA,1579061.1261111114
2014,BGR,609002.20166666678
2014,QAT,456802.37222222233
2014,GTM,204165.09333333338
2014,SVN,75064.435555555581
2014,MNE,39830.156388888885
2014,GHA,701367.34055555554
2014,NAM,485273.7575
2014,ITA,4111719.355
2014,LCA,33103.831666666665
2014,JOR,116961.56277777778
2014,GRC,3733032.7922222223
2014,MMR,312518.72055555548
2014,DEU,5656620.4177777767
2014,YEM,1295266.8083333329
2014,BHR,177746.54222222226
2014,PAK,663665.75638888881
2014,POL,835131.82638888888
2014,SLE,329098.7433333334
2014,IRL,439687.2052777778
2014,COG,277619.055
2014,LBY,594072.09805555549
2014,VNM,2017109.9263888886
2014,ATG,34759.955833333333
2014,SWE,2270910.015
2014,MLT,694886.01694444427
2014,SUR,133060.16833333333
2014,TKM,339912.87083333329
2014,MHL,127091.35166666668
2014,ALB,91119.91777777778
2014,PRK,194022.36055555556
2014,THA,1361856.6822222222
2014,NA,196442.70083333334
2014,BRN,40522.297777777778
2014,KAZ,227311.60249999998
2014,LTU,246080.70888888894
2014,CPV,298114.91055555566
2014,SYC,168410.08333333334
2014,GRD,40963.91805555555
2014,RUS,9884833.8616666682
2014,TGO,540839.79805555567
2014,SOM,109119.43916666668
2014,MYS,3577714.5025000009
2014,CHN,75961030.576666713
2014,MCO,1117.8691666666671
2014,WSM,6626.4227777777787
2014,MAR,1297594.0611111114
2014,TTO,482335.43944444449
2014,CIV,477621.07805555552
2014,TZA,230257.03000000006
2014,GNB,168010.4158333333
2014,ISR,439564.87333333335
2014,CUB,620639.6875
2014,MDV,157731.86694444442
2014,SLB,193938.69916666669
2014,KWT,183962.69500000004
2014,SLV,93086.8938888889
2014,LBN,241607.25388888887
2014,BEN,216760.94888888887
2014,PAN,1602553.3730555556
2014,HRV,438107.80777777778
2014,TUN,724965.3633333334
2014,TUV,16592.804722222223
2014,PHL,3378769.2302777772
2014,EGY,2501067.3794444436
2014,LVA,477357.54027777788
2014,MEX,2666926.3316666665
2014,AZE,311111.46777777775
2014,CMR,355507.96138888889
2014,GNQ,244153.63027777782
2014,NIC,153437.58305555553
2014,GMB,70703.900277777808
2014,BHS,645023.02777777787
2014,IRQ,250517.85750000004
2014,FIN,887540.06388888869
2014,LBR,329036.41277777776
2015,VNM,1724382.1997222221
2015,KWT,599482.38861111132
2015,IRQ,180686.56722222225
2015,FJI,89366.283055555556
2015,CHN,68958476.261944458
2015,NGA,1370435.0083333333
2015,YEM,1272082.6041666665
2015,ALB,111053.27416666667
2015,GTM,225430.92555555559
2015,MEX,2666551.6644444438
2015,GNB,164551.85944444445
2015,BIH,4.2
2015,SUR,142922.9763888889
2015,BHS,751037.67861111113
2015,LBR,313428.12361111114
2015,BEL,2996700.8361111111
2015,GMB,61254.520277777781
2015,VUT,20576.133333333339
2015,TGO,572168.58388888894
2015,AGO,879059.53944444447
2015,HRV,442575.4022222223
2015,WSM,6770.0205555555531
2015,GAB,234755.12138888883
2015,SVN,80321.395555555559
2015,ATG,42381.195000000007
2015,MDV,222135.60666666669
2015,GEO,195462.30472222224
2015,LVA,523262.84083333332
2015,BEN,156825.17083333337
2015,DZA,1695392.3750000002
2015,BHR,212408.94777777779
2015,DEU,5910586.0355555546
2015,CYP,500700.18750000012
2015,FIN,856594.32055555575
2015,FSM,564850.95222222223
2015,SWE,2233325.7966666664
2015,BRN,64815.392777777786
2015,COD,107889.75166666668
2015,LCA,35102.428888888884
2015,BGD,343161.3016666667
2015,PSE,818.52388888888891
2015,MUS,703845.923888889
2015,TUV,39811.145833333328
2015,OMN,1319892.1394444446
2015,GRD,40707.512500000004
2015,KAZ,209309.39138888885
2015,PAN,1761401.7630555555
2015,TUR,7407039.5397222219
2015,NIC,159180.67638888891
2015,POL,811430.62833333376
2015,PLW,126911.70250000003
2015,GRC,3907376.7880555559
2015,NAM,457187.70499999996
2015,GNQ,236876.40388888892
2015,SAU,1874984.9683333333
2015,QAT,787655.28527777793
2015,DMA,20917.373888888887
2015,PHL,3724444.7777777789
2015,IDN,11582744.773333333
2015,IRN,2077358.7672222229
2015,SLV,97675.958333333328
2015,ITA,4185688.0169444438
2015,GHA,650278.9650000002
2015,SGP,4238947.2919444451
2015,CMR,382427.96166666673
2015,MAR,1334984.1338888889
2015,MCO,1109.5827777777777
2015,GIN,244471.70444444451
2015,DJI,249120.64111111121
2015,RUS,8550911.3150000013
2015,SLE,234820.74222222221
2015,SYC,195402.42888888888
2015,THA,1756849.5847222223
2015,TKM,380008.41638888896
2015,EGY,2273148.7502777781
2015,CPV,322800.8975
2015,ISR,492669.85527777788
2015,AZE,331707.22000000003
2015,SOM,145107.37611111111
2015,LTU,261722.62777777779
2015,ESH,599728.34250000026
2015,SYR,75170.535277777773
2015,MMR,287186.66944444441
2015,MNE,23798.171388888888
2015,MLT,692115.58444444463
2015,VCT,27842.983888888888
2015,PRK,182284.96500000003
2015,PAK,628702.75750000018
2015,MHL,135688.05277777778
2015,BLZ,41517.39222222221
2015,TON,26635.491666666665
2015,NRU,22436.0825
2015,TUN,661763.30916666647
2015,BGR,595509.91444444447
2015,ARG,1437999.9994444444
2015,SLB,208886.69138888887
2015,MRT,382639.18833333335
2015,CUB,653302.7888888889
2015,NA,93519.7972222222
2015,MOZ,607579.74777777784
2015,UKR,2324900.9919444439
2015,LKA,1599848.865833333
2015,JOR,140140.44638888887
2015,IRL,450203.94583333342
2015,KHM,42011.197777777779
2015,MYS,3944110.4725000006
2015,COG,256198.545
2015,LBN,255574.31777777776
2015,TTO,502255.33166666672
2015,KNA,17783.58388888889
2015,COM,69835.002500000017
2015,CIV,496437.95388888894
2015,ROU,740298.20805555559
2015,EST,516870.2830555556
2015,TZA,215464.36194444445
2015,LBY,445673.3225
2016,FJI,104424.57666666668
2016,HRV,431451.1675000001
2016,KHM,83821.913055555546
2016,MCO,1026.0366666666666
2016,PAK,843929.99750000017
2016,MUS,800589.94472222228
2016,TGO,521111.08805555553
2016,EST,567203.025277778
2016,SUR,131756.67500000002
2016,BRN,55715.805833333347
2016,LKA,1691203.2152777782
2016,SGP,4068792.125
2016,CIV,458440.76833333343
2016,COG,193139.22777777782
2016,RUS,8800815.41
2016,TUN,692863.03722222243
2016,BEN,132674.61638888888
2016,WSM,7686.2558333333327
2016,DEU,5788864.4486111123
2016,MNE,15764.783333333335
2016,CPV,340444.21
2016,TON,29996.138611111124
2016,PSE,593.67527777777775
2016,COD,57925.790833333325
2016,GIN,268003.67305555573
2016,ALB,119770.35583333336
2016,JOR,127075.79361111113
2016,MLT,817568.42444444459
2016,BHR,171780.7880555556
2016,MHL,146913.17194444448
2016,VCT,29375.809444444443
2016,NIC,158772.2086111111
2016,IRL,510216.52694444446
2016,CUB,762487.11444444454
2016,PAN,1582698.7880555557
2016,BHS,773123.44666666677
2016,SYC,188512.62000000002
2016,COM,65833.342222222229
2016,SLB,247576.23750000002
2016,DZA,1565976.4247222226
2016,BGR,521855.20166666684
2016,NGA,1202622.1950000003
2016,IRN,2366103.368888889
2016,SVN,88347.3236111111
2016,KNA,18485.863611111115
2016,BEL,3130992.0255555552
2016,MRT,363829.29583333345
2016,FIN,869931.90388888912
2016,SLV,99974.506666666683
2016,UKR,2335048.3405555557
2016,MDV,308802.64527777774
2016,ISR,598454.00250000029
2016,MMR,313526.48027777777
2016,GHA,665312.51722222241
2016,MAR,1511661.3336111112
2016,ATG,38224.739444444444
2016,GRC,4176112.3552777786
2016,AZE,409208.39305555553
2016,SAU,1870974.9583333333
2016,GAB,231299.38472222225
2016,TTO,466957.05055555567
2016,AGO,683267.54805555556
2016,SLE,271378.8269444445
2016,LBN,308662.89333333337
2016,TUR,7198708.3763888935
2016,OMN,1552459.9805555556
2016,MOZ,535631.52361111122
2016,GMB,60372.463333333333
2016,MEX,2965024.2141666668
2016,KWT,664234.61194444483
2016,GRD,41857.008333333331
2016,LTU,272749.44499999995
2016,GEO,182332.39500000008
2016,BLZ,43992.551388888882
2016,KAZ,210559.17194444448
2016,LBR,298103.09361111111
2016,PHL,4757163.9330555573
2016,NAM,458730.98444444453
2016,PRK,150828.22472222219
2016,GTM,240681.29416666666
2016,EGY,2408712.3825000008
2016,QAT,664766.633888889
2016,CMR,258300.70555555561
2016,CYP,526610.28944444458
2016,DMA,19588.195277777777
2016,TZA,233146.19583333339
2016,ARG,1525249.9455555559
2016,TUV,33202.017777777786
2016,MYS,4472433.8080555554
2016,IDN,13050446.671666669
2016,ESH,573002.50194444472
2016,TKM,301001.58805555559
2016,LBY,471628.53333333338
2016,FSM,600363.272777778
2016,GNQ,214148.31833333339
2016,VUT,24917.076944444452
2016,SWE,2274581.0227777781
2016,ROU,716076.51388888911
2016,SYR,75871.989722222235
2016,YEM,1531211.148888889
2016,LCA,35272.961388888885
2016,CHN,86584046.591388926
2016,LVA,523129.323888889
2016,PLW,132154.08138888888
2016,ITA,4342184.3858333332
2016,VNM,1310104.6755555558
2016,NRU,9736.5155555555539
2016,NA,147768.87666666668
2016,GNB,161252.13111111111
2016,IRQ,206214.9075
2016,SOM,181177.99972222224
2016,BGD,728314.98583333334
2016,DJI,332749.88527777785
2016,POL,846981.26833333366
2016,THA,2261163.5536111114
2017,SLV,108803.94638888893
2017,VCT,32206.944166666664
2017,GIN,333638.11500000011
2017,MEX,3207432.3561111121
2017,MLT,754120.69305555557
2017,GNQ,220739.66472222225
2017,BGD,1223463.5000000002
2017,ARG,1430187.1897222225
2017,SGP,3929880.4908333346
2017,GMB,74627.401111111147
2017,QAT,604679.20722222235
2017,NAM,464702.04416666675
2017,GRC,4261002.4850000013
2017,BEL,3130766.152777778
2017,HRV,437535.67444444471
2017,SVN,99234.529722222273
2017,NGA,1270319.7344444445
2017,JOR,110637.32027777779
2017,DEU,5936957.5008333344
2017,GHA,672993.01333333319
2017,LBR,294274.64666666673
2017,BHR,157366.74250000002
2017,MAR,1512235.8813888892
2017,CYP,509070.57055555558
2017,ISR,571499.69500000007
2017,MOZ,583439.41777777788
2017,GNB,152822.59166666667
2017,MCO,4325.8600000000006
2017,MMR,370362.34027777769
2017,LBN,311489.73027777788
2017,BLZ,45086.514722222222
2017,BGR,550749.42833333358
2017,VNM,1066579.4511111111
2017,BRN,75091.4113888889
2017,FJI,112947.04666666668
2017,ITA,4448583.1402777778
2017,NIC,175761.90388888892
2017,RUS,10153477.283611115
2017,SLE,287902.2938888889
2017,DJI,205481.81583333336
2017,MHL,123828.57861111114
2017,SLB,292746.89861111116
2017,NRU,8158.8391666666685
2017,EGY,2547257.381111111
2017,TGO,465230.02666666679
2017,BEN,147896.22722222228
2017,PRK,124566.66833333335
2017,TZA,213714.45833333334
2017,GRD,39793.743888888886
2017,PHL,5623738.9867109684
2017,TKM,271890.58138888894
2017,MYS,4657969.4397222223
2017,PLW,130861.33361111114
2017,AZE,369369.29194444447
2017,UKR,2523329.1202777782
2017,IRQ,425665.08833333344
2017,SAU,1849834.2147222224
2017,BHS,802365.981111111
2017,LTU,278400.06277777778
2017,COM,73114.496666666673
2017,IRL,524830.6558333335
2017,OMN,1683600.8725
2017,CIV,589370.70583333331
2017,SWE,2312054.7844444443
2017,DZA,1552044.5011111111
2017,LCA,46760.459444444452
2017,FIN,945266.46611111122
2017,FSM,657617.48083333345
2017,NA,185301.76333333331
2017,CHN,101781297.36225471
2017,TUN,732147.94527777785
2017,KNA,23854.995833333338
2017,TUV,41344.738611111112
2017,LKA,1759379.1627777773
2017,ROU,794630.40861111158
2017,ESH,555136.17444444436
2017,WSM,8495.7183333333342
2017,ALB,116774.38388888891
2017,TUR,7832439.9641666645
2017,LVA,508218.005277778
2017,GEO,148554.1394444445
2017,MRT,367926.29472222226
2017,IDN,14677527.817602746
2017,DMA,21668.40222222223
2017,LBY,474449.8025
2017,TON,30605.04861111112
2017,SOM,207082.91972222223
2017,TTO,437533.77444444463
2017,PSE,966.87555555555559
2017,MUS,828319.87166666694
2017,THA,2546232.9686767468
2017,CPV,356995.78361111117
2017,COD,104516.04611111112
2017,MDV,341915.46972222225
2017,ATG,42856.226666666669
2017,PAN,1636472.7227777783
2017,KWT,422372.86666666687
2017,YEM,1455373.03
2017,CUB,888120.12416666676
2017,EST,587560.763888889
2017,AGO,723369.12333333341
2017,MNE,23558.604444444449
2017,VUT,34315.436111111121
2017,COG,161334.64861111116
2017,GAB,215263.0738888889
2017,SYC,215321.97722222225
2017,IRN,2749402.0777777773
2017,GTM,241702.70555555561
2017,SYR,74872.53250000003
2017,CMR,283103.33166666684
2017,PAK,979286.10138888878
2017,KHM,84587.8563888889
2017,SUR,136343.78694444447
2017,POL,805656.43916666717
2017,KAZ,179193.26611111118
2012,,19487903.593888894
2012,,328.14361111111111
2013,,2439.4561111111116
2013,,20536746.969999995
2014,,2529.2544444444447
2014,,20975129.11416667
2015,,21998039.52416667
2015,,4882.8680555555557
2016,,4863.8927777777772
2016,,22397912.323055554
2017,,5701.6349999999984
2017,,23088997.207222227
2012,ARE,1492083.1180555555
2012,ARE,91735.843055555553
2013,ARE,126224.10138888887
2013,ARE,3417776.7469444447
2014,ARE,129558.7861111111
2014,ARE,3544553.0347222225
2015,ARE,3792720.698055557
2015,ARE,147268.4675
2016,ARE,4559451.7591666663
2016,ARE,197058.08805555559
2017,ARE,202744.47861111115
2017,ARE,4067485.142500001
2012,AUS,50263.061388888891
2012,AUS,5422963.0136111127
2012,AUS,9434.6480555555572
2012,AUS,26.81666666666667
2012,AUS,87346.296944444432
2012,AUS,52420.622777777775
2013,AUS,6812.8694444444445
2013,AUS,81801.2647222222
2013,AUS,5706689.6033333335
2013,AUS,52742.886388888888
2013,AUS,47.223611111111111
2013,AUS,56269.410833333328
2014,AUS,60.808055555555555
2014,AUS,258.72249999999997
2014,AUS,75272.07194444444
2014,AUS,55663.10833333333
2014,AUS,54715.6625
2014,AUS,3365.6427777777776
2014,AUS,5697664.708333333
2015,AUS,16.83
2015,AUS,3543.6488888888889
2015,AUS,5453893.590555557
2015,AUS,74260.083055555559
2015,AUS,54760.459722222222
2015,AUS,53931.936666666654
2016,AUS,5254016.7116666688
2016,AUS,55818.531111111137
2016,AUS,73129.910833333328
2016,AUS,57349.511666666665
2016,AUS,2751.890277777778
2017,AUS,2218.6216666666669
2017,AUS,5762735.3641666686
2017,AUS,78804.185277777782
2017,AUS,62439.979444444463
2017,AUS,59443.328333333353
2017,AUS,41.2
2012,BRA,39326.061666666676
2012,BRA,6453031.5591666643
2013,BRA,39451.530555555553
2013,BRA,7481249.229166667
2014,BRA,6993732.735
2014,BRA,37696.422222222223
2015,BRA,6850724.522499999
2015,BRA,39950.590555555566
2016,BRA,6848243.5391666656
2016,BRA,31490.4
2017,BRA,33008.622222222228
2017,BRA,6928375.4286111128
2012,BRB,29.042222222222222
2012,BRB,71740.972777777773
2013,BRB,71407.26416666666
2013,BRB,71.446111111111122
2014,BRB,74569.511944444443
2014,BRB,56.1175
2015,BRB,77257.430277777763
2015,BRB,64.940555555555534
2016,BRB,88302.484166666691
2016,BRB,35.94083333333333
2017,BRB,50.501388888888883
2017,BRB,88107.475833333345
2012,CAN,2198291.0569444448
2013,CAN,2381582.8566666665
2014,CAN,1.53
2014,CAN,2659388.3944444438
2015,CAN,2369279.2758333334
2015,CAN,5.943888888888889
2016,CAN,7.149166666666666
2016,CAN,2367113.1863888893
2017,CAN,2540206.0694444445
2017,CAN,15.274166666666666
2012,CHL,13323.176388888891
2012,CHL,20857.6625
2012,CHL,1402430.438888889
2013,CHL,13498.825833333332
2013,CHL,20753.113055555554
2013,CHL,1544861.0066666666
2014,CHL,12776.279722222223
2014,CHL,1524228.9063888888
2014,CHL,17207.85083333333
2015,CHL,16838.51805555556
2015,CHL,16256.276111111114
2015,CHL,1568546.4033333336
2016,CHL,17938.454722222221
2016,CHL,1592199.0633333337
2016,CHL,15217.85416666667
2017,CHL,14996.477777777782
2017,CHL,18056.95416666667
2017,CHL,1646664.4538888892
2012,COL,268.85611111111109
2012,COL,1044.1166666666666
2012,COL,1.1494444444444445
2012,COL,1257.631388888889
2012,COL,1040453.3372222224
2012,COL,62.19111111111112
2013,COL,14.904444444444444
2013,COL,1058.1069444444445
2013,COL,58.111944444444447
2013,COL,1241247.6275
2013,COL,1179.8436111111109
2013,COL,351.35361111111121
2014,COL,1173101.2944444444
2014,COL,1358.4252777777779
2014,COL,80.42694444444443
2014,COL,1015.5188888888889
2014,COL,452.13805555555558
2014,COL,3.402222222222222
2015,COL,1.6777777777777778
2015,COL,1027.9794444444444
2015,COL,467.07666666666677
2015,COL,1148015.7486111112
2015,COL,45.450833333333335
2015,COL,1232.8977777777779
2016,COL,19.426111111111112
2016,COL,472.00333333333327
2016,COL,979.750277777778
2016,COL,1400.1874999999998
2016,COL,25.724722222222223
2016,COL,1164291.9052777777
2017,COL,426.28472222222223
2017,COL,58.463333333333331
2017,COL,1142274.1572222221
2017,COL,1070.1477777777779
2017,COL,3.137777777777778
2017,COL,1300.8430555555556
2012,CRI,329912.98305555561
2012,CRI,1351.4336111111108
2013,CRI,330456.24888888892
2013,CRI,1281.3747222222223
2014,CRI,351689.56750000006
2014,CRI,1303.577777777778
2015,CRI,1355.3608333333336
2015,CRI,375668.47361111117
2016,CRI,374028.2441666667
2016,CRI,1099.4900000000002
2017,CRI,1237.7116666666668
2017,CRI,414177.29444444436
2012,DNK,1453076.7974999999
2012,DNK,70666.0086111111
2012,DNK,51.503055555555555
2012,DNK,56435.687222222223
2013,DNK,59164.865000000013
2013,DNK,2257269.6622222224
2013,DNK,94023.581111111111
2013,DNK,104.34555555555555
2014,DNK,2258380.3013888891
2014,DNK,137.94388888888889
2014,DNK,100049.99722222223
2014,DNK,55209.883888888893
2015,DNK,99420.135555555578
2015,DNK,2272034.2919444446
2015,DNK,158.73111111111112
2015,DNK,62585.599444444451
2016,DNK,2415575.8183333334
2016,DNK,236.81416666666664
2016,DNK,67474.024444444454
2016,DNK,107782.83527777779
2017,DNK,75160.734722222245
2017,DNK,135937.38833333337
2017,DNK,186.12055555555554
2017,DNK,2344400.2661111113
2012,DOM,17526.756944444449
2012,DOM,413273.30277777789
2013,DOM,438008.44027777773
2013,DOM,17256.76222222222
2014,DOM,16582.573333333334
2014,DOM,450905.25027777784
2015,DOM,452212.88111111114
2015,DOM,15460.501666666663
2016,DOM,16276.364166666664
2016,DOM,512583.56611111108
2017,DOM,14980.630000000001
2017,DOM,496708.49138888903
2012,ECU,602044.33555555553
2012,ECU,11185.375277777779
2012,ECU,461055.02916666673
2013,ECU,11752.796388888888
2013,ECU,702919.10694444436
2013,ECU,839176.24861111119
2014,ECU,817592.11444444454
2014,ECU,676157.5352777777
2014,ECU,11370.429444444446
2015,ECU,12561.073888888888
2015,ECU,677473.56250000012
2015,ECU,643845.77972222236
2016,ECU,603480.68555555562
2016,ECU,644654.76722222229
2016,ECU,11824.563055555554
2017,ECU,709004.84722222225
2017,ECU,579250.45250000013
2017,ECU,11475.276388888889
2012,ERI,199596.35305555555
2012,ERI,9543.5755555555552
2013,ERI,10041.065
2013,ERI,215058.09972222228
2014,ERI,10763.104444444443
2014,ERI,232732.34166666665
2015,ERI,10191.124166666668
2015,ERI,288595.27083333337
2016,ERI,340727.06305555551
2016,ERI,10525.404999999999
2017,ERI,349955.45833333337
2017,ERI,10539.406666666664
2012,ESP,793210.76583333325
2012,ESP,1.8213888888888889
2012,ESP,32189.064444444448
2012,ESP,6417.1463888888884
2012,ESP,3195632.7705555549
2013,ESP,35510.281111111115
2013,ESP,15.050277777777779
2013,ESP,4581670.9883333333
2013,ESP,107.71138888888889
2013,ESP,6151.1752777777765
2013,ESP,785259.35333333339
2014,ESP,759597.767222222
