country,year,icd_tot,icd_1000,pop,ef_os,ps,unem,gulf
Somalia,2001,228,0.02481842,9186725,N/A,N/A,13.51000023,Aden
Somalia,2002,114,0.011998305,9501342,N/A,-2.38,13.56999969,Aden
Somalia,2003,0,0,9815412,N/A,-2.58,13.56999969,Aden
Somalia,2004,0,0,10130243,N/A,-2.88,13.48999977,Aden
Somalia,2005,0,0,10446863,N/A,-2.71,13.39000034,Aden
Somalia,2006,547,0.050817988,10763905,N/A,-2.75,13.18999958,Aden
Somalia,2007,1546,0.139529162,11080121,N/A,-3.22,13.02000046,Aden
Somalia,2008,1491,0.130821743,11397188,N/A,-3.28,12.93999958,Aden
Somalia,2009,1496,0.127670193,11717692,N/A,-3.31,13.31999969,Aden
Somalia,2010,2150,0.178513856,12043883,N/A,-3.13,13.39000034,Aden
Somalia,2011,1938,0.156589585,12376302,N/A,-3.08,13.38000011,Aden
Somalia,2012,2646,0.208092322,12715510,N/A,-2.86,13.39000034,Aden
Somalia,2013,940,0.071955079,13063706,N/A,-2.76,13.40999985,Aden
Somalia,2014,1153,0.085893655,13423576,N/A,-2.52,13.31999969,Aden
Somalia,2015,1202,0.087119119,13797201,N/A,-2.38,13.25,Aden
Somalia,2016,1925,0.135700868,14185613,N/A,-2.36,13.17000008,Aden
Somalia,2017,1918,0.131467843,14589119,N/A,-2.26,13.02000046,Aden
Somalia,2018,2208,0.147120026,15008154,N/A,-2.25,12.89000034,Aden
Somalia,2019,1945,0.125947806,15442905,N/A,-2.38,12.78999996,Aden
Togo,1991,0,0,3862992,N/A,N/A,4.260000229,Guinea
Togo,1992,0,0,3945905,N/A,N/A,4.320000172,Guinea
Togo,1993,0,0,4029053,N/A,N/A,4.429999828,Guinea
Togo,1994,0,0,4120616,N/A,N/A,4.460000038,Guinea
Togo,1995,0,0,4226291,N/A,N/A,4.460000038,Guinea
Togo,1996,0,0,4348805,N/A,-0.38,4.460000038,Guinea
Togo,1997,0,0,4485951,N/A,N/A,4.449999809,Guinea
Togo,1998,0,0,4632446,N/A,-0.61,4.449999809,Guinea
Togo,1999,0,0,4780448,48.2,N/A,4.489999771,Guinea
Togo,2000,0,0,4924402,46.4,-0.29,4.460000038,Guinea
Togo,2001,0,0,5062567,45.3,N/A,4.440000057,Guinea
Togo,2002,0,0,5197031,45.2,0.05,4.480000019,Guinea
Togo,2003,0,0,5330639,46.8,-0.19,4.480000019,Guinea
Togo,2004,0,0,5467766,47,-0.32,4.429999828,Guinea
Togo,2005,0,0,5611640,48.2,-1.45,4.360000134,Guinea
Togo,2006,0,0,5762880,47.3,-0.53,4.230000019,Guinea
Togo,2007,0,0,5920359,49.7,-0.34,3.599999905,Guinea
Togo,2008,0,0,6083420,48.9,-0.17,3.079999924,Guinea
Togo,2009,0,0,6250835,48.7,-0.17,2.799999952,Guinea
Togo,2010,0,0,6421679,47.1,-0.18,2.390000105,Guinea
Togo,2011,0,0,6595943,49.1,-0.16,1.980000019,Guinea
Togo,2012,0,0,6773807,48.3,-0.39,2.049999952,Guinea
Togo,2013,0,0,6954721,48.8,-0.35,2.119999886,Guinea
Togo,2014,0,0,7137997,49.9,-0.17,2.160000086,Guinea
Togo,2015,0,0,7323158,53,-0.23,2.200000048,Guinea
Togo,2016,0,0,7509952,53.6,-0.17,2.950000048,Guinea
Togo,2017,0,0,7698475,53.2,-0.88,3.74000001,Guinea
Togo,2018,0,0,7889094,47.8,-0.88,3.660000086,Guinea
Togo,2019,0,0,8082366,50.3,-0.81,3.599999905,Guinea
Yemen,1991,0,0,12302124,N/A,N/A,8.149999619,Aden
Yemen,1992,0,0,12954155,N/A,N/A,8.210000038,Aden
Yemen,1993,0,0,13634076,N/A,N/A,8.31000042,Aden
Yemen,1994,1489,0.104143258,14297613,N/A,N/A,8.340000153,Aden
Yemen,1995,0,0,14913315,49.8,N/A,8.909999847,Aden
Yemen,1996,0,0,15469274,49.6,-1.31,9.510000229,Aden
Yemen,1997,0,0,15975668,48.4,N/A,10.11999989,Aden
Yemen,1998,0,0,16450310,46.1,-1.19,10.75,Aden
Yemen,1999,0,0,16921149,43.3,N/A,11.46000004,Aden
Yemen,2000,0,0,17409072,44.5,-1.14,11.56999969,Aden
Yemen,2001,0,0,17918373,44.3,N/A,11.68999958,Aden
Yemen,2002,0,0,18443691,48.6,-1.31,11.89000034,Aden
Yemen,2003,0,0,18985000,50.3,-1.48,12.03999996,Aden
Yemen,2004,0,0,19540098,50.5,-1.55,12.11999989,Aden
Yemen,2005,0,0,20107409,53.8,-1.44,12.17000008,Aden
Yemen,2006,0,0,20687646,52.6,-1.35,12.13000011,Aden
Yemen,2007,0,0,21282515,54.1,-1.59,12.10000038,Aden
Yemen,2008,0,0,21892146,53.8,-2.01,12.17000008,Aden
Yemen,2009,94,0.004174724,22516460,56.9,-2.33,12.71000004,Aden
Yemen,2010,175,0.00755781,23154855,54.4,-2.42,12.93000031,Aden
Yemen,2011,1140,0.047883893,23807588,54.2,-2.43,13.07999992,Aden
Yemen,2012,2330,0.09520627,24473178,55.3,-2.43,13.23999977,Aden
Yemen,2013,582,0.023143813,25147109,55.9,-2.37,13.40999985,Aden
Yemen,2014,1660,0.064282571,25823485,55.5,-2.67,13.47000027,Aden
Yemen,2015,6794,0.256397783,26497889,53.7,-2.68,13.39999962,Aden
Yemen,2016,2966,0.109171712,27168210,N/A,-2.79,13.31000042,Aden
Yemen,2017,2686,0.096497836,27834821,N/A,-2.94,13.14999962,Aden
Yemen,2018,4515,0.158428351,28498687,N/A,-2.99,13.01000023,Aden
Yemen,2019,1663,0.05702642,29161922,N/A,-2.77,12.89999962,Aden
Oman,1991,0,0,1893768,N/A,N/A,3.190000057,Aden
Oman,1992,0,0,1983275,N/A,N/A,3.160000086,Aden
Oman,1993,0,0,2072104,N/A,N/A,3.119999886,Aden
Oman,1994,0,0,2148419,N/A,N/A,3.160000086,Aden
Oman,1995,0,0,2204277,70.2,N/A,3.210000038,Aden
Oman,1996,0,0,2236654,65.4,0.87,3.25999999,Aden
Oman,1997,0,0,2249762,64.5,N/A,3.329999924,Aden
Oman,1998,0,0,2251864,64.9,0.86,3.390000105,Aden
Oman,1999,0,0,2254904,64.9,N/A,3.420000076,Aden
Oman,2000,0,0,2267973,64.1,1.12,3.49000001,Aden
Oman,2001,0,0,2294962,67.7,N/A,3.549999952,Aden
Oman,2002,0,0,2334858,64,0.93,3.589999914,Aden
Oman,2003,0,0,2386166,64.6,1.06,3.630000114,Aden
Oman,2004,0,0,2445517,66.9,1.12,3.710000038,Aden
Oman,2005,0,0,2511251,66.5,0.95,3.799999952,Aden
Oman,2006,0,0,2580758,63.7,0.84,3.940000057,Aden
Oman,2007,0,0,2657158,65.8,0.94,4.079999924,Aden
Oman,2008,0,0,2750963,67.3,0.92,4.139999866,Aden
Oman,2009,0,0,2876186,67,0.83,3.839999914,Aden
Oman,2010,0,0,3041434,67.7,0.59,3.710000038,Aden
Oman,2011,0,0,3251108,69.8,0.43,3.640000105,Aden
Oman,2012,0,0,3498029,67.9,0.46,3.519999981,Aden
Oman,2013,0,0,3764805,68.1,0.46,3.420000076,Aden
Oman,2014,0,0,4027260,67.4,0.73,3.369999886,Aden
Oman,2015,0,0,4267348,66.7,0.78,3.319999933,Aden
Oman,2016,0,0,4479219,67.1,0.76,3.269999981,Aden
Oman,2017,0,0,4665935,62.1,0.75,2.49000001,Aden
Oman,2018,0,0,4829483,61,0.66,1.799999952,Aden
Oman,2019,0,0,4974986,61,0.59,1.840000033,Aden
Eritrea,1991,0,0,2266358,N/A,N/A,6.650000095,Aden
Eritrea,1992,0,0,2257596,N/A,N/A,6.71999979,Aden
Eritrea,1993,0,0,2238626,N/A,N/A,6.829999924,Aden
Eritrea,1994,0,0,2218430,N/A,N/A,6.869999886,Aden
Eritrea,1995,0,0,2204222,N/A,N/A,6.869999886,Aden
Eritrea,1996,0,0,2196464,N/A,-0.94,6.869999886,Aden
Eritrea,1997,31,0.014121855,2195179,N/A,N/A,6.860000134,Aden
Eritrea,1998,0,0,2206432,N/A,-0.97,6.860000134,Aden
Eritrea,1999,25,0.011173659,2237405,N/A,N/A,6.900000095,Aden
Eritrea,2000,0,0,2292416,N/A,-0.77,6.869999886,Aden
Eritrea,2001,0,0,2374722,N/A,N/A,6.849999905,Aden
Eritrea,2002,0,0,2481058,N/A,-0.27,6.889999866,Aden
Eritrea,2003,57,0.021914876,2600973,N/A,-0.72,6.889999866,Aden
Eritrea,2004,0,0,2719803,N/A,-0.64,6.840000153,Aden
Eritrea,2005,0,0,2826659,N/A,-0.8,6.760000229,Aden
Eritrea,2006,0,0,2918205,N/A,-0.9,6.619999886,Aden
Eritrea,2007,0,0,2996536,N/A,-1.05,6.5,Aden
Eritrea,2008,0,0,3062779,N/A,-0.71,6.440000057,Aden
Eritrea,2009,0,0,3119920,38.5,-0.68,6.71999979,Aden
Eritrea,2010,0,0,3170435,35.3,-0.88,6.760000229,Aden
Eritrea,2011,0,0,3213972,36.7,-0.77,6.760000229,Aden
Eritrea,2012,0,0,N/A,36.2,-0.7,6.769999981,Aden
Eritrea,2013,0,0,N/A,36.3,-0.77,6.78000021,Aden
Eritrea,2014,0,0,N/A,38.5,-0.81,6.710000038,Aden
Eritrea,2015,0,0,N/A,38.9,-0.88,6.659999847,Aden
Eritrea,2016,0,0,N/A,42.7,-0.66,6.599999905,Aden
Eritrea,2017,0,0,N/A,42.2,-0.73,6.5,Aden
Eritrea,2018,0,0,N/A,41.7,-0.6,6.409999847,Aden
Eritrea,2019,0,0,N/A,38.9,-0.72,6.340000153,Aden
Tanzania,1991,0,0,26056594,N/A,N/A,3.599999905,Aden
Tanzania,1992,0,0,26961197,N/A,N/A,3.579999924,Aden
Tanzania,1993,0,0,27887203,N/A,N/A,3.589999914,Aden
Tanzania,1994,0,0,28792639,N/A,N/A,3.529999971,Aden
Tanzania,1995,0,0,29649135,57.3,N/A,3.450000048,Aden
Tanzania,1996,0,0,30444526,57.5,-0.62,3.380000114,Aden
Tanzania,1997,0,0,31192857,59.3,N/A,3.289999962,Aden
Tanzania,1998,0,0,31924196,59.6,-0.41,3.220000029,Aden
Tanzania,1999,0,0,32682239,60,N/A,3.170000076,Aden
Tanzania,2000,0,0,33499180,56,-0.7,3.079999924,Aden
Tanzania,2001,0,0,34385856,54.9,N/A,2.99000001,Aden
Tanzania,2002,0,0,35334788,58.3,-0.25,3.109999895,Aden
Tanzania,2003,0,0,36337782,56.9,-0.85,3.210000038,Aden
Tanzania,2004,0,0,37379767,60.1,-0.67,3.269999981,Aden
Tanzania,2005,0,0,38450320,56.3,-0.58,3.309999943,Aden
Tanzania,2006,0,0,39548663,58.5,-0.36,3.299999952,Aden
Tanzania,2007,0,0,40681414,56.8,-0.39,2.920000076,Aden
Tanzania,2008,0,0,41853944,56.5,-0.23,2.609999895,Aden
Tanzania,2009,0,0,43073834,58.3,0.09,2.5,Aden
Tanzania,2010,0,0,44346525,58.3,0.01,2.980000019,Aden
Tanzania,2011,0,0,45673338,57,-0.02,3.470000029,Aden
Tanzania,2012,0,0,47052481,57,0.05,3.190000057,Aden
Tanzania,2013,0,0,48482266,57.9,-0.16,2.930000067,Aden
Tanzania,2014,0,0,49959822,57.8,-0.6,2.130000114,Aden
Tanzania,2015,0,0,51482633,57.5,-0.42,2.099999905,Aden
Tanzania,2016,0,0,53050790,58.5,-0.44,2.079999924,Aden
Tanzania,2017,0,0,54663906,58.6,-0.56,2.029999971,Aden
Tanzania,2018,0,0,56318348,59.9,-0.56,1.99000001,Aden
Tanzania,2019,0,0,58005463,60.2,-0.36,1.960000038,Aden
Kenya,1991,0,0,24521703,N/A,N/A,2.789999962,Aden
Kenya,1992,0,0,25326078,N/A,N/A,2.829999924,Aden
Kenya,1993,0,0,26136216,N/A,N/A,2.900000095,Aden
Kenya,1994,0,0,26950513,N/A,N/A,2.930000067,Aden
Kenya,1995,0,0,27768296,54.5,N/A,2.920000076,Aden
Kenya,1996,0,0,28589451,56.4,-0.65,2.930000067,Aden
Kenya,1997,0,0,29415659,60.1,N/A,2.920000076,Aden
Kenya,1998,0,0,30250488,58.4,-0.9,2.920000076,Aden
Kenya,1999,0,0,31098757,58.2,N/A,2.950000048,Aden
Kenya,2000,0,0,31964557,59.7,-1.07,2.930000067,Aden
Kenya,2001,0,0,32848564,57.6,N/A,2.910000086,Aden
Kenya,2002,0,0,33751739,58.2,-1.19,2.940000057,Aden
Kenya,2003,0,0,34678779,58.6,-1.26,2.940000057,Aden
Kenya,2004,0,0,35635271,57.7,-1.09,2.910000086,Aden
Kenya,2005,0,0,36624895,57.9,-1.25,2.859999895,Aden
Kenya,2006,0,0,37649033,59.7,-1.13,2.769999981,Aden
Kenya,2007,0,0,38705932,59.6,-1.3,2.690000057,Aden
Kenya,2008,0,0,39791981,59.3,-1.39,2.660000086,Aden
Kenya,2009,0,0,40901792,58.7,-1.43,2.829999924,Aden
Kenya,2010,0,0,42030676,57.5,-1.17,2.859999895,Aden
Kenya,2011,0,0,43178257,57.4,-1.24,2.859999895,Aden
Kenya,2012,0,0,44343410,57.5,-1.32,2.859999895,Aden
Kenya,2013,0,0,45519889,55.9,-1.17,2.869999886,Aden
Kenya,2014,0,0,46699981,57.1,-1.28,2.819999933,Aden
Kenya,2015,42,0.000877223,47878336,55.6,-1.24,2.799999952,Aden
Kenya,2016,49,0.000998946,49051686,57.5,-1.35,2.75999999,Aden
Kenya,2017,85,0.001692503,50221473,53.5,-1.13,2.690000057,Aden
Kenya,2018,69,0.001342595,51393010,54.7,-1.17,2.640000105,Aden
Kenya,2019,61,0.00116027,52573973,55.1,-1.12,2.599999905,Aden
